P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
214.52,216.62,252.25,1181.64,267.13
145.2,146.62,194.33,186.28,195.66
142.89,146.26,193.35,202.35,510.58
142.59,147.52,193.73,525.88,195.65
142.95,146.75,194.88,205.57,194.87
149.42,146.35,199.57,206.93,191.77
143.72,146.15,194.54,211.31,185.19
144.25,146.08,201.28,192.26,169.73
146.85,146.35,171.76,207.34,191.43
143.07,146.28,200.61,187.26,194.03
145.65,146.07,200.53,209.0,201.41
146.5,145.87,201.05,211.01,200.64
146.43,146.37,204.1,208.91,196.94
146.9,1174.48,203.22,211.03,199.41
143.34,145.75,201.36,212.51,1334.28
144.18,143.97,345.94,209.26,195.11
148.21,145.72,167.72,212.35,198.68
146.54,147.02,324.06,197.1,197.08
147.24,146.02,341.58,169.5,197.16
144.82,148.37,202.22,169.26,196.45
145.03,145.94,198.7,175.72,198.12
146.38,145.73,199.89,169.45,201.4
143.0,146.45,1331.57,170.31,194.19
145.34,142.62,193.32,170.35,173.37
147.42,146.1,195.02,163.97,196.38
146.98,146.5,179.69,192.64,193.94
147.3,146.37,193.76,180.97,194.46
146.25,146.1,185.91,218.52,193.78
142.79,146.86,184.18,211.46,181.26
143.21,146.31,177.4,211.88,195.08
143.86,146.95,202.76,211.35,200.05
146.57,146.45,201.31,211.93,195.57
142.47,146.36,202.31,210.23,195.74
144.0,145.81,199.79,187.18,195.32
144.52,145.88,200.84,194.95,181.87
146.14,146.83,181.62,208.66,195.36
148.69,146.38,198.67,208.97,198.76
147.1,146.33,199.51,209.61,195.96
145.1,146.57,201.39,211.89,191.93
146.27,145.93,200.16,211.08,195.24
147.01,146.26,182.71,217.1,194.64
146.3,146.06,200.39,192.2,194.99
145.18,148.58,521.51,188.62,174.36
142.59,146.66,169.92,189.53,193.14
146.22,146.07,196.42,213.41,195.81
145.43,146.22,198.72,207.31,196.44
146.09,146.64,201.14,214.55,195.61
146.47,146.32,361.98,206.91,182.38
146.74,146.07,169.76,213.13,194.28
146.8,143.39,205.68,212.16,195.72
146.25,146.13,198.3,212.0,194.33
422.12,146.45,199.91,209.88,194.05
142.63,146.3,199.9,211.91,207.98
142.28,146.49,199.68,207.33,196.28
142.48,145.65,200.17,195.01,175.53
143.17,145.92,184.51,212.07,199.58
145.81,147.12,198.68,215.19,194.88
142.73,145.92,209.64,206.38,192.33
142.65,146.93,201.0,213.58,193.43
142.33,147.17,181.66,214.96,195.95
144.81,146.24,199.61,217.25,196.93
145.3,146.21,200.53,201.45,183.14
146.11,147.0,199.03,196.44,194.39
146.15,146.79,195.67,208.09,196.49
142.36,146.14,195.17,207.88,195.33
142.23,145.86,361.45,212.73,194.53
142.81,146.34,180.72,211.65,202.23
142.49,146.49,200.39,182.13,195.34
142.43,146.87,200.27,201.44,192.99
142.28,146.76,200.65,352.73,195.62
143.67,145.84,198.66,180.08,195.07
144.82,145.88,199.23,213.64,199.85
145.59,145.75,203.05,210.31,180.59
146.92,146.22,178.09,528.56,195.0
146.36,146.43,198.7,191.79,198.01
147.34,1162.79,199.53,208.96,193.56
146.59,146.18,201.22,212.89,196.61
144.65,145.87,200.94,208.71,192.99
145.13,146.13,203.43,196.09,195.17
144.08,146.09,182.56,208.92,191.32
144.59,146.75,181.82,203.75,519.3
142.9,146.92,199.93,208.19,193.57
142.3,146.98,201.53,170.55,192.94
145.97,146.56,1322.57,208.33,523.23
146.4,146.21,195.01,213.36,179.85
146.76,146.31,193.51,212.25,193.5
147.11,146.44,196.01,203.22,197.24
146.32,145.95,196.52,172.97,520.27
146.8,146.57,199.45,198.28,179.22
145.98,146.31,200.46,185.06,195.39
142.57,146.3,201.93,194.73,198.43
144.68,145.97,199.98,207.84,198.98
143.19,146.35,200.18,180.02,195.29
