P-521,hqc256,p521_hqc256
17.46,89.53,101.21
17.34,90.88,98.8
16.77,86.41,98.62
16.25,85.16,99.02
17.12,88.1,98.97
16.56,90.76,100.26
16.09,86.83,101.54
16.68,93.06,100.35
16.59,87.13,98.82
16.96,92.3,99.79
16.41,86.31,99.99
17.88,85.51,99.49
18.18,94.16,100.32
17.52,88.1,100.25
17.44,91.5,100.55
17.07,87.72,99.09
17.92,98.0,99.59
17.01,89.61,99.12
17.65,85.59,98.95
17.23,89.72,99.36
17.34,86.53,99.12
16.32,89.27,99.98
16.6,91.66,99.47
16.36,92.17,98.61
16.89,86.64,99.02
16.75,89.6,100.56
16.62,87.61,99.33
16.36,86.28,98.39
16.26,86.77,100.29
16.53,90.19,99.06
16.95,84.42,99.08
16.72,92.18,99.07
16.74,96.4,99.08
17.06,94.03,99.89
16.62,85.11,99.84
16.67,84.51,101.76
16.31,87.87,98.53
16.96,90.88,100.2
17.04,90.32,99.82
17.21,89.59,98.61
17.07,84.1,101.55
17.42,87.16,98.99
16.18,91.31,99.17
17.02,85.17,99.12
