P-521,hqc256,p521_hqc256
1231.2,2355.44,2724.15
827.14,1298.78,1316.93
830.81,1322.72,5410.83
829.59,1298.9,3173.18
824.83,2352.21,1345.19
838.86,1301.74,1342.72
841.63,1300.21,1319.12
830.3,1328.81,2728.23
839.28,2103.29,1718.87
827.9,1300.2,1317.12
3063.3,1324.67,1316.45
827.59,2207.52,3371.24
840.5,1298.69,1314.43
828.44,1299.62,4966.93
826.05,3347.5,1341.34
826.9,1697.3,1317.21
825.77,1299.73,1316.9
839.67,1299.22,1318.64
840.15,1298.87,1717.28
827.48,1299.43,1319.1
829.52,1326.91,1718.37
837.98,1298.66,2336.15
838.17,2099.66,1316.47
1879.6,1297.82,1315.87
829.02,2330.96,1345.07
833.78,1299.71,1317.0
827.79,1325.36,1317.31
834.1,1328.71,1341.94
827.77,3340.66,1321.17
829.4,1299.97,1722.61
837.43,1286.1,2925.89
1891.55,1684.8,3733.12
839.83,1300.86,1321.03
830.19,1331.34,1319.4
1854.22,1299.98,3130.63
1850.0,2313.39,1317.16
827.69,1302.66,1341.9
829.43,5415.9,1319.08
824.37,2343.75,1314.23
826.74,1324.78,1318.88
839.4,1299.82,1317.17
836.92,1301.36,3358.75
829.4,1705.72,1715.33
826.8,1323.12,1346.4
837.07,1301.72,3000.68
825.5,1349.24,1315.69
1894.8,1335.36,1318.24
830.22,1295.51,2121.34
840.23,2104.28,1323.38
839.85,1302.56,1335.24
829.26,1301.87,1315.59
829.64,1328.72,1316.02
1878.73,1301.89,1328.96
840.99,1703.4,2119.12
1856.8,1299.72,1717.31
1874.2,1300.08,1318.1
827.51,1302.51,1314.0
826.08,1303.66,1318.31
826.39,1301.8,1316.64
825.8,1703.52,1313.15
822.66,2209.11,1348.39
820.95,3148.82,1320.67
822.45,1325.64,1317.81
841.59,1324.64,1314.68
1879.32,1698.44,1342.72
2920.93,1296.65,4627.38
838.79,3142.33,1315.72
859.28,2104.57,1328.05
861.06,1297.58,1345.53
1863.41,1302.24,1340.76
854.36,1298.88,1827.96
829.76,1301.35,2107.59
831.91,1301.9,1314.63
839.75,1296.41,7416.48
827.68,1324.63,1336.8
826.67,2341.67,1319.73
827.4,1325.37,1316.67
1848.32,1301.34,2116.94
837.62,1347.82,1317.65
827.23,1302.31,3137.47
826.9,1301.38,4087.07
825.31,1352.66,1319.4
846.61,1808.97,3357.71
1839.66,2911.96,1318.56
837.84,1299.32,2322.59
837.65,1326.7,1316.17
2909.97,1297.08,1318.15
826.56,1296.17,1319.51
1879.1,1298.95,1317.13
826.72,1300.02,1316.18
842.64,1300.62,1319.52
1867.21,1299.94,1314.63
826.82,1304.46,2119.39
827.1,3315.26,3354.75
825.87,1303.11,1318.3
826.71,2336.79,2321.31
836.02,5021.39,1315.65
827.31,1299.9,1316.86
826.84,1299.81,1319.08
839.1,1298.99,1314.99
838.48,4642.37,1311.45
1841.29,1298.4,1315.59
822.82,1301.29,1717.77
838.07,1325.9,1345.26
825.99,1298.62,1317.69
837.53,1301.12,1318.57
838.55,1299.01,3390.1
838.11,1304.13,1313.69
1874.26,3359.6,1314.7
839.61,3769.59,1716.3
837.42,4085.83,2315.56
1835.59,1702.38,1314.74
837.81,1299.57,1338.03
1833.74,1301.11,1312.94
827.47,3869.77,3158.18
826.77,1302.43,1313.65
828.63,1300.68,1323.05
1854.89,1301.58,5545.37
826.71,3109.39,1315.23
827.13,1300.76,1367.94
827.4,3111.58,2228.94
826.14,1326.48,3161.5
