P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
7.87,7.0,72.25,102.98,28.17
6.98,7.06,72.15,65.49,28.51
3.61,5.68,68.59,66.42,35.63
3.03,7.24,73.2,78.79,43.74
3.01,5.88,36.79,57.41,45.32
3.11,6.66,37.89,70.4,53.07
4.09,6.28,64.17,91.0,67.85
3.0,7.26,62.34,62.37,73.12
2.99,6.45,60.09,55.38,71.94
3.03,5.81,60.11,55.93,78.89
3.74,7.85,64.66,57.73,75.48
4.76,7.53,61.53,56.84,66.9
5.11,6.99,61.59,61.27,62.03
8.37,6.67,60.38,59.89,45.27
8.12,5.74,61.77,72.24,45.24
8.07,6.38,61.5,77.59,42.18
6.68,5.85,60.41,75.59,43.19
7.45,6.09,63.4,41.8,45.13
2.84,5.81,59.89,38.04,43.26
2.98,7.25,59.77,43.17,31.63
2.88,6.23,59.72,37.25,29.89
2.65,5.8,62.77,68.95,34.75
2.43,5.65,62.99,90.34,73.03
2.77,5.01,63.46,81.58,67.26
3.09,5.75,27.07,80.62,65.6
3.6,4.42,30.06,55.65,64.66
3.15,3.5,34.75,62.01,47.15
2.82,3.86,62.5,76.31,41.6
4.26,3.46,63.33,83.49,42.15
4.31,5.02,42.73,80.97,43.82
4.74,5.09,41.48,46.8,45.15
6.2,6.07,50.61,49.57,43.71
5.33,5.68,55.26,66.34,53.63
6.59,5.9,53.81,67.26,65.03
4.75,5.23,55.14,65.24,74.87
4.44,5.12,59.16,78.52,62.91
4.6,6.49,57.48,74.03,63.58
4.35,5.64,59.94,49.62,64.24
4.48,5.2,61.59,49.91,59.15
4.88,5.04,62.03,51.01,55.73
6.13,6.79,61.17,65.25,61.71
5.77,5.99,62.55,79.39,63.62
5.03,5.02,60.1,82.47,63.43
4.28,4.98,53.39,82.67,61.85
5.11,5.41,54.57,81.72,43.36
5.64,6.23,55.82,79.59,42.13
5.17,5.31,61.31,55.65,42.3
4.47,5.03,61.62,71.76,56.0
4.58,5.01,63.24,71.82,61.7
4.47,7.49,61.34,76.18,62.21
4.77,5.83,58.34,72.17,57.45
4.33,5.17,57.18,71.86,54.12
5.09,5.62,60.66,49.85,55.11
5.3,6.58,61.05,36.8,54.87
5.4,5.21,54.94,37.35,56.46
4.3,5.07,26.72,38.19,56.31
4.43,3.92,25.29,37.65,55.48
4.69,3.61,28.0,68.99,49.74
5.2,3.49,59.08,70.78,30.62
4.67,3.47,60.45,69.03,31.64
6.16,3.54,54.85,33.34,60.63
5.07,3.54,57.8,38.58,63.83
3.15,3.52,60.31,41.57,59.54
2.3,3.61,59.22,54.97,57.14
2.35,3.52,56.48,72.28,54.09
2.84,4.82,56.27,70.73,55.26
3.07,4.66,58.69,72.67,56.76
3.35,4.57,53.21,74.93,57.05
3.28,4.58,51.03,79.98,55.86
6.92,4.74,55.13,70.13,57.45
6.28,4.43,53.53,68.5,61.31
6.79,4.83,29.09,63.86,64.65
5.65,4.5,27.01,66.48,59.6
6.24,4.51,29.79,65.71,55.64
6.72,4.57,31.89,66.27,54.15
6.06,4.49,53.75,71.48,54.89
6.66,4.49,60.56,71.79,55.53
5.4,5.45,55.25,73.71,27.01
6.6,5.01,56.19,76.39,26.54
