procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 10319232 292092 7262020    0    0   116   470 7045   16  9  5 84  2  0  0
 5  2      0 10300612 292104 7266168    0    0     0  2136 9967 29196 13  6 67 13  0  0
 3  0      0 10315252 292136 7262108    0    0     0  1036 8700 24275 11  9 67 14  0  0
 0  2      0 10299208 292160 7266212    0    0     0  1288 11765 29150 13  9 71  8  0  0
 1  2      0 10301440 292168 7266244    0    0     0  1692 9887 26197 16  9 58 16  0  0
 1  1      0 10275128 292188 7266180    0    0     0  1132 15810 42115 19 11 62  8  0  0
 0  1      0 10272256 292200 7266212    0    0     0  1084 7195 21668  8  6 75 11  0  0
 1  0      0 10277632 292208 7266336    0    0     0   608 10826 28511 12  9 73  7  0  0
 1  0      0 10282408 292208 7262272    0    0     0     0 9329 25645 26  3 71  0  0  0
 4  1      0 10275788 292208 7262276    0    0     0     0 7205 21478 20  3 77  0  0  0
 1  0      0 10263312 292208 7266392    0    0     0     4 4691 9349 15  2 82  0  0  0
 1  0      0 10263672 292208 7266468    0    0     0     0 5963 19754 15  3 82  0  0  0
 1  2      0 10279240 292208 7266496    0    0     0    84 6195 20689 15  2 82  1  0  0
 1  2      0 10290288 292224 7272880    0    0     0  8340 11148 22651 34  8 38 20  0  0
 3  2      0 10271696 292240 7276140    0    0     0  8284 12625 41436 24  4 51 20  0  0
 2  2      0 10262240 292260 7288348    0    0     0  9256 7512 23074 19  5 55 21  0  0
 3  2      0 10288936 292276 7266324    0    0     0  2256 10701 18656 24  7 56 13  0  0
14  1      0 10275864 292280 7262260    0    0     0   724 14623 31049 38  7 44 11  0  0
 3  2      0 10243844 292308 7266524    0    0     0   904 13050 21665 32 10 50  8  0  0
 3  1      0 10237012 292320 7266536    0    0     0  1748 13061 32406 36 13 39 12  0  0
 9  1      0 10248892 292332 7266212    0    0     0  1348 13883 34171 38 13 41  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  1      0 10225744 292352 7266624    0    0     0  1264 13243 27190 41 15 37  7  0  0
 5  1      0 10221608 292364 7262552    0    0     0  1484 19065 42174 58 16 21  6  0  0
 6  1      0 10203020 292364 7266664    0    0     0   724 13809 31691 49 17 29  5  0  0
 5  2      0 10201932 292372 7266808    0    0     0  1664 12996 29467 54 18 21  7  0  0
 6  1      0 10182676 292384 7262708    0    0     0  1072 15451 37116 57 18 22  4  0  0
15  1      0 10194064 292392 7266844    0    0     0   816 14471 30969 59 20 19  3  0  0
 7  1      0 10209488 292404 7262892    0    0     0  1492 11500 22886 62 20 14  3  0  0
10  1      0 10195424 292412 7266996    0    0     0   892 19786 42017 71 22  6  1  0  0
13  9      0 10174504 292420 7267136    0    0     0  2036 17838 34987 71 22  6  1  0  0
11  1      0 10157040 292420 7267260    0    0     0   864 16612 35471 69 22  8  1  0  0
10  1      0 10169304 292428 7267312    0    0     0   560 20406 42755 70 24  5  1  0  0
10  2      0 10181676 292440 7267464    0    0     0  2068 16197 26655 74 23  2  1  0  0
16  1      0 10194820 292448 7263384    0    0     0  1128 15658 25605 73 23  3  1  0  0
19  1      0 10198392 292464 7267484    0    0     0   604 21243 43987 75 23  2  1  0  0
12  2      0 10199308 292472 7267652    0    0     0  1732 16038 27293 74 24  2  0  0  0
11  3      0 10190492 292472 7263640    0    0     0  1388 17230 33044 73 25  2  0  0  0
12  2      0 10200960 292500 7267720    0    0     0  1020 12728 19666 61 20  9 10  0  0
13  1      0 10193384 292520 7267720    0    0     0  1356 14399 24190 73 24  2  0  0  0
13  5      0 10165556 292532 7263800    0    0     0  1752 17855 35301 73 26  1  0  0  0
13  1      0 10151332 292544 7263804    0    0     0   920 13024 19547 75 23  2  0  0  0
13  1      0 10148360 292552 7267944    0    0     0   548 14645 23943 73 25  2  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 10159516 292560 7268132    0    0     0   456 13797 21457 76 23  1  0  0  0
22  1      0 10155532 292564 7268032    0    0     0  1840 18314 33405 74 25  1  1  0  0
18  0      0 10173404 292572 7263932    0    0     0   328 19214 37582 77 22  2  0  0  0
16  0      0 10181100 292576 7263948    0    0     0   148 13128 20598 75 23  1  0  0  0
10  1      0 10164784 292576 7263988    0    0     0     4 16128 30306 75 23  2  0  0  0
12  0      0 10167388 292576 7264004    0    0     0     0 18141 36770 74 24  2  0  0  0
15  0      0 10176856 292580 7264000    0    0     0   148 12648 19154 75 22  2  0  0  0
15  0      0 10192444 292584 7264008    0    0     0   160 14861 25136 76 22  1  0  0  0
14  1      0 10197016 292584 7263956    0    0     0  1356 19992 38415 76 22  1  0  0  0
 8  0      0 10200252 292592 7263936    0    0     0   768 14343 24158 74 23  3  1  0  0
 8  0      0 10200976 292592 7263964    0    0     0     0 15462 29541 74 23  3  0  0  0
10  0      0 10186524 292604 7263960    0    0     0   148 17414 35071 73 23  4  0  0  0
 7  1      0 10204512 292604 7263996    0    0     0    20 13141 20762 74 22  4  0  0  0
16  1      0 10208084 292616 7263928    0    0     0  2068 15239 26406 71 24  4  1  0  0
 7  0      0 10214532 292616 7263948    0    0     0    60 18797 37412 76 20  4  0  0  0
 9  0      0 10215192 292616 7263948    0    0     0   156 13256 25961 68 22 10  0  0  0
 6  1      0 10206016 292616 7263900    0    0     0    96 13453 26201 67 21 11  1  0  0
 6  0      0 10221268 292624 7263908    0    0     0  1760 17660 38109 64 23 12  1  0  0
 6  1      0 10218436 292624 7263900    0    0     0     4 10520 19225 61 18 21  0  0  0
16  1      0 10222812 292624 7263852    0    0     0    20 11762 22674 62 19 19  0  0  0
 5  1      0 10217164 292632 7263856    0    0     0  1896 19539 40352 71 19  8  2  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 10198464 292648 7263872    0    0     0   292 12397 26988 53 17 29  1  0  0
 5  3      0 10190436 292652 7263860    0    0     0   912 12774 24985 50 18 28  4  0  0
13  0      0 10182284 292660 7263916    0    0     0  1484 13885 30615 43 14 32 11  0  0
 3  1      0 10206920 292664 7263712    0    0     0  1416 12461 23378 39 14 41  7  0  0
 2  0      0 10232716 292676 7263724    0    0     0   344 9894 15842 32 10 54  4  0  0
 2  1      0 10251008 292684 7263628    0    0     0  1388 18098 36122 44 11 38  7  0  0
 2  1      0 10250468 292692 7263556    0    0     0  1332 8748 20298 20  5 65 10  0  0
 2  0      0 10210616 292728 7267652    0    0     0   960 8189 13727 15  3 70 11  0  0
 1  1      0 10245884 292748 7267560    0    0     0  1104 9109 25612 16  3 70 11  0  0
 1  2      0 10270488 292772 7263384    0    0     0  1004 5441 7014 14  2 72 12  0  0
 4  1      0 10277280 292788 7267336    0    0     0  1748 13965 29883 33  8 51  8  0  0
 1  1      0 10282032 292832 7267320    0    0     0  1200 6382 13924  8  5 71 17  0  0
