P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.57,3.23,17.29,6.17,2.63
4.37,3.0,14.19,6.37,2.12
5.48,3.55,17.8,4.82,2.61
4.1,2.84,11.8,4.6,2.0
4.28,2.93,14.12,4.79,2.35
4.38,2.92,11.78,6.73,2.13
4.03,2.92,10.98,5.64,2.09
4.09,2.7,16.56,7.47,2.35
4.1,2.67,11.33,5.66,2.18
4.1,2.73,11.14,6.28,1.94
4.09,2.96,11.92,6.29,2.21
4.49,2.74,10.97,5.32,1.78
4.12,2.63,12.21,6.41,2.02
4.0,2.77,14.2,7.04,1.84
5.27,2.77,14.96,5.6,2.23
5.25,2.75,12.25,5.36,2.09
5.13,2.77,11.97,6.96,2.27
5.12,3.35,12.11,5.59,1.9
4.07,2.8,12.83,4.83,2.01
5.55,2.7,11.77,6.73,1.95
4.2,2.93,12.18,13.26,2.04
4.13,2.72,12.22,8.9,1.84
5.07,2.68,11.34,8.51,1.82
5.2,3.42,12.3,8.14,2.14
4.07,2.63,11.81,8.15,1.94
4.04,2.83,13.1,8.55,1.99
5.24,2.7,12.38,8.06,1.9
4.08,3.37,12.05,4.94,1.96
5.12,2.9,11.75,4.91,1.95
4.01,3.31,11.57,5.95,1.94
4.29,2.89,11.88,6.04,1.88
5.4,2.77,12.11,4.74,2.14
4.03,2.81,11.45,4.67,1.81
4.04,2.66,11.59,6.53,1.85
4.06,2.72,16.74,6.33,1.97
4.22,2.68,10.84,5.41,2.17
4.11,2.72,11.76,4.77,2.16
4.14,2.79,11.17,6.22,2.07
4.05,2.71,10.81,5.38,2.01
4.01,3.26,18.7,7.67,1.91
4.63,2.9,16.36,4.54,1.95
5.13,2.71,16.99,5.07,2.27
3.9,2.77,17.55,6.48,1.97
4.03,2.73,12.61,6.72,1.96
4.07,2.66,12.1,5.37,2.03
4.01,2.86,11.93,6.16,1.79
5.07,3.35,17.86,6.68,1.86
5.17,2.82,11.37,6.5,2.07
5.12,2.67,13.32,7.44,2.17
5.51,2.68,13.16,6.28,2.14
4.09,3.45,11.68,5.62,2.14
5.2,2.75,11.8,5.62,2.12
5.21,2.66,17.68,7.06,2.14
4.0,2.74,12.12,6.04,2.18
5.23,2.81,14.52,5.51,2.16
5.04,2.75,16.57,5.39,1.74
3.96,2.66,12.07,5.96,1.92
