P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
6.19,4.12,17.0,9.58,3.44
7.52,4.05,14.69,6.38,3.09
7.11,5.48,12.45,5.69,4.31
5.43,3.77,13.01,8.51,3.3
6.81,3.92,12.72,5.9,3.05
5.26,3.71,13.31,5.74,3.26
5.64,3.9,12.14,8.54,3.24
5.1,3.76,14.04,5.98,3.55
6.01,4.16,12.14,7.05,4.41
5.18,3.71,19.05,7.64,3.01
5.93,4.04,12.34,5.67,3.15
6.58,3.64,12.03,5.56,3.15
5.24,4.34,11.92,6.67,2.92
7.05,3.88,11.98,5.93,3.12
5.86,4.75,12.35,8.57,2.99
5.07,4.46,12.56,5.84,2.99
8.01,3.98,12.09,5.86,3.01
5.56,3.72,12.13,5.64,2.92
7.03,3.74,11.9,6.32,3.14
7.24,4.68,12.17,6.96,3.08
5.23,5.95,11.9,5.8,2.94
5.78,3.71,12.18,5.86,2.99
5.12,5.91,12.48,6.66,2.95
5.76,3.67,11.96,6.12,2.89
5.43,5.34,12.15,6.03,4.25
6.7,3.73,11.92,6.07,2.89
5.07,4.32,12.1,6.11,3.0
7.32,3.64,11.96,5.9,3.19
5.38,4.25,12.04,5.75,3.05
5.34,3.69,11.95,6.28,3.01
5.09,4.46,11.89,5.69,2.98
5.81,3.76,11.88,6.09,2.98
5.2,3.64,12.22,5.64,3.02
7.67,3.76,12.0,6.53,2.89
5.07,3.8,11.91,6.77,2.94
5.17,3.73,18.56,5.62,3.42
5.06,5.5,12.51,6.13,2.97
5.14,3.9,12.34,5.6,3.05
5.06,4.04,12.38,5.76,2.95
5.72,3.74,12.21,5.72,4.88
5.16,4.38,12.27,6.75,3.09
5.08,3.83,12.9,6.22,3.01
7.46,4.96,12.0,8.18,3.0
5.07,3.66,11.92,5.81,2.93
5.68,5.61,12.2,5.78,3.77
5.07,3.65,11.98,5.59,2.91
5.22,4.12,12.09,6.92,2.95
5.61,3.83,11.91,5.62,3.16
5.16,4.08,14.8,6.27,2.94
5.98,4.54,12.63,5.59,3.0
5.06,3.92,12.07,6.0,2.96
5.86,4.27,12.51,5.63,2.93
7.16,5.56,12.22,5.78,3.18
7.37,5.69,12.13,7.38,2.93
5.13,4.71,18.98,5.83,3.39
6.03,4.87,13.42,5.77,2.95
5.09,6.75,12.98,5.68,2.93
7.3,6.67,15.53,7.03,3.25
5.68,4.38,12.12,6.88,2.91
5.42,5.64,12.05,5.99,3.35
5.31,5.07,13.13,6.42,3.19
5.52,3.99,15.0,6.08,2.94
5.08,4.13,12.43,5.8,3.37
6.13,5.08,13.46,6.05,2.98
5.07,5.7,13.15,5.82,4.23
7.34,4.37,12.31,5.99,4.86
5.41,4.1,13.42,5.89,3.36
5.08,3.88,13.19,5.81,2.99
7.43,3.92,13.65,5.97,2.98
7.33,3.76,11.96,5.68,3.0
5.51,4.0,16.4,5.99,3.09
5.67,3.86,18.58,6.12,2.93
5.12,3.82,12.48,5.77,2.98
5.14,4.01,12.32,5.79,3.32
5.58,3.7,18.66,6.51,4.24
4.99,4.3,13.45,5.73,2.98
5.46,3.75,12.37,6.01,3.0
5.14,4.24,15.67,5.9,3.38
7.15,3.78,12.48,5.87,3.97
5.47,4.14,12.28,6.22,3.26
5.28,3.76,19.12,5.66,3.08
5.04,4.12,12.22,5.73,3.06
5.87,3.77,12.25,6.26,4.21
