--- 2026-06-03_09:52:28 ---
--- 2026-06-03_09:52:30 ---
--- 2026-06-03_09:52:32 ---
--- 2026-06-03_09:52:34 ---
--- 2026-06-03_09:52:36 ---
--- 2026-06-03_09:52:38 ---
NAME       CPU %     MEM USAGE / LIMIT    MEM %
servidor   0.00%     2.82MiB / 23.32GiB   0.01%
--- 2026-06-03_09:52:41 ---
NAME       CPU %     MEM USAGE / LIMIT    MEM %
servidor   0.00%     3.18MiB / 23.32GiB   0.01%
--- 2026-06-03_09:52:45 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.92%     3.555MiB / 23.32GiB   0.01%
cliente1   43.54%    3.391MiB / 23.32GiB   0.01%
--- 2026-06-03_09:52:49 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente2   0.31%     3.629MiB / 23.32GiB   0.02%
cliente1   42.97%    3.727MiB / 23.32GiB   0.02%
servidor   2.29%     3.551MiB / 23.32GiB   0.01%
cliente3   41.59%    3.883MiB / 23.32GiB   0.02%
--- 2026-06-03_09:52:54 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente4   23.62%    2.773MiB / 23.32GiB   0.01%
cliente3   27.32%    3.324MiB / 23.32GiB   0.01%
cliente2   24.23%    2.949MiB / 23.32GiB   0.01%
cliente1   22.84%    2.176MiB / 23.32GiB   0.01%
servidor   5.95%     3.547MiB / 23.32GiB   0.01%
cliente5   14.34%    3.062MiB / 23.32GiB   0.01%
--- 2026-06-03_09:52:59 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente6   22.63%    3.715MiB / 23.32GiB   0.02%
cliente5   17.05%    2.906MiB / 23.32GiB   0.01%
cliente4   17.10%    2.906MiB / 23.32GiB   0.01%
cliente3   12.87%    1.953MiB / 23.32GiB   0.01%
cliente2   15.65%    2.906MiB / 23.32GiB   0.01%
cliente1   11.67%    2.98MiB / 23.32GiB    0.01%
servidor   4.69%     3.312MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:03 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente7   16.83%    2.906MiB / 23.32GiB   0.01%
cliente6   16.26%    2.945MiB / 23.32GiB   0.01%
cliente5   18.68%    3.465MiB / 23.32GiB   0.01%
cliente4   20.18%    3.586MiB / 23.32GiB   0.02%
cliente3   15.47%    3.129MiB / 23.32GiB   0.01%
cliente2   17.25%    3.602MiB / 23.32GiB   0.02%
cliente1   11.34%    3.09MiB / 23.32GiB    0.01%
servidor   6.70%     3.332MiB / 23.32GiB   0.01%
cliente8   15.30%    3.098MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:08 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente9    18.62%    3.105MiB / 23.32GiB   0.01%
cliente8    19.92%    3.434MiB / 23.32GiB   0.01%
cliente7    17.34%    3.086MiB / 23.32GiB   0.01%
cliente6    4.98%     2.848MiB / 23.32GiB   0.01%
cliente5    20.30%    1.469MiB / 23.32GiB   0.01%
cliente4    10.32%    2.836MiB / 23.32GiB   0.01%
cliente3    17.49%    2.852MiB / 23.32GiB   0.01%
cliente2    18.89%    3.07MiB / 23.32GiB    0.01%
cliente1    0.01%     2.848MiB / 23.32GiB   0.01%
servidor    6.30%     3.137MiB / 23.32GiB   0.01%
cliente10   10.34%    2.895MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:13 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente11   11.45%    3.098MiB / 23.32GiB   0.01%
cliente10   13.69%    3.32MiB / 23.32GiB    0.01%
cliente9    19.39%    3.633MiB / 23.32GiB   0.02%
cliente8    17.57%    3.289MiB / 23.32GiB   0.01%
cliente7    11.14%    3.25MiB / 23.32GiB    0.01%
cliente6    10.85%    3.062MiB / 23.32GiB   0.01%
cliente5    10.99%    2.852MiB / 23.32GiB   0.01%
cliente4    11.39%    2.836MiB / 23.32GiB   0.01%
cliente3    12.50%    3.027MiB / 23.32GiB   0.01%
cliente2    14.17%    3.219MiB / 23.32GiB   0.01%
cliente1    12.21%    2.898MiB / 23.32GiB   0.01%
servidor    6.49%     3.582MiB / 23.32GiB   0.02%
cliente12   10.91%    3.168MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:19 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente13   11.48%    2.922MiB / 23.32GiB   0.01%
cliente12   11.63%    2.938MiB / 23.32GiB   0.01%
cliente11   6.77%     1.602MiB / 23.32GiB   0.01%
cliente10   12.66%    3.184MiB / 23.32GiB   0.01%
cliente9    9.38%     2.848MiB / 23.32GiB   0.01%
cliente8    8.99%     2.074MiB / 23.32GiB   0.01%
cliente7    11.53%    2.844MiB / 23.32GiB   0.01%
cliente6    12.33%    2.852MiB / 23.32GiB   0.01%
cliente5    10.46%    2.855MiB / 23.32GiB   0.01%
cliente4    10.53%    2.832MiB / 23.32GiB   0.01%
cliente3    10.68%    3.102MiB / 23.32GiB   0.01%
cliente2    10.61%    2.852MiB / 23.32GiB   0.01%
cliente1    12.22%    3.055MiB / 23.32GiB   0.01%
servidor    6.03%     3.566MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:23 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente14   12.64%    3.523MiB / 23.32GiB   0.01%
cliente13   5.30%     2.855MiB / 23.32GiB   0.01%
cliente12   10.71%    3.094MiB / 23.32GiB   0.01%
cliente11   12.44%    2.84MiB / 23.32GiB    0.01%
cliente10   11.68%    2.973MiB / 23.32GiB   0.01%
cliente9    11.56%    3.953MiB / 23.32GiB   0.02%
cliente8    11.00%    3.27MiB / 23.32GiB    0.01%
cliente7    7.05%     2.926MiB / 23.32GiB   0.01%
cliente6    0.19%     3.176MiB / 23.32GiB   0.01%
cliente5    11.15%    3.527MiB / 23.32GiB   0.01%
cliente4    10.31%    2.84MiB / 23.32GiB    0.01%
cliente3    0.03%     2.852MiB / 23.32GiB   0.01%
cliente2    10.92%    3.016MiB / 23.32GiB   0.01%
cliente1    10.89%    2.852MiB / 23.32GiB   0.01%
servidor    5.23%     3.57MiB / 23.32GiB    0.01%
cliente15   10.78%    3.094MiB / 23.32GiB   0.01%
--- 2026-06-03_09:53:27 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente16   5.31%     2.848MiB / 23.32GiB   0.01%
cliente15   9.94%     3.121MiB / 23.32GiB   0.01%
cliente14   7.51%     2.848MiB / 23.32GiB   0.01%
cliente13   7.87%     3.16MiB / 23.32GiB    0.01%
cliente12   10.50%    3.332MiB / 23.32GiB   0.01%
cliente11   6.71%     2.844MiB / 23.32GiB   0.01%
cliente10   7.84%     2.855MiB / 23.32GiB   0.01%
cliente9    5.77%     2.852MiB / 23.32GiB   0.01%
cliente8    5.58%     2.848MiB / 23.32GiB   0.01%
cliente7    6.95%     2.844MiB / 23.32GiB   0.01%
cliente6    5.23%     2.844MiB / 23.32GiB   0.01%
cliente5    5.34%     2.848MiB / 23.32GiB   0.01%
cliente4    11.47%    3.055MiB / 23.32GiB   0.01%
cliente3    10.00%    3.156MiB / 23.32GiB   0.01%
cliente2    11.75%    3.449MiB / 23.32GiB   0.01%
cliente1    8.81%     3.078MiB / 23.32GiB   0.01%
servidor    6.69%     3.625MiB / 23.32GiB   0.02%
