timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes
2026-08-05T16:04:48+01:00,quic,single,mldsa65,x448_hqc192,simple,client,500,26998164,53996.328,5849088
2026-08-05T16:07:05+01:00,quic,single,mldsa87,P-521,simple,server,500,121572075,243144.150,10870784
2026-08-05T16:07:05+01:00,quic,single,mldsa87,P-521,simple,client,500,12316957,24633.914,5578752
2026-08-05T16:09:12+01:00,quic,single,mldsa87,p521_mlkem1024,simple,server,500,116692064,233384.128,11939840
2026-08-05T16:09:12+01:00,quic,single,mldsa87,p521_mlkem1024,simple,client,500,15542104,31084.208,6107136
2026-08-05T16:11:19+01:00,quic,single,mldsa87,mlkem1024,simple,server,500,116449486,232898.972,11411456
2026-08-05T16:11:20+01:00,quic,single,mldsa87,mlkem1024,simple,client,500,11535769,23071.538,5844992
2026-08-05T16:15:36+01:00,quic,single,mldsa87,hqc256,simple,server,500,263572883,527145.766,14004224
2026-08-05T16:15:36+01:00,quic,single,mldsa87,hqc256,simple,client,500,35853949,71707.898,5521408
2026-08-05T16:19:59+01:00,quic,single,mldsa87,p521_hqc256,simple,server,500,268936831,537873.662,14831616
2026-08-05T16:19:59+01:00,quic,single,mldsa87,p521_hqc256,simple,client,500,39323986,78647.972,6160384
