timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes
2026-08-05T14:51:12+01:00,quic,single,ed25519,P-256,simple,server,500,83482357,166964.714,18694144
2026-08-05T14:51:12+01:00,quic,single,ed25519,P-256,simple,client,500,11247336,22494.672,6832128
2026-08-05T14:52:43+01:00,quic,single,ed25519,x25519,simple,server,500,79800639,159601.278,9322496
2026-08-05T14:52:43+01:00,quic,single,ed25519,x25519,simple,client,500,11686720,23373.440,5550080
2026-08-05T14:54:23+01:00,quic,single,ed25519,p256_mlkem512,simple,server,500,88920859,177841.718,10944512
2026-08-05T14:54:23+01:00,quic,single,ed25519,p256_mlkem512,simple,client,500,15566454,31132.908,6459392
2026-08-05T14:55:57+01:00,quic,single,ed25519,x25519_mlkem512,simple,server,500,82680098,165360.196,10207232
2026-08-05T14:55:57+01:00,quic,single,ed25519,x25519_mlkem512,simple,client,500,11996836,23993.672,5525504
2026-08-05T14:57:27+01:00,quic,single,ed25519,mlkem512,simple,server,500,79658714,159317.428,10039296
2026-08-05T14:57:27+01:00,quic,single,ed25519,mlkem512,simple,client,500,11132367,22264.734,5836800
2026-08-05T14:59:08+01:00,quic,single,ed25519,hqc128,simple,server,500,92833777,185667.554,10997760
2026-08-05T14:59:08+01:00,quic,single,ed25519,hqc128,simple,client,500,16271585,32543.170,5570560
2026-08-05T15:00:52+01:00,quic,single,ed25519,p256_hqc128,simple,server,500,96527518,193055.036,11362304
2026-08-05T15:00:52+01:00,quic,single,ed25519,p256_hqc128,simple,client,500,19575051,39150.102,5910528
2026-08-05T15:02:30+01:00,quic,single,ed25519,x25519_hqc128,simple,server,500,90864891,181729.782,10854400
2026-08-05T15:02:30+01:00,quic,single,ed25519,x25519_hqc128,simple,client,500,16647692,33295.384,5533696
2026-08-05T15:04:08+01:00,quic,single,secp384r1,P-384,simple,server,500,83984458,167968.916,9760768
2026-08-05T15:04:08+01:00,quic,single,secp384r1,P-384,simple,client,500,12479198,24958.396,5459968
2026-08-05T15:05:40+01:00,quic,single,secp384r1,x448,simple,server,500,80791791,161583.582,9445376
2026-08-05T15:05:40+01:00,quic,single,secp384r1,x448,simple,client,500,12127318,24254.636,5525504
2026-08-05T15:07:17+01:00,quic,single,secp384r1,p384_mlkem768,simple,server,500,87648769,175297.538,10907648
2026-08-05T15:07:17+01:00,quic,single,secp384r1,p384_mlkem768,simple,client,500,15611547,31223.094,6172672
2026-08-05T15:08:49+01:00,quic,single,secp384r1,x448_mlkem768,simple,server,500,81371499,162742.998,10125312
2026-08-05T15:08:49+01:00,quic,single,secp384r1,x448_mlkem768,simple,client,500,12739990,25479.980,5533696
2026-08-05T15:10:23+01:00,quic,single,secp384r1,mlkem768,simple,server,500,83471735,166943.470,10215424
2026-08-05T15:10:23+01:00,quic,single,secp384r1,mlkem768,simple,client,500,11591365,23182.730,5910528
2026-08-05T15:12:16+01:00,quic,single,secp384r1,hqc192,simple,server,500,111835060,223670.120,11079680
2026-08-05T15:12:16+01:00,quic,single,secp384r1,hqc192,simple,client,500,24301648,48603.296,5525504
2026-08-05T15:14:16+01:00,quic,single,secp384r1,p384_hqc192,simple,server,500,119241329,238482.658,11948032
2026-08-05T15:14:16+01:00,quic,single,secp384r1,p384_hqc192,simple,client,500,28714386,57428.772,6086656
2026-08-05T15:16:13+01:00,quic,single,secp384r1,x448_hqc192,simple,server,500,116032740,232065.480,11583488
2026-08-05T15:16:13+01:00,quic,single,secp384r1,x448_hqc192,simple,client,500,25779031,51558.062,5656576
2026-08-05T15:17:52+01:00,quic,single,secp521r1,P-521,simple,server,500,85468343,170936.686,9842688
2026-08-05T15:17:52+01:00,quic,single,secp521r1,P-521,simple,client,500,12404556,24809.112,5394432
2026-08-05T15:19:32+01:00,quic,single,secp521r1,p521_mlkem1024,simple,server,500,90111055,180222.110,11116544
2026-08-05T15:19:32+01:00,quic,single,secp521r1,p521_mlkem1024,simple,client,500,15514363,31028.726,5890048
2026-08-05T15:21:05+01:00,quic,single,secp521r1,mlkem1024,simple,server,500,82239669,164479.338,10334208
2026-08-05T15:21:05+01:00,quic,single,secp521r1,mlkem1024,simple,client,500,11644139,23288.278,5836800
2026-08-05T15:25:18+01:00,quic,single,secp521r1,hqc256,simple,server,500,259227568,518455.136,12976128
2026-08-05T15:25:18+01:00,quic,single,secp521r1,hqc256,simple,client,500,35401052,70802.104,5828608
2026-08-05T15:29:35+01:00,quic,single,secp521r1,p521_hqc256,simple,server,500,264093978,528187.956,13832192
2026-08-05T15:29:35+01:00,quic,single,secp521r1,p521_hqc256,simple,client,500,38849899,77699.798,5984256
2026-08-05T15:31:47+01:00,quic,single,mldsa44,P-256,simple,server,500,118178615,236357.230,10690560
2026-08-05T15:31:47+01:00,quic,single,mldsa44,P-256,simple,client,500,11111944,22223.888,5488640
2026-08-05T15:33:49+01:00,quic,single,mldsa44,x25519,simple,server,500,111472818,222945.636,9871360
2026-08-05T15:33:49+01:00,quic,single,mldsa44,x25519,simple,client,500,10948755,21897.510,5513216
2026-08-05T15:35:55+01:00,quic,single,mldsa44,p256_mlkem512,simple,server,500,115355217,230710.434,10891264
2026-08-05T15:35:55+01:00,quic,single,mldsa44,p256_mlkem512,simple,client,500,14542622,29085.244,6017024
2026-08-05T15:37:57+01:00,quic,single,mldsa44,x25519_mlkem512,simple,server,500,110463558,220927.116,10473472
2026-08-05T15:37:57+01:00,quic,single,mldsa44,x25519_mlkem512,simple,client,500,12111340,24222.680,5591040
2026-08-05T15:39:58+01:00,quic,single,mldsa44,mlkem512,simple,server,500,110227413,220454.826,10461184
2026-08-05T15:39:58+01:00,quic,single,mldsa44,mlkem512,simple,client,500,11179558,22359.116,5390336
2026-08-05T15:42:11+01:00,quic,single,mldsa44,hqc128,simple,server,500,124002622,248005.244,11075584
2026-08-05T15:42:11+01:00,quic,single,mldsa44,hqc128,simple,client,500,15974238,31948.476,5394432
2026-08-05T15:44:24+01:00,quic,single,mldsa44,p256_hqc128,simple,server,500,125739152,251478.304,11440128
2026-08-05T15:44:24+01:00,quic,single,mldsa44,p256_hqc128,simple,client,500,19091641,38183.282,5980160
2026-08-05T15:46:35+01:00,quic,single,mldsa44,x25519_hqc128,simple,server,500,122674467,245348.934,10653696
2026-08-05T15:46:35+01:00,quic,single,mldsa44,x25519_hqc128,simple,client,500,15848788,31697.576,5644288
2026-08-05T15:48:47+01:00,quic,single,mldsa65,P-384,simple,server,500,117723673,235447.346,10645504
2026-08-05T15:48:47+01:00,quic,single,mldsa65,P-384,simple,client,500,11149709,22299.418,5578752
2026-08-05T15:51:00+01:00,quic,single,mldsa65,x448,simple,server,500,122982797,245965.594,10395648
2026-08-05T15:51:00+01:00,quic,single,mldsa65,x448,simple,client,500,11404312,22808.624,5562368
2026-08-05T15:53:08+01:00,quic,single,mldsa65,p384_mlkem768,simple,server,500,117263729,234527.458,11649024
2026-08-05T15:53:08+01:00,quic,single,mldsa65,p384_mlkem768,simple,client,500,15357611,30715.222,5931008
2026-08-05T15:55:11+01:00,quic,single,mldsa65,x448_mlkem768,simple,server,500,112337017,224674.034,10731520
2026-08-05T15:55:11+01:00,quic,single,mldsa65,x448_mlkem768,simple,client,500,12459849,24919.698,5529600
2026-08-05T15:57:13+01:00,quic,single,mldsa65,mlkem768,simple,server,500,111211357,222422.714,10756096
2026-08-05T15:57:13+01:00,quic,single,mldsa65,mlkem768,simple,client,500,11307865,22615.730,5644288
2026-08-05T15:59:42+01:00,quic,single,mldsa65,hqc192,simple,server,500,146653281,293306.562,11329536
2026-08-05T15:59:42+01:00,quic,single,mldsa65,hqc192,simple,client,500,24254330,48508.660,5840896
2026-08-05T16:02:15+01:00,quic,single,mldsa65,p384_hqc192,simple,server,500,153390948,306781.896,12111872
2026-08-05T16:02:15+01:00,quic,single,mldsa65,p384_hqc192,simple,client,500,28275080,56550.160,6197248
2026-08-05T16:04:48+01:00,quic,single,mldsa65,x448_hqc192,simple,server,500,151311850,302623.700,11378688
