protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,ed25519,P-256,classique,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,129.138,47.328,124.99,133.287,126.535,127.371,128.36,121.98,1149.34
tls,single,ed25519,hqc128,pq_pur,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,171.458,20.266,169.682,173.235,174.785,178.871,184.257,135.69,474.53
tls,single,ed25519,mlkem512,pq_pur,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,126.114,2.79,125.87,126.359,126.03,126.71,126.91,121.97,187.05
tls,single,ed25519,p256_hqc128,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,186.406,21.504,184.522,188.291,186.63,191.901,198.389,140.96,480.98
tls,single,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,140.454,4.274,140.08,140.829,141.0,143.751,145.5,128.28,204.89
tls,single,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,176.432,19.489,174.724,178.14,175.755,179.721,295.61,136.62,473.53
tls,single,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,132.585,67.526,126.666,138.504,126.97,127.69,189.874,122.04,1145.92
tls,single,ed25519,x25519,classique,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,129.932,51.113,125.452,134.412,126.03,126.73,186.969,121.89,1136.97
tls,single,mldsa44,P-256,classique,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,131.619,57.965,126.538,136.7,126.045,126.84,204.935,121.88,1127.2
tls,single,mldsa44,hqc128,pq_pur,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,165.65,18.643,164.016,167.285,168.815,182.434,213.845,136.7,396.96
tls,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,138.073,124.423,127.166,148.979,125.57,126.241,446.264,121.91,2174.75
tls,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,170.231,16.412,168.793,171.67,169.1,191.412,197.327,145.16,252.97
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,143.183,25.797,140.922,145.444,140.715,143.491,200.67,127.33,462.56
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,170.184,53.55,165.49,174.878,169.95,180.613,238.762,136.5,1186.43
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,136.729,86.43,129.153,144.305,126.75,127.591,448.904,122.01,1248.97
tls,single,mldsa44,x25519,classique,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,130.136,54.524,125.357,134.915,125.63,126.22,185.943,121.65,1138.21
tls,single,mldsa65,P-384,classique,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,137.202,79.126,130.266,144.137,129.7,132.032,449.144,123.38,1274.31
tls,single,mldsa65,hqc192,pq_pur,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,247.545,57.272,242.525,252.565,244.38,250.243,303.983,206.7,1391.18
tls,single,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,131.588,71.467,125.324,137.852,126.02,127.57,185.401,121.77,1337.94
tls,single,mldsa65,p384_hqc192,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,251.761,47.387,247.607,255.914,249.26,256.697,305.231,213.05,1253.21
tls,single,mldsa65,p384_mlkem768,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,148.376,28.14,145.91,150.843,145.66,149.35,210.954,128.18,585.41
tls,single,mldsa65,x448_hqc192,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,244.119,48.952,239.828,248.41,244.76,251.79,302.387,206.7,1255.96
tls,single,mldsa65,x448_mlkem768,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,134.782,54.616,129.994,139.569,131.37,132.39,192.194,123.75,1318.84
tls,single,mldsa65,x448,classique,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,134.659,71.045,128.431,140.886,128.08,129.16,189.8,122.42,1253.91
tls,single,mldsa87,P-521,classique,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,136.813,66.218,131.009,142.617,130.84,133.392,205.133,123.19,1148.68
tls,single,mldsa87,hqc256,pq_pur,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,328.592,53.015,323.945,333.239,329.255,334.671,388.25,261.8,1476.71
tls,single,mldsa87,mlkem1024,pq_pur,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,188.269,49.173,183.959,192.579,184.25,184.872,245.933,181.48,1203.59
tls,single,mldsa87,p521_hqc256,hybride,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,338.568,65.004,332.87,344.265,336.035,340.99,400.215,269.13,1328.25
tls,single,mldsa87,p521_mlkem1024,hybride,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,200.152,51.59,195.63,204.674,197.125,199.894,257.072,187.24,1339.22
tls,single,secp384r1,P-384,classique,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,138.313,66.768,132.46,144.165,133.75,135.832,141.245,123.91,1157.35
tls,single,secp384r1,hqc192,pq_pur,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,206.358,23.33,204.313,208.403,204.37,211.262,372.235,168.41,509.65
tls,single,secp384r1,mlkem768,pq_pur,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,132.959,45.385,128.981,136.937,130.9,131.65,132.811,123.02,1143.43
tls,single,secp384r1,p384_hqc192,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,218.672,77.34,211.893,225.451,211.47,218.78,354.294,173.17,1369.56
tls,single,secp384r1,p384_mlkem768,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,151.247,54.128,146.502,155.991,149.16,154.655,158.232,129.64,1217.88
tls,single,secp384r1,x448_hqc192,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,212.72,76.377,206.026,219.415,206.405,213.856,316.459,167.89,1387.02
tls,single,secp384r1,x448_mlkem768,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,147.068,98.881,138.401,155.736,135.39,138.032,523.564,124.39,1217.48
tls,single,secp384r1,x448,classique,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,136.829,66.251,131.022,142.636,132.715,135.216,140.935,123.64,1158.1
tls,single,secp521r1,P-521,classique,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,140.299,65.257,134.579,146.019,135.77,136.794,139.691,124.23,1155.35
tls,single,secp521r1,hqc256,pq_pur,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,332.242,69.731,326.13,338.355,330.735,335.251,388.271,261.72,1470.24
tls,single,secp521r1,mlkem1024,pq_pur,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,134.14,48.748,129.867,138.413,131.97,132.78,133.668,123.29,1219.95
tls,single,secp521r1,p521_hqc256,hybride,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,342.384,82.415,335.16,349.608,337.87,341.928,582.409,268.57,1422.96
tls,single,secp521r1,p521_mlkem1024,hybride,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,158.394,83.266,151.096,165.693,151.61,154.252,165.218,130.02,1220.94
