security_level,sig_alg,kem,kem_class,mean_ms,baseline_classique_mean_ms,overhead_pct
L1,ed25519,P-256,classique,129.138,130.206,-0.8
L1,ed25519,hqc128,pq_pur,171.458,130.206,31.7
L1,ed25519,mlkem512,pq_pur,126.114,130.206,-3.1
L1,ed25519,p256_hqc128,hybride,186.406,130.206,43.2
L1,ed25519,p256_mlkem512,hybride,140.454,130.206,7.9
L1,ed25519,x25519_hqc128,hybride,176.432,130.206,35.5
L1,ed25519,x25519_mlkem512,hybride,132.585,130.206,1.8
L1,ed25519,x25519,classique,129.932,130.206,-0.2
L1,mldsa44,P-256,classique,131.619,130.206,1.1
L1,mldsa44,hqc128,pq_pur,165.65,130.206,27.2
L1,mldsa44,mlkem512,pq_pur,138.073,130.206,6.0
L1,mldsa44,p256_hqc128,hybride,170.231,130.206,30.7
L1,mldsa44,p256_mlkem512,hybride,143.183,130.206,10.0
L1,mldsa44,x25519_hqc128,hybride,170.184,130.206,30.7
L1,mldsa44,x25519_mlkem512,hybride,136.729,130.206,5.0
L1,mldsa44,x25519,classique,130.136,130.206,-0.1
L3,mldsa65,P-384,classique,137.202,136.751,0.3
L3,mldsa65,hqc192,pq_pur,247.545,136.751,81.0
L3,mldsa65,mlkem768,pq_pur,131.588,136.751,-3.8
L3,mldsa65,p384_hqc192,hybride,251.761,136.751,84.1
L3,mldsa65,p384_mlkem768,hybride,148.376,136.751,8.5
L3,mldsa65,x448_hqc192,hybride,244.119,136.751,78.5
L3,mldsa65,x448_mlkem768,hybride,134.782,136.751,-1.4
L3,mldsa65,x448,classique,134.659,136.751,-1.5
L5,mldsa87,P-521,classique,136.813,138.556,-1.3
L5,mldsa87,hqc256,pq_pur,328.592,138.556,137.2
L5,mldsa87,mlkem1024,pq_pur,188.269,138.556,35.9
L5,mldsa87,p521_hqc256,hybride,338.568,138.556,144.4
L5,mldsa87,p521_mlkem1024,hybride,200.152,138.556,44.5
L3,secp384r1,P-384,classique,138.313,136.751,1.1
L3,secp384r1,hqc192,pq_pur,206.358,136.751,50.9
L3,secp384r1,mlkem768,pq_pur,132.959,136.751,-2.8
L3,secp384r1,p384_hqc192,hybride,218.672,136.751,59.9
L3,secp384r1,p384_mlkem768,hybride,151.247,136.751,10.6
L3,secp384r1,x448_hqc192,hybride,212.72,136.751,55.6
L3,secp384r1,x448_mlkem768,hybride,147.068,136.751,7.5
L3,secp384r1,x448,classique,136.829,136.751,0.1
L5,secp521r1,P-521,classique,140.299,138.556,1.3
L5,secp521r1,hqc256,pq_pur,332.242,138.556,139.8
L5,secp521r1,mlkem1024,pq_pur,134.14,138.556,-3.2
L5,secp521r1,p521_hqc256,hybride,342.384,138.556,147.1
L5,secp521r1,p521_mlkem1024,hybride,158.394,138.556,14.3
