P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
20.58,5.13,18.0,6.03,4.77
19.3,4.79,14.83,5.4,4.3
29.38,4.8,15.21,5.37,4.15
29.89,5.38,15.29,5.66,4.29
30.35,4.93,15.62,5.65,4.5
29.51,5.1,15.62,5.76,4.59
29.06,5.06,15.68,5.86,5.36
31.12,5.76,15.11,6.02,4.25
29.97,5.31,15.58,6.25,4.25
30.59,5.66,16.16,6.07,4.37
29.68,5.5,15.38,6.51,4.78
28.75,5.35,15.9,6.82,4.48
28.73,5.06,15.95,6.63,4.72
29.84,4.91,16.6,6.27,4.72
29.89,5.66,15.63,6.01,4.35
32.17,5.08,15.59,5.82,4.34
30.52,5.53,14.83,8.5,4.3
31.72,5.47,15.09,5.88,4.38
29.2,5.92,14.73,7.53,4.54
29.23,5.58,15.28,5.8,4.72
30.07,5.27,15.06,6.04,4.44
29.79,5.08,15.61,6.1,4.55
31.33,5.09,15.13,6.43,4.36
30.64,5.06,15.75,6.93,4.43
33.01,5.04,15.41,6.35,4.88
19.82,5.04,15.32,5.96,5.18
19.65,5.22,15.74,6.61,5.28
20.01,5.56,15.64,5.67,4.37
22.39,5.45,15.83,5.96,4.66
29.39,6.63,15.8,6.16,4.37
28.26,5.57,14.92,5.9,4.32
28.57,5.21,15.34,5.83,4.79
31.39,5.06,15.62,5.96,5.33
30.55,5.03,15.36,5.92,5.22
22.36,5.02,15.9,6.14,4.2
13.32,5.09,15.14,5.84,4.33
16.35,5.53,14.69,6.12,4.4
18.23,5.48,14.99,5.88,4.61
30.7,7.41,14.67,6.38,5.44
30.73,6.14,14.85,5.74,5.67
29.47,6.47,14.89,5.79,5.3
26.57,5.83,15.71,5.81,4.37
27.77,5.18,14.68,5.71,4.33
27.66,5.15,15.03,6.0,4.37
25.59,5.03,14.8,7.46,4.4
27.15,5.03,16.35,6.02,5.11
28.06,5.06,15.1,6.54,4.87
29.63,5.09,15.66,6.39,4.96
30.18,5.28,15.06,6.52,4.37
29.27,5.58,16.24,6.14,4.34
22.22,6.02,15.91,5.84,4.38
12.03,5.94,15.77,5.86,4.54
13.17,4.82,15.78,5.76,5.89
12.24,5.36,15.96,5.74,4.9
16.15,4.99,15.63,5.91,4.48
23.91,5.05,15.19,5.88,4.35
28.77,5.38,15.02,5.86,4.45
30.03,5.12,15.52,6.33,4.7
29.13,5.9,16.13,5.84,4.5
27.83,5.63,15.8,5.89,5.12
30.68,6.31,17.04,5.83,5.67
29.62,5.39,15.4,5.91,4.72
32.2,5.08,15.15,5.85,4.29
29.54,5.13,15.1,6.05,4.38
30.25,5.1,15.27,6.14,4.35
32.67,5.1,15.6,6.37,4.64
29.16,5.2,16.44,6.81,5.67
35.02,7.76,14.9,7.03,5.15
29.35,5.47,15.31,6.61,4.54
29.07,6.07,15.09,6.58,4.35
27.03,5.52,14.97,6.55,4.35
12.73,4.76,14.3,7.45,4.32
12.81,5.06,14.05,7.42,4.78
12.7,5.07,14.79,6.43,4.75
18.61,5.11,14.89,6.73,4.24
26.61,5.31,15.31,5.88,4.25
29.18,5.55,16.52,6.24,4.28
29.14,5.63,16.25,5.73,4.43
26.6,5.43,14.54,5.88,5.24
26.04,4.94,15.75,5.82,4.67
27.7,4.92,15.11,5.88,4.38
31.83,6.01,14.75,5.9,4.29
25.89,4.97,14.52,5.79,4.37
30.45,5.17,14.44,5.64,4.71
28.64,5.03,14.72,5.73,4.49
31.57,5.14,14.33,5.94,4.52
29.31,7.8,15.0,5.72,5.93
26.93,5.49,15.13,6.64,4.68
27.74,5.67,15.72,6.16,4.35
30.34,5.98,15.01,6.25,4.2
27.24,6.0,16.18,6.05,4.25
28.14,4.88,15.57,5.71,4.62
33.62,4.94,15.4,5.69,5.05
25.83,4.92,15.06,5.77,4.29
27.75,5.07,15.05,5.67,4.2
29.98,5.08,14.31,6.0,4.19
23.91,5.5,15.37,5.72,4.33
18.53,6.12,14.79,5.74,4.69
14.86,5.89,14.87,5.73,4.82
19.16,5.38,14.54,5.74,4.26
24.09,5.09,14.39,6.25,4.16
21.58,5.37,14.88,6.23,4.27
22.91,5.09,14.77,6.01,4.62
24.55,5.11,14.25,6.07,4.54
23.12,5.07,14.34,8.41,6.18
21.73,5.31,16.4,7.02,5.03
25.49,5.42,14.82,6.73,4.8
22.39,6.7,14.16,5.85,4.37
22.3,5.48,14.73,5.91,4.25
21.2,5.12,14.79,5.86,4.24
22.4,5.13,14.15,5.83,4.79
242.19,5.06,15.42,5.91,5.51
232.1,5.05,14.37,5.87,5.12
29.76,5.09,14.56,5.67,4.29
30.95,5.27,16.74,5.76,4.22
29.03,5.48,14.9,5.61,4.23
29.04,6.5,14.56,5.84,4.38
29.59,5.58,14.49,6.15,5.47
1691.01,4.92,14.64,5.88,4.45
1075.78,4.93,14.56,6.3,4.2
23.88,4.89,14.43,6.64,4.22
1086.63,5.17,15.71,5.98,4.39
28.71,4.93,15.13,6.43,5.12
28.91,5.24,14.55,5.7,4.68
1269.73,5.43,14.73,5.7,4.18
26.29,4.9,15.7,5.69,4.27
28.62,4.81,14.54,5.58,4.24
28.45,4.87,15.36,5.86,4.26
29.16,4.89,14.12,5.69,5.43
29.39,5.09,14.91,5.8,4.39
1085.03,5.62,14.6,6.19,4.17
28.91,5.39,14.77,6.71,4.24
30.08,5.0,15.0,5.99,4.86
29.13,5.13,14.56,7.22,4.57
29.12,5.13,15.49,6.09,5.0
29.53,4.88,15.9,5.72,4.46
33.08,4.88,15.63,6.37,4.2
237.58,4.91,15.01,5.92,4.19
31.52,5.08,14.0,6.49,4.37
28.76,5.83,15.32,5.89,5.28
28.83,5.78,14.77,5.94,5.0
1063.74,4.92,17.32,5.91,4.28
235.62,4.88,14.62,6.32,4.19
31.18,4.86,19.55,5.69,4.2
29.5,4.9,14.68,5.66,4.84
30.82,4.86,15.99,5.64,5.32
30.22,5.03,14.52,6.23,4.21
31.03,5.31,15.0,5.7,4.22
232.43,5.46,15.34,5.99,4.17
1050.19,4.91,15.52,6.72,4.4
1254.35,4.9,14.82,6.39,5.25
1064.69,4.87,15.25,6.46,4.28
1467.29,4.92,14.49,6.2,4.18
839.49,6.42,14.74,5.75,4.25
25.29,5.06,14.88,5.88,4.21
230.47,5.28,16.37,5.62,4.63
1083.98,6.07,14.55,5.7,5.0
229.85,5.45,15.58,5.82,5.27
28.39,5.0,14.82,5.69,4.23
28.87,4.78,16.27,6.59,4.26
30.87,4.89,14.29,5.73,4.58
30.36,4.92,14.76,6.09,4.34
30.43,5.07,14.31,6.5,4.49
852.11,5.01,14.37,6.58,5.32
1063.43,5.23,14.21,6.34,4.25
24.82,5.37,14.58,5.78,4.21
1036.34,4.92,15.6,5.74,4.21
28.66,4.88,14.59,5.94,4.38
30.86,4.9,14.66,5.74,4.84
232.97,4.92,14.87,6.55,4.75
29.98,5.41,14.19,6.13,4.27
1043.63,5.74,15.0,5.61,4.46
29.73,5.61,15.22,5.63,4.18
29.69,5.87,14.61,5.58,4.35
29.17,5.07,14.82,5.76,4.68
1068.43,5.12,14.61,5.67,5.05
1048.08,5.13,14.6,5.73,5.73
26.7,5.05,14.44,6.06,5.19
2105.97,5.03,14.41,6.2,4.13
20.13,5.53,14.22,5.9,4.28
28.76,5.27,14.08,6.22,4.25
30.2,4.98,15.1,6.26,4.28
30.36,5.12,14.62,5.53,4.89
29.3,4.89,15.95,5.75,4.58
1037.96,4.87,15.21,5.72,5.24
1045.65,5.12,14.92,5.68,4.17
1076.43,5.67,14.3,5.63,4.25
29.32,5.63,14.86,5.68,4.83
