P-521,p521_mlkem1024,mlkem1024
17.07,29.28,8.26
16.49,26.48,7.75
16.75,24.63,8.51
17.38,24.56,8.01
16.84,23.21,8.29
16.48,23.95,8.41
16.62,25.67,8.21
16.95,25.68,8.02
16.49,25.78,8.38
16.49,26.14,8.72
17.92,24.62,8.86
19.23,25.38,9.16
16.4,26.94,8.64
16.41,25.91,8.32
16.71,23.94,8.09
16.7,24.55,8.41
16.96,25.79,8.13
17.41,24.98,8.04
17.15,25.59,8.39
16.11,25.89,8.62
17.03,26.36,8.65
16.2,24.42,8.39
16.29,23.67,8.0
17.1,23.57,8.49
17.26,23.98,8.72
16.44,23.95,8.55
16.9,24.14,8.35
16.68,24.09,8.66
17.12,24.05,8.26
17.15,24.54,8.5
17.44,23.64,8.17
16.26,23.51,7.95
17.33,23.98,8.1
17.18,25.02,8.17
17.44,25.35,8.0
17.29,24.24,8.25
17.49,23.46,8.53
17.14,23.76,8.5
16.81,23.41,9.04
16.4,23.51,9.15
17.41,23.39,9.61
16.88,23.56,8.95
16.02,23.46,8.35
16.04,24.3,8.21
17.75,24.49,8.47
16.66,27.54,8.25
16.77,25.46,8.21
16.09,24.88,8.61
16.98,24.84,8.76
16.96,25.12,8.6
17.05,25.28,9.07
17.02,24.7,8.98
16.63,25.12,8.51
17.89,24.16,8.04
16.49,23.58,7.83
16.88,23.91,8.14
17.15,24.25,8.4
17.73,23.67,8.22
17.2,23.36,8.3
17.53,23.44,8.27
17.95,25.25,8.05
17.77,23.4,8.57
17.17,23.95,7.85
16.37,23.34,8.48
16.84,23.47,8.07
16.66,23.28,9.1
16.83,24.29,8.56
17.01,24.45,7.94
16.63,24.05,9.2
17.21,24.7,9.16
17.36,23.48,8.33
17.72,25.92,8.19
17.11,24.14,8.56
17.03,24.35,8.37
16.24,24.45,8.54
16.82,23.91,8.74
17.64,25.73,8.42
16.86,23.82,8.55
16.68,23.22,8.55
17.38,24.23,8.36
16.66,24.2,8.37
16.68,24.34,8.28
16.79,23.45,7.96
17.78,23.99,8.27
16.89,25.01,8.23
17.38,24.62,8.31
17.12,24.07,8.05
16.43,25.56,7.99
16.17,23.86,8.01
16.24,24.53,8.38
16.19,24.63,8.53
16.06,24.6,7.96
16.93,24.57,8.01
16.07,23.41,7.94
16.05,23.49,8.0
16.01,23.98,8.52
16.71,24.32,8.16
17.09,24.66,8.29
16.68,23.8,9.17
16.05,24.43,8.3
15.99,24.87,8.8
17.64,24.03,8.19
16.42,24.28,8.9
16.97,23.73,8.2
16.22,24.31,8.53
16.07,24.45,8.61
16.61,23.73,8.84
16.66,24.1,8.4
16.46,23.91,8.62
16.7,24.02,8.31
16.83,23.75,8.2
16.2,25.05,8.42
17.14,25.45,8.7
17.11,24.21,8.37
16.12,24.73,8.74
16.2,26.48,8.44
16.28,24.05,7.92
16.17,24.71,8.08
16.49,24.6,7.74
16.04,24.57,7.96
16.67,24.11,7.96
16.12,23.31,9.09
16.55,24.45,8.28
16.2,23.12,7.82
16.88,24.45,8.3
16.0,24.11,8.01
16.05,23.93,8.33
16.01,24.11,8.19
16.54,24.59,8.02
16.08,25.63,8.04
17.2,23.35,8.24
15.95,27.85,8.04
16.51,25.01,8.07
16.87,25.33,8.47
16.47,23.76,8.11
16.77,23.35,8.01
16.52,24.45,12.16
16.16,29.5,9.15
16.87,23.33,8.93
16.87,23.55,8.2
16.45,23.73,8.68
16.46,23.78,8.37
16.52,23.43,7.7
17.29,24.12,7.87
16.86,23.39,8.19
16.62,23.55,8.19
16.18,23.31,8.81
16.3,23.25,8.0
16.86,23.12,8.12
16.68,23.35,8.89
16.33,23.34,8.67
16.32,24.27,8.63
16.4,24.18,8.19
18.58,24.72,8.2
19.31,23.67,8.64
16.71,23.46,8.35
16.66,23.43,8.28
17.01,23.52,9.07
17.15,23.37,8.88
17.3,23.63,8.1
16.41,23.41,7.95
18.34,23.96,8.71
18.8,23.59,8.63
16.84,23.33,8.47
17.5,23.1,8.94
16.84,23.31,8.22
16.71,23.43,8.08
16.59,23.22,7.99
17.3,24.16,7.93
16.7,24.08,7.92
17.27,23.6,8.04
16.36,24.43,9.23
16.93,24.11,8.16
16.36,23.79,8.0
16.74,24.86,8.42
16.85,27.11,7.89
16.5,25.18,8.46
16.64,29.93,9.17
16.32,25.23,8.59
16.27,23.39,8.0
16.27,24.12,8.87
16.05,28.83,8.29
16.5,25.07,8.16
16.18,23.99,9.09
17.04,23.8,8.75
16.35,23.61,9.06
17.04,26.27,8.23
16.22,25.87,8.88
16.85,23.49,8.4
17.09,24.49,9.2
17.59,29.6,7.82
16.68,2491.74,7.86
16.31,27.04,7.88
16.13,25.95,7.68
16.09,26.69,7.95
16.29,1083.22,9.82
16.75,25.07,8.09
16.43,25.77,7.83
17.42,26.42,7.69
16.34,23.52,8.22
16.71,24.36,8.47
16.21,24.02,10.57
16.79,28.38,8.69
16.97,23.79,8.78
16.05,23.34,8.96
16.51,23.23,8.4
16.35,258.27,8.29
16.35,1077.77,8.28
16.57,24.58,8.41
18.11,26.32,8.08
16.65,1074.66,7.97
16.36,25.41,8.14
17.68,25.26,7.94
16.64,1900.33,8.04
20.66,253.92,8.8
17.86,26.91,8.44
19.14,1304.91,7.76
16.07,27.27,7.94
18.46,25.94,8.1
16.58,24.32,8.02
17.96,24.25,8.36
18.35,2066.92,8.29
17.75,1075.64,8.36
16.65,1076.6,10.45
1500.65,26.28,8.53
19.09,25.15,8.45
438.1,3365.09,8.19
18.69,445.62,8.03
18.16,26.18,7.94
17.74,28.69,8.1
1064.55,24.83,7.6
17.98,24.54,7.99
18.51,24.46,7.91
2117.51,25.15,7.98
17.0,1060.71,8.44
1037.66,26.35,8.77
18.53,1461.0,9.05
18.39,1040.19,8.77
16.79,25.09,8.37
435.3,646.94,8.27
19.65,26.22,8.89
237.67,24.74,8.36
20.22,23.45,8.56
18.07,1051.05,8.24
17.63,29.44,8.47
238.04,25.71,8.62
1059.12,25.44,8.04
18.04,28.24,7.91
17.61,1271.33,8.18
17.5,26.42,8.42
17.47,650.04,7.91
240.0,25.81,8.38
21.18,26.5,8.44
17.65,26.88,8.58
435.87,23.67,8.65
19.64,24.3,8.55
20.35,24.11,8.42
240.28,24.52,8.69
21.86,23.96,10.72
18.34,24.01,7.8
18.88,24.17,8.21
18.29,1046.74,10.0
18.63,25.81,7.52
18.96,26.95,7.95
16.38,29.26,7.86
16.8,25.8,8.01
2094.2,25.69,7.82
242.26,1089.57,7.97
1076.61,258.65,8.3
19.76,48.92,8.4
16.48,46.61,7.91
16.32,1264.71,8.07
16.49,253.68,10.19
1038.37,53.48,8.37
846.83,652.7,8.17
18.58,26.73,8.88
