P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
5.5,5.31,29.03,6.7,5.96
5.89,5.28,21.89,5.59,4.77
5.54,4.97,21.89,6.18,4.82
6.29,4.82,21.78,6.46,4.92
5.88,4.54,22.63,6.81,4.67
5.33,4.55,21.23,6.36,4.57
6.09,5.21,22.04,6.74,4.56
3.99,5.44,22.16,6.62,4.61
3.17,5.76,22.51,6.69,5.51
3.32,5.29,22.93,6.64,4.88
2.8,5.2,22.82,6.27,5.59
3.54,5.76,26.85,6.14,4.73
3.46,5.16,32.08,7.05,4.64
3.06,5.04,29.07,6.96,4.68
2.98,5.08,26.09,6.17,4.74
2.81,2.68,26.45,6.81,4.48
2.86,2.7,24.82,7.39,4.66
4.04,2.96,18.7,6.53,4.75
3.91,4.11,19.48,6.18,4.89
7.22,4.54,19.11,4.29,5.15
5.72,5.2,25.19,4.82,4.71
6.15,5.59,25.59,4.85,5.33
5.47,5.34,25.84,4.47,6.92
5.31,5.07,24.96,6.25,5.37
5.41,5.2,26.0,6.85,5.22
5.85,5.57,24.03,6.61,5.18
5.84,5.13,26.05,6.55,5.42
5.67,5.13,22.49,6.4,5.64
5.36,3.07,10.84,6.68,5.78
5.48,2.66,10.42,6.77,5.79
5.55,2.63,11.23,8.06,5.11
5.44,2.61,12.34,6.32,5.18
5.81,3.67,14.0,6.38,6.63
6.09,3.19,26.65,6.96,5.71
5.3,3.38,23.93,8.63,5.37
5.58,3.5,25.86,6.34,5.28
5.9,3.53,24.86,6.77,6.07
5.43,3.95,24.34,7.64,5.88
5.56,3.3,25.32,7.0,5.67
5.29,3.31,23.91,6.71,5.17
5.61,3.41,24.08,6.63,5.34
5.78,4.81,26.25,7.79,5.92
5.58,5.91,26.95,6.07,6.13
5.3,5.02,24.51,6.27,5.42
5.7,5.27,10.26,6.34,5.19
5.89,5.18,11.96,6.57,5.16
5.85,5.36,9.66,6.19,5.7
6.2,6.03,10.92,6.39,5.44
5.42,6.21,10.9,6.71,6.16
5.62,6.1,12.26,6.33,5.59
5.31,5.53,17.0,6.51,5.34
6.59,5.5,18.3,6.7,5.62
5.68,5.13,17.24,6.76,5.53
5.81,6.06,24.71,6.22,5.51
5.38,6.25,24.3,6.28,5.35
5.67,6.52,24.32,6.65,5.55
5.74,5.19,27.07,6.47,5.14
5.5,5.05,23.8,7.11,5.13
5.95,4.99,24.03,6.34,6.76
6.57,5.79,24.44,6.35,5.98
7.71,5.54,23.95,6.22,5.39
6.1,4.98,24.96,3.52,5.32
5.85,5.21,24.81,2.6,6.3
6.7,5.72,24.53,2.49,5.41
5.46,5.38,24.56,2.54,5.5
5.32,5.01,29.92,2.85,6.06
5.31,5.76,26.57,2.96,8.01
6.28,5.85,25.4,2.82,5.3
6.2,5.24,25.56,3.03,5.54
5.39,5.08,26.71,5.82,5.38
5.28,6.21,25.32,6.84,7.29
6.15,5.15,24.66,6.52,5.24
5.62,5.17,27.43,6.27,6.58
5.92,5.05,24.18,6.92,5.99
5.22,5.14,24.57,7.4,5.79
5.6,5.48,26.17,7.17,5.58
6.26,5.37,23.37,6.54,5.43
5.38,5.36,24.0,6.94,7.53
7.04,5.87,24.04,6.91,5.49
5.47,5.13,21.97,7.68,6.66
6.79,5.14,30.12,8.12,5.43
7.21,6.13,27.08,8.1,5.95
6.2,5.53,21.24,8.6,6.19
5.38,5.69,24.18,6.3,5.24
6.19,6.55,13.5,7.65,7.3
5.61,5.28,12.01,7.68,6.29
6.97,5.51,12.86,9.06,6.25
5.26,5.09,12.28,6.72,5.51
6.59,5.29,12.1,6.81,5.47
5.84,5.67,15.56,7.87,5.94
5.91,5.22,19.31,6.56,5.89
5.72,5.56,19.36,8.26,5.6
5.6,3.3,19.79,11.14,5.49
5.48,2.67,23.0,6.19,5.66
5.67,2.58,29.81,6.21,5.91
5.46,2.67,24.85,6.65,5.77
3.03,2.83,24.36,6.97,5.96
3.1,3.16,23.6,4.74,5.81
3.12,3.42,27.33,3.24,5.38
3.13,3.16,23.7,3.63,5.2
3.24,4.72,23.68,4.26,5.92
3.26,4.61,23.29,3.25,5.73
3.21,4.99,24.27,3.24,5.41
3.3,5.87,26.0,3.25,5.35
4.98,5.32,23.94,3.32,5.97
4.75,5.25,26.71,3.66,5.73
5.49,5.15,28.39,3.36,5.83
5.63,5.93,26.41,3.95,3.7
5.56,5.53,13.24,3.78,2.75
6.22,5.5,11.44,3.92,2.84
5.94,6.15,11.6,6.74,2.78
5.68,4.76,17.89,6.48,4.29
7.31,3.86,26.6,7.33,2.79
3.96,4.45,29.87,6.27,2.81
4.35,3.36,22.11,6.64,2.74
4.0,4.35,22.46,6.68,2.85
6.38,3.68,25.45,8.7,3.44
8.19,3.42,10.72,6.65,3.11
5.07,5.05,10.06,4.79,3.42
3.29,3.7,13.5,4.28,4.45
2.7,3.67,11.98,5.3,4.93
2.66,3.65,13.16,4.17,7.61
2.84,5.33,14.72,6.05,6.22
3.13,5.22,22.99,6.66,5.13
3.23,5.59,19.49,7.95,6.05
2.81,5.19,23.24,5.46,6.16
3.68,5.29,22.65,5.63,6.0
5.49,4.63,22.28,5.62,8.04
5.96,4.85,19.62,5.53,5.89
6.78,4.47,22.53,5.5,5.9
5.55,4.69,20.52,7.74,7.02
5.45,4.74,22.55,6.11,5.25
6.66,4.62,429.73,5.96,3.67
7.5,5.25,24.12,6.64,3.27
6.52,4.65,25.11,6.36,3.34
5.97,4.48,25.41,5.59,4.0
6.14,5.16,24.94,6.45,5.63
6.21,5.13,1045.15,6.26,5.69
6.37,5.96,24.11,6.14,6.27
5.55,5.43,24.64,5.8,6.62
7.83,5.53,1280.7,5.82,5.39
5.47,5.24,1043.05,8.32,5.46
6.58,5.13,15.9,7.48,5.37
6.76,5.21,23.92,7.62,6.7
6.14,5.56,233.0,6.77,7.09
5.46,5.33,25.88,6.16,5.54
5.34,5.21,25.1,6.65,6.02
5.29,5.13,25.57,8.33,7.15
5.57,7.59,24.18,6.18,5.44
208.6,5.95,24.05,8.12,5.65
5.64,5.14,24.18,216.05,1228.39
1059.93,5.15,24.79,6.31,5.21
5.5,4.67,23.7,1044.26,211.08
6.47,2.02,24.35,1470.37,5.25
5.97,2.08,24.15,1023.15,5.54
6.36,2.02,24.23,5.96,212.21
210.69,2.06,23.61,8.02,5.14
5.44,2.06,1080.74,1042.07,829.2
5.27,2.09,1247.87,6.18,5.66
6.53,2.86,23.33,7.17,1053.89
5.5,3.28,24.46,6.17,5.62
5.87,3.32,25.48,6.16,5.12
5.43,4.99,24.86,6.56,5.37
5.48,4.86,27.53,7.04,5.95
5.43,7.49,23.76,6.62,6.38
5.48,6.34,24.68,417.22,417.45
5.38,4.96,23.88,6.94,1054.48
5.57,5.19,26.22,6.39,5.42
1043.33,6.01,17.97,7.29,5.66
1058.44,7.39,1080.75,6.18,5.25
1067.64,6.34,29.05,6.2,5.49
213.62,5.7,25.18,8.11,5.25
210.12,8.0,27.39,1008.77,1058.06
1015.78,5.07,30.85,7.15,5.28
5.74,5.61,23.91,7.61,6.37
1018.3,4.94,31.46,6.16,6.12
826.36,5.03,1485.84,1059.81,2030.49
5.43,7.51,24.64,1693.27,2.7
1068.89,3.44,24.59,3106.42,4.07
213.85,3.45,23.72,421.52,1225.96
5.32,3.42,23.93,214.51,2.73
5.92,4.56,13.34,6.85,3.81
5.48,4.88,12.2,6.32,416.74
5.96,3.52,1080.13,419.98,1067.13
5.88,4.58,25.2,6.13,1878.55
5.32,1057.54,24.16,6.25,3.0
6.68,825.28,25.52,1043.89,4.95
212.99,5.08,24.93,1067.94,5.3
5.35,5.12,24.39,6.1,6.11
422.13,4.99,25.11,1022.64,6.12
6.41,6.01,26.45,3.95,5.51
6.11,210.05,25.24,4110.79,5.46
6.6,826.57,24.52,7.03,209.79
6.71,4.92,16.86,6.35,5.04
1015.58,5.16,17.56,6.17,208.19
1263.63,5.22,1033.06,1069.49,208.08
2.9,5.42,25.91,3.94,6.05
1021.47,213.96,25.34,9.08,6.36
212.82,1008.34,1265.97,1058.78,420.28
5.33,1056.59,19.77,6.3,2.3
5.46,210.49,27.99,419.16,2.22
211.96,209.05,25.57,7.43,2.33
1027.69,5.02,24.96,1036.87,2.22
208.66,5.09,1031.92,7.13,210.25
6.24,1007.95,28.7,1014.2,6.79
6.0,4.96,24.61,7.29,7.12
5.5,5.32,25.75,215.74,5.89
1028.82,5.06,24.57,211.58,5.85
1059.32,828.29,23.87,7.03,5.91
413.86,5.21,24.52,7.29,6.4
3.2,4.96,24.56,1275.57,6.55
7.76,5.03,23.44,6.71,1007.01
1028.34,5.96,28.24,6.77,212.35
422.38,4.16,223.77,7.29,5.83
418.32,2.14,25.51,7.09,6.19
208.23,209.99,27.11,1013.39,6.08
5.34,6.43,24.76,1057.95,212.26
5.34,6.58,1065.6,3.93,6.06
5.42,822.86,23.56,6.28,5.86
5.61,1012.83,24.44,1066.39,6.44
5.99,5.91,23.97,208.35,1225.25
6.62,5.03,26.94,7.42,5.28
207.79,5.24,27.09,6.63,5.81
1056.47,206.96,1231.6,6.41,5.83
6.13,6.71,23.27,3071.32,6.27
5.31,5.73,1252.87,4.34,1010.79
5.3,5.89,25.13,215.23,1055.91
6.45,1241.18,23.91,6.65,5.75
5.5,5.6,24.78,6.29,5.56
5.72,5.5,28.24,1027.3,210.26
6.29,206.95,3131.76,212.05,5.23
5.59,209.22,29.82,6.76,1237.89
5.27,5.7,23.86,6.73,6.39
211.23,6.06,23.76,6.79,5.54
6.75,210.44,24.31,6.52,5.12
6.28,5.67,236.93,209.39,1056.82
6.11,215.35,25.57,213.65,1053.37
5.49,5.65,24.69,6.87,1058.24
5.35,5.82,642.39,7.39,5.35
418.99,6.34,24.22,11.87,7.88
1062.65,6.08,234.69,7.27,1252.2
5.22,419.3,1049.15,7.05,2.7
5.48,213.84,18.12,7.37,213.54
5.37,5.75,24.07,7.13,5.26
213.9,5.05,28.34,212.72,1008.13
5.33,5.02,23.7,7.15,5.36
5.88,5.18,31.33,211.61,1023.7
1019.3,1029.38,25.3,7.05,5.25
1052.62,5.67,1043.11,7.28,6.02
3.61,6.13,1049.8,7.57,1047.9
209.12,1043.49,15.99,1267.08,5.21
209.52,5.55,24.16,1042.09,5.27
1008.37,6.42,24.11,3.87,210.46
5.69,6.0,25.64,6.13,6.49
2252.45,209.96,27.67,6.09,6.16
2059.87,2670.15,1058.83,6.52,213.27
206.86,3.81,1052.65,2291.6,5.7
5.29,6.05,24.91,3.19,6.02
1057.46,5.67,24.15,7.29,213.25
5.47,4.95,24.69,1054.94,6.58
421.16,5.0,229.47,1058.14,6.67
5.63,1018.21,24.11,6.13,6.47
210.27,5.57,24.32,419.57,7.12
6.39,1021.72,27.01,6.23,6.79
6.07,5.76,1454.47,6.65,1005.92
6.27,5.28,1471.52,1012.0,1055.1
6.02,1248.1,24.14,6.13,1069.11
208.9,207.31,1038.18,208.54,5.29
1029.98,5.44,23.38,6601.77,5.54
5.42,5.54,24.13,7.3,5.13
5.39,5.36,28.3,6.19,210.17
5.5,5.16,25.32,6.07,5.27
5.79,5.15,24.18,7.04,5.31
3.8,419.04,23.82,6.5,2032.3
3.43,5.64,235.77,218.21,6.1
3.08,209.16,24.19,6.8,5.64
3.0,418.89,23.67,6.08,5.29
2.83,5.54,24.02,6.21,6.52
2.81,830.41,24.62,6.48,1235.0
210.0,1049.07,24.75,6.35,6.35
6.6,3.55,24.32,6.37,1068.32
1034.83,6.42,24.13,1045.42,5.39
6.58,5.31,24.1,6.93,1014.15
6.92,5.48,1445.56,8.42,1053.86
6.62,213.01,23.61,7.22,3.34
5.42,5.75,1438.96,7.53,5.75
6.2,1024.26,28.23,7.17,5.68
6.38,5.4,24.04,7.43,6.26
215.01,4.97,1245.12,7.14,5.81
825.81,5.99,14.71,8.37,5.37
1048.89,5.2,27.57,7.38,5.54
1009.66,5.89,24.61,7.1,211.77
5.45,5.16,23.84,8.07,213.94
5.6,5.13,29.33,1029.28,5.97
5.43,5.04,25.68,8.46,5.78
5.39,5.39,24.39,7.33,1020.22
5.46,1046.24,24.61,6.91,5.25
5.92,5.0,25.48,7.64,5.64
5.6,1020.0,24.2,211.04,1048.71
5.52,1056.28,26.06,1019.79,5.75
5.69,3.19,27.15,6.96,7.38
5.4,5.39,234.76,6.55,5.55
5.68,5.15,25.41,1041.43,5.83
6.26,5.03,24.17,6.33,5.32
5.8,213.34,25.97,210.37,1068.27
212.18,5.76,24.19,1022.71,1055.74
1036.24,5.35,24.52,6.57,1057.11
1264.88,4135.98,27.19,1020.46,3.12
3.46,1006.78,24.15,8.17,2.37
5.8,3115.09,24.43,7.11,3.76
5.57,2.61,1044.99,1032.03,1065.7
1218.85,4.14,24.57,6620.14,5.17
5.89,1014.92,24.52,5.61,5.1
5.93,4.99,25.75,7.9,210.51
5.51,211.27,25.07,7.56,1064.25
212.64,417.64,25.52,7.42,1055.86
5.44,5.54,23.18,207.56,6.17
5.44,5.75,23.2,2.54,2.53
5.51,828.72,23.96,2.48,4.38
417.79,5.11,28.97,2.65,3.87
5.71,414.8,1062.22,1037.67,5.6
5.65,5.79,24.37,215.53,2073.4
5.46,2082.71,235.16,6.33,2.59
1031.56,1055.94,23.34,1029.9,3.83
1055.41,2.88,26.11,6.35,5.15
1065.69,4.97,1069.32,6.47,5.27
7.63,5.02,25.09,7.32,5.14
2040.56,4.98,23.95,1272.27,5.22
4.29,1007.48,24.48,212.22,213.36
1244.87,2.76,24.44,6.67,1019.38
414.97,2.11,12.88,7.0,5.21
5.23,1045.38,1064.17,211.87,5.13
5.49,4.92,25.66,6.42,5.32
1049.6,206.72,1260.6,6.75,5.51
5.4,4.94,3158.23,6.57,1044.69
6.69,212.94,3126.02,6.22,1057.47
6.17,207.48,1061.31,6.1,3.35
1068.89,1032.91,1075.54,6.42,209.37
5.44,4.99,4123.78,214.19,211.34
210.82,3321.32,24.02,1021.67,5.5
1450.28,1067.09,234.69,6.9,5.72
207.55,2.32,1282.93,1014.36,5.81
209.72,3.11,25.99,1055.16,6.13
2.85,5.5,23.54,6.07,1858.41
4.4,5.07,24.63,1018.03,1018.26
6.04,419.25,4341.63,6.05,3.59
5.4,5.18,30.17,6.38,6.18
5.36,5.82,25.11,6.55,6.25
6.98,6.09,21.11,6.84,5.37
5.78,5.46,16.72,6.88,1261.92
5.51,1030.49,24.73,7.32,5.26
214.04,5.3,24.82,6.5,5.21
1063.04,1014.54,1056.36,1251.03,1036.51
214.28,3.17,23.58,6.31,4.16
210.19,5.15,24.12,1070.31,6.01
6.05,5.75,27.66,213.2,5.54
7.41,210.82,25.25,6.39,5.28
5.32,5.64,640.93,1027.08,5.38
5.39,5.99,238.84,419.14,5.3
7.19,6.68,24.3,6.07,6.89
6.36,215.25,26.3,1030.92,6.89
6.49,2078.51,1461.04,6.03,1033.75
211.26,2.58,25.25,824.36,1053.19
214.46,1042.2,1232.35,1057.98,1053.38
422.57,2.72,11.82,211.6,3.47
1062.89,5.7,19.43,6.82,206.79
7.09,5.25,4114.25,1041.5,1058.3
6.29,1037.96,229.64,6.09,5.17
5.62,208.14,25.82,8.4,5.48
5.99,5.29,23.81,211.44,5.52
5.6,1035.27,27.01,3102.41,1011.25
824.65,1006.46,1030.96,4.13,5.19
1239.73,2.63,25.81,1044.53,5.44
212.44,824.61,24.06,1058.45,5.23
5.77,5.04,24.91,213.1,5.58
6.05,6.93,28.7,1067.48,5.77
5.45,208.01,23.89,6.05,209.54
5.99,5.03,1233.52,1021.4,6.04
5.29,1055.32,1044.36,3.22,7.62
1064.55,1057.92,1056.22,208.26,5.92
5.35,5.12,18.95,3114.41,5.24
213.16,1230.17,23.31,3.87,1065.83
5.57,2.83,234.28,6.16,5.33
1479.37,4.81,23.96,2091.8,212.85
5.63,1063.63,24.32,3055.33,5.61
5.76,5.45,1037.61,3.9,5.16
5.69,5.18,23.34,1248.28,5.14
5.62,5.05,28.84,6.05,5.14
5.38,6.01,23.8,1422.17,6.29
5.58,416.95,27.81,3.4,5.66
7.8,6.84,238.57,6.7,1008.18
5.48,6.01,1264.97,214.87,1056.65
828.3,5.71,23.95,6.3,1644.95
1022.31,6.99,229.02,1015.49,2.93
5.38,7.6,16.12,209.22,421.9
5.42,418.59,9.68,6.84,5.1
1255.19,5.75,10.65,7.94,5.45
1039.17,2035.97,227.35,7.02,6.17
207.71,3.22,25.61,209.02,214.1
208.93,215.27,25.83,7.03,6.09
6.29,206.96,26.57,7.58,827.52
213.22,5.08,24.75,6.96,214.13
5.38,5.56,25.45,1026.39,213.32
1027.05,5.65,1069.21,7.34,2084.35
6.77,5.39,27.95,7.84,5.22
6.79,5.17,1055.96,212.75,1228.35
5.87,1011.18,30.62,1058.7,5.15
5.38,1058.43,1057.03,7.57,1006.46
5.33,1052.57,234.71,6.64,5.49
416.55,414.23,234.32,1042.85,215.08
828.1,1011.69,25.09,6.1,6.26
6.17,1263.54,30.02,7.36,5.43
5.83,2.54,26.99,6.43,5.32
5.4,213.36,23.82,6.63,827.68
5.83,4.98,1056.93,1244.14,5.72
5.53,1015.57,3101.59,214.22,6.85
5.85,5.0,1069.27,422.43,5.13
420.82,1022.94,23.4,7.1,5.3
422.59,5.16,23.9,7.67,6.46
208.46,5.97,24.9,6.28,5.33
215.11,5.02,1030.34,6.09,5.32
1425.55,1015.32,24.07,6.51,5.29
3.07,1631.94,1067.83,6.53,5.18
5.37,2084.43,25.01,7.35,422.63
5.48,1056.94,27.09,4.26,1063.65
1478.65,2.56,28.12,4.5,207.69
211.2,4.83,24.7,4.24,6.0
6.21,418.0,24.36,4.44,5.27
5.59,2035.78,27.07,216.35,5.73
5.32,3.49,12.23,7.92,5.12
5.96,5.1,12.93,1269.2,1060.45
417.15,1059.25,230.15,6.26,1468.65
5.85,5.08,28.67,6.53,206.55
6.01,5.0,27.27,6.37,5.13
207.27,4.91,1226.45,6.49,5.12
210.47,1010.96,1048.21,6.49,420.08
421.49,214.27,15.89,6.52,5.08
5.64,1065.81,25.3,6.33,5.91
7.09,5.54,24.32,6.67,1045.46
5.93,5.19,1042.94,211.93,5.69
5.46,1041.47,27.97,1068.88,1435.52
1025.33,1060.58,234.34,421.4,2.8
1057.82,5.25,25.08,6.16,4.44
419.27,5.04,28.02,6.57,6.3
5.49,6.07,233.32,422.71,5.37
1024.04,210.47,1254.58,7.0,5.31
