P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.57,5.37,16.76,7.54,4.91
5.26,3.86,18.72,6.78,3.1
5.24,4.09,12.19,5.85,3.16
5.41,4.04,13.24,8.42,3.42
6.54,5.42,12.25,5.67,2.91
5.31,4.86,13.06,6.4,3.85
8.27,3.74,11.99,6.71,3.3
5.52,3.81,13.11,6.99,3.29
7.14,3.83,12.64,6.37,3.26
7.2,3.74,12.46,7.26,2.9
5.22,3.75,12.18,5.68,4.38
7.32,3.73,13.22,5.59,2.92
5.95,4.71,14.85,6.32,3.02
5.48,3.72,11.98,5.88,3.68
5.28,4.04,18.88,6.58,3.64
5.41,3.88,14.31,5.69,3.28
5.06,3.71,19.7,6.05,4.59
5.71,4.07,12.24,5.52,4.23
5.05,4.51,14.53,5.83,3.68
5.33,4.99,14.13,5.9,3.01
5.0,3.67,12.9,8.06,3.25
5.06,4.84,14.5,6.77,3.48
5.05,3.69,12.44,8.34,4.37
5.13,3.97,11.94,6.49,3.21
5.11,3.69,12.49,5.83,2.97
5.04,5.32,18.4,5.58,4.39
5.42,4.52,11.9,6.58,3.29
5.07,3.7,11.95,5.78,3.49
5.61,3.71,12.13,8.07,3.13
5.1,3.84,11.96,6.57,2.9
5.19,5.34,14.73,6.83,4.04
7.23,4.12,19.42,6.25,3.26
5.06,4.17,12.4,5.6,3.23
6.83,3.86,12.37,6.13,2.96
5.07,3.76,13.24,5.91,3.04
5.12,3.77,12.37,5.54,2.93
7.21,3.95,12.06,5.66,4.19
5.07,3.68,13.99,5.5,3.16
5.12,3.71,12.01,5.62,2.95
5.1,5.09,21.25,5.5,3.71
5.07,3.65,11.99,5.7,3.64
5.09,3.92,12.52,5.5,4.71
5.2,5.26,12.31,5.92,2.91
5.09,5.83,12.0,7.08,2.86
7.15,4.5,12.0,5.58,3.04
5.09,3.84,12.51,6.5,2.88
7.16,3.92,11.96,8.26,3.38
5.71,3.67,12.55,5.63,3.02
5.33,3.78,18.36,6.08,3.05
7.45,4.76,12.55,5.66,3.67
5.06,3.69,12.48,5.79,3.14
5.05,3.77,14.44,5.78,4.0
5.06,3.65,17.05,6.04,3.74
5.39,3.8,12.08,6.01,3.52
5.09,3.92,13.86,8.05,3.51
5.25,3.71,11.96,8.1,3.32
5.14,3.86,11.88,5.66,3.27
5.08,3.7,19.65,5.61,4.26
5.13,3.84,12.15,5.62,3.11
7.13,3.73,21.24,5.65,2.96
5.23,3.88,11.96,6.0,3.26
5.09,3.68,12.78,6.02,2.94
6.69,3.99,12.57,5.99,4.71
7.43,4.95,11.9,6.9,3.19
7.28,3.85,12.12,5.77,3.06
