P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.73,2.52,15.25,6.01,2.79
3.6,2.36,9.81,3.33,1.85
2.59,1.82,8.79,3.35,1.9
3.13,2.31,10.38,3.27,1.89
2.37,1.99,13.73,3.42,1.83
2.52,1.7,8.64,3.48,2.16
2.16,2.29,8.53,3.46,1.64
3.01,2.16,11.04,3.44,1.81
2.19,1.75,8.53,5.05,2.04
2.45,2.19,9.33,3.2,1.77
2.29,1.67,9.62,3.1,1.71
1.98,2.21,8.47,3.43,2.09
2.05,2.5,10.8,3.1,2.5
3.42,1.64,8.45,3.36,2.08
2.11,1.73,8.43,3.43,2.2
2.9,1.98,9.81,3.06,1.99
2.24,1.93,10.28,3.13,1.64
2.75,2.71,9.93,3.03,1.66
1.95,2.11,8.48,3.49,1.79
1.92,1.7,8.44,4.14,1.66
2.67,2.1,9.04,3.16,2.15
2.63,1.67,10.74,3.73,1.97
2.61,2.06,8.6,3.71,1.61
2.21,2.39,9.04,3.28,1.97
3.02,1.68,13.22,3.2,1.66
2.72,1.79,8.96,4.4,1.58
1.97,1.81,8.69,3.24,1.94
2.74,1.7,13.24,3.11,2.01
1.98,1.67,10.47,5.07,2.04
2.74,1.65,9.01,3.46,1.68
1.96,1.72,13.71,3.13,1.6
1.9,1.63,8.65,3.92,1.65
1.86,1.73,8.92,3.16,1.98
2.01,1.95,9.33,3.81,1.73
3.63,1.65,9.15,3.17,1.68
2.38,2.2,8.6,3.1,2.19
2.9,1.69,8.96,3.28,1.69
1.78,1.64,8.64,4.89,1.87
2.58,1.75,8.97,3.36,1.77
2.23,1.86,9.54,3.12,1.69
2.67,1.69,8.56,3.06,1.69
2.53,1.74,13.63,3.63,1.76
2.01,1.79,8.95,3.5,1.67
3.31,1.65,8.67,4.49,1.65
2.03,2.06,9.09,3.19,2.49
2.04,1.66,8.82,3.44,1.65
1.95,2.1,8.46,3.1,1.9
1.95,1.96,8.51,4.36,2.44
2.02,1.66,13.69,3.13,1.7
1.85,1.91,8.63,4.39,1.62
2.45,1.98,9.03,3.1,1.64
1.89,1.78,8.73,3.4,1.59
2.63,1.67,8.69,3.12,1.74
2.03,1.79,8.63,4.59,2.22
2.05,2.1,9.44,3.97,2.01
2.18,1.66,13.54,3.11,2.17
2.16,1.7,8.55,3.66,2.26
2.12,1.59,8.45,3.15,1.61
2.51,1.64,8.51,3.96,1.67
2.48,1.65,8.52,3.52,1.86
1.84,1.77,8.84,3.07,1.63
1.93,1.95,8.94,3.45,1.83
1.94,1.76,8.57,3.4,1.65
2.5,1.65,13.68,3.65,2.5
1.92,1.71,13.29,3.23,1.82
1.93,2.13,8.96,3.39,1.83
1.86,1.83,8.84,3.1,2.11
2.06,1.64,11.1,3.09,1.76
2.54,1.69,8.45,3.64,1.69
2.56,2.46,8.94,3.17,2.1
2.84,1.9,8.83,3.38,2.19
3.73,1.66,9.01,3.1,2.13
2.66,1.74,8.44,3.25,2.13
1.99,1.84,8.37,3.44,2.01
2.26,1.94,9.47,3.13,2.46
2.05,1.9,8.65,3.52,1.68
2.28,1.91,8.62,3.22,2.04
1.93,1.84,9.09,3.62,2.21
1.84,1.67,8.46,3.15,1.66
1.88,1.9,8.54,4.23,1.86
2.39,1.68,8.56,3.72,1.82
1.93,1.8,9.61,3.27,2.28
1.82,1.63,8.52,4.31,2.06
2.02,1.73,8.46,3.16,2.17
2.7,2.19,8.41,3.12,1.67
2.19,1.9,8.39,3.21,2.21
1.97,2.11,13.62,4.25,1.92
2.91,2.23,13.21,4.93,1.68
2.61,2.11,9.09,3.06,1.69
2.42,2.08,9.0,3.11,1.88
1.89,2.49,8.64,3.38,1.76
2.0,1.75,8.98,3.49,2.02
2.54,2.29,8.9,3.28,1.85
1.87,1.66,9.39,3.1,1.65
1.8,2.08,8.6,3.98,1.81
2.06,1.91,11.64,3.09,3.92
1.92,1.67,8.48,4.52,1.64
1.8,1.86,8.4,3.16,1.8
1.86,1.75,8.54,3.08,1.66
1.85,1.93,14.9,3.56,1.57
1.92,2.5,8.57,3.27,1.96
2.3,1.68,9.01,3.09,2.45
1.88,1.74,8.38,3.28,1.68
1.79,2.59,8.49,3.23,2.24
2.14,2.06,8.55,3.1,1.73
1.83,2.11,8.55,3.31,1.68
2.01,2.06,9.37,3.09,2.03
3.02,1.78,8.46,3.59,1.79
2.02,1.7,8.39,3.24,1.68
2.02,1.73,8.35,3.09,1.98
1.91,1.63,9.01,3.21,2.13
2.53,1.8,13.47,5.15,2.06
2.34,1.66,8.97,3.62,1.7
2.39,2.6,8.62,4.78,2.14
1.93,1.68,10.4,3.19,1.61
2.36,1.7,8.4,4.75,2.17
2.05,1.61,9.11,3.4,1.75
1.91,1.79,10.35,4.23,1.67
1.88,1.93,13.61,3.83,1.9
1.89,1.77,8.74,4.72,2.44
1.91,2.04,9.24,4.93,1.71
2.15,1.78,9.16,3.37,2.17
1.87,1.66,8.4,5.44,2.12
2.4,2.12,13.37,3.21,1.69
2.3,1.76,8.69,3.51,1.89
1.87,1.6,8.46,3.1,1.97
1.88,1.68,8.42,3.26,1.72
1.88,2.2,9.06,3.11,1.84
1.88,1.66,13.32,3.05,1.83
1.98,2.09,12.99,3.11,1.67
1.92,1.58,8.56,3.08,1.72
2.54,1.64,8.79,3.7,1.86
1.77,2.55,9.19,3.96,1.63
2.1,1.68,8.94,3.65,2.13
1.89,1.63,8.52,3.4,2.03
