timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-22T02:19:51+01:00,quic,single,mldsa44,x25519_mlkem512,unstable,server,125,284589647,2276717.176,9990144,1,4,5003
2026-08-22T02:19:51+01:00,quic,single,mldsa44,x25519_mlkem512,unstable,client,125,3134015,25072.120,6070272,1,4,5003
2026-08-22T02:23:45+01:00,quic,single,mldsa44,p256_hqc128,unstable,server,125,218988652,1751909.216,10809344,1,4,5003
2026-08-22T02:23:45+01:00,quic,single,mldsa44,p256_hqc128,unstable,client,125,4966309,39730.472,6389760,1,4,5003
2026-08-22T02:27:43+01:00,quic,single,mldsa44,hqc128,unstable,server,125,224002098,1792016.784,10178560,1,4,5003
2026-08-22T02:27:43+01:00,quic,single,mldsa44,hqc128,unstable,client,125,4048877,32391.016,5640192,1,4,5003
2026-08-22T02:30:15+01:00,quic,single,secp384r1,x448_mlkem768,unstable,server,125,137398530,1099188.240,9568256,1,4,5003
2026-08-22T02:30:15+01:00,quic,single,secp384r1,x448_mlkem768,unstable,client,125,3251504,26012.032,5758976,1,4,5003
2026-08-22T02:33:43+01:00,quic,single,ed25519,p256_mlkem512,unstable,server,125,193349862,1546798.896,10256384,1,4,5003
2026-08-22T02:33:43+01:00,quic,single,ed25519,p256_mlkem512,unstable,client,125,3655669,29245.352,6037504,1,4,5003
2026-08-22T02:36:31+01:00,quic,single,mldsa65,hqc192,unstable,server,125,155967605,1247740.840,10727424,1,4,5003
2026-08-22T02:36:31+01:00,quic,single,mldsa65,hqc192,unstable,client,125,6162480,49299.840,5861376,1,4,5003
2026-08-22T02:39:37+01:00,quic,single,ed25519,mlkem512,unstable,server,125,171567514,1372540.112,9256960,1,4,5003
2026-08-22T02:39:37+01:00,quic,single,ed25519,mlkem512,unstable,client,125,2793683,22349.464,5562368,1,4,5003
2026-08-22T02:44:17+01:00,quic,single,mldsa65,p384_mlkem768,unstable,server,125,265673662,2125389.296,10637312,1,4,5003
2026-08-22T02:44:17+01:00,quic,single,mldsa65,p384_mlkem768,unstable,client,125,3851859,30814.872,6213632,1,4,5003
2026-08-22T02:46:36+01:00,quic,single,secp384r1,x448_hqc192,unstable,server,125,126908732,1015269.856,10891264,1,4,5003
2026-08-22T02:46:36+01:00,quic,single,secp384r1,x448_hqc192,unstable,client,125,6459950,51679.600,5918720,1,4,5003
2026-08-22T02:50:49+01:00,quic,single,mldsa44,mlkem512,unstable,server,125,238850112,1910800.896,9781248,1,4,5003
2026-08-22T02:50:49+01:00,quic,single,mldsa44,mlkem512,unstable,client,125,2852655,22821.240,5763072,1,4,5003
2026-08-22T02:53:32+01:00,quic,single,secp521r1,mlkem1024,unstable,server,125,147603339,1180826.712,9621504,1,4,5003
2026-08-22T02:53:32+01:00,quic,single,secp521r1,mlkem1024,unstable,client,125,2943671,23549.368,5492736,1,4,5003
2026-08-22T02:56:30+01:00,quic,single,secp521r1,hqc256,unstable,server,125,167832095,1342656.760,12431360,1,4,5003
2026-08-22T02:56:30+01:00,quic,single,secp521r1,hqc256,unstable,client,125,8680054,69440.432,5754880,1,4,5003
2026-08-22T02:59:57+01:00,quic,single,ed25519,P-256,unstable,server,125,192750884,1542007.072,9523200,1,4,5003
2026-08-22T02:59:57+01:00,quic,single,ed25519,P-256,unstable,client,125,2846750,22774.000,5689344,1,4,5003
2026-08-22T03:03:48+01:00,quic,single,ed25519,x25519,unstable,server,125,216001877,1728015.016,9101312,1,4,5003
2026-08-22T03:03:48+01:00,quic,single,ed25519,x25519,unstable,client,125,2847150,22777.200,5562368,1,4,5003
2026-08-22T03:07:32+01:00,quic,single,secp384r1,x448,unstable,server,125,209165076,1673320.608,9019392,1,4,5003
2026-08-22T03:07:32+01:00,quic,single,secp384r1,x448,unstable,client,125,3013873,24110.984,5541888,1,4,5003
2026-08-22T03:10:45+01:00,quic,single,mldsa87,hqc256,unstable,server,125,182587728,1460701.824,12374016,1,4,5003
2026-08-22T03:10:45+01:00,quic,single,mldsa87,hqc256,unstable,client,125,8818462,70547.696,5767168,1,4,5003
2026-08-22T03:13:42+01:00,quic,single,mldsa87,p521_hqc256,unstable,server,125,167657563,1341260.504,13635584,1,4,5003
2026-08-22T03:13:42+01:00,quic,single,mldsa87,p521_hqc256,unstable,client,125,9930477,79443.816,6262784,1,4,5003
2026-08-22T03:16:19+01:00,quic,single,ed25519,x25519_hqc128,unstable,server,125,138792267,1110338.136,9801728,1,4,5003
2026-08-22T03:16:19+01:00,quic,single,ed25519,x25519_hqc128,unstable,client,125,4370804,34966.432,5689344,1,4,5003
