protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,none,500,500,0,100.0,4,4,7.493,0.917,7.092,8.216,bootstrap_blocs,7.413,7.573,7.155,9.13,10.02,6.45,15.1
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,none,500,500,0,100.0,4,4,17.093,1.155,16.524,17.923,bootstrap_blocs,16.991,17.194,16.855,18.89,21.613,15.59,23.52
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,none,500,500,0,100.0,4,4,2.064,0.376,1.812,2.317,bootstrap_blocs,2.031,2.097,1.965,2.831,3.291,1.63,3.53
tls,single,mldsa44,x25519,classique,L1,pq,none,500,500,0,100.0,4,4,1.545,0.221,1.506,1.597,bootstrap_blocs,1.525,1.564,1.47,1.98,2.231,1.32,3.53
tls,single,mldsa65,P-384,classique,L3,pq,none,500,500,0,100.0,4,4,3.0,0.322,2.858,3.239,bootstrap_blocs,2.972,3.028,2.87,3.69,3.94,2.61,4.53
tls,single,mldsa65,hqc192,pq_pur,L3,pq,none,500,500,0,100.0,4,4,46.968,4.346,44.598,51.65,bootstrap_blocs,46.587,47.349,44.705,54.693,58.684,43.58,71.02
tls,single,mldsa65,mlkem768,pq_pur,L3,pq,none,500,500,0,100.0,4,4,1.73,0.268,1.634,1.909,bootstrap_blocs,1.707,1.754,1.63,2.23,2.502,1.4,3.21
tls,single,mldsa65,p384_hqc192,hybride,L3,pq,none,500,500,0,100.0,4,4,54.161,5.537,50.974,59.966,bootstrap_blocs,53.675,54.646,51.465,66.041,69.399,49.66,77.58
tls,single,mldsa65,p384_mlkem768,hybride,L3,pq,none,500,500,0,100.0,4,4,9.387,0.966,8.848,10.112,bootstrap_blocs,9.302,9.471,9.17,10.951,11.671,7.94,15.77
tls,single,mldsa65,x448_hqc192,hybride,L3,pq,none,500,500,0,100.0,4,4,48.244,3.685,45.93,52.061,bootstrap_blocs,47.921,48.567,46.23,55.037,56.393,44.93,62.64
tls,single,mldsa65,x448_mlkem768,hybride,L3,pq,none,500,500,0,100.0,4,4,3.337,0.412,3.149,3.653,bootstrap_blocs,3.301,3.373,3.15,4.3,4.651,2.89,5.7
tls,single,mldsa65,x448,classique,L3,pq,none,500,500,0,100.0,4,4,2.608,0.437,2.42,2.974,bootstrap_blocs,2.57,2.646,2.42,3.55,3.943,2.11,4.72
tls,single,mldsa87,P-521,classique,L5,pq,none,500,500,0,100.0,4,4,3.039,0.354,2.867,3.346,bootstrap_blocs,3.008,3.07,2.9,3.781,4.15,2.57,4.79
tls,single,mldsa87,hqc256,pq_pur,L5,pq,none,500,500,0,100.0,4,4,83.794,5.003,81.251,88.58,bootstrap_blocs,83.355,84.232,81.62,92.511,96.631,78.87,114.48
tls,single,mldsa87,mlkem1024,pq_pur,L5,pq,none,500,500,0,100.0,4,4,1.842,0.291,1.728,2.047,bootstrap_blocs,1.817,1.868,1.72,2.42,2.932,1.54,3.86
tls,single,mldsa87,p521_hqc256,hybride,L5,pq,none,500,500,0,100.0,4,4,89.218,5.081,85.897,94.629,bootstrap_blocs,88.773,89.664,86.765,98.102,103.224,84.45,113.58
tls,single,mldsa87,p521_mlkem1024,hybride,L5,pq,none,500,500,0,100.0,4,4,9.653,1.415,8.893,10.988,bootstrap_blocs,9.529,9.777,9.095,12.241,14.231,7.89,16.96
tls,single,secp384r1,P-384,classique,L3,classique,none,500,500,0,100.0,4,4,4.433,0.682,4.094,5.047,bootstrap_blocs,4.373,4.492,4.105,6.08,6.66,3.73,7.02
tls,single,secp384r1,hqc192,pq_pur,L3,classique,none,500,500,0,100.0,4,4,47.251,3.5,45.16,51.055,bootstrap_blocs,46.944,47.558,45.49,53.703,55.365,44.19,60.28
tls,single,secp384r1,mlkem768,pq_pur,L3,classique,none,500,500,0,100.0,4,4,3.037,0.279,2.941,3.201,bootstrap_blocs,3.013,3.062,2.925,3.6,3.95,2.65,4.62
tls,single,secp384r1,p384_hqc192,hybride,L3,classique,none,500,500,0,100.0,4,4,53.95,5.321,51.386,58.906,bootstrap_blocs,53.483,54.416,51.365,63.901,72.06,50.22,95.34
tls,single,secp384r1,p384_mlkem768,hybride,L3,classique,none,500,500,0,100.0,4,4,10.437,1.059,9.855,11.384,bootstrap_blocs,10.344,10.529,10.17,12.31,13.786,8.9,15.63
tls,single,secp384r1,x448_hqc192,hybride,L3,classique,none,500,500,0,100.0,4,4,48.924,4.235,46.353,53.539,bootstrap_blocs,48.553,49.295,46.48,56.761,57.891,45.5,70.04
tls,single,secp384r1,x448_mlkem768,hybride,L3,classique,none,500,500,0,100.0,4,4,4.749,0.605,4.453,5.261,bootstrap_blocs,4.696,4.802,4.47,5.87,6.91,4.16,7.96
tls,single,secp384r1,x448,classique,L3,classique,none,500,500,0,100.0,4,4,3.67,0.315,3.566,3.778,bootstrap_blocs,3.643,3.698,3.57,4.231,4.85,3.24,6.05
tls,single,secp521r1,P-521,classique,L5,classique,none,500,500,0,100.0,4,4,4.588,0.702,4.294,5.138,bootstrap_blocs,4.527,4.65,4.315,5.774,7.632,4.02,9.45
tls,single,secp521r1,hqc256,pq_pur,L5,classique,none,500,500,0,100.0,4,4,82.362,3.059,81.11,84.096,bootstrap_blocs,82.094,82.63,81.38,87.25,95.344,79.42,106.87
tls,single,secp521r1,mlkem1024,pq_pur,L5,classique,none,500,500,0,100.0,4,4,3.411,0.441,3.236,3.732,bootstrap_blocs,3.372,3.449,3.21,4.442,4.89,2.97,5.28
tls,single,secp521r1,p521_hqc256,hybride,L5,classique,none,500,500,0,100.0,4,4,90.369,5.416,86.873,96.086,bootstrap_blocs,89.895,90.844,87.68,100.194,103.251,85.52,123.11
tls,single,secp521r1,p521_mlkem1024,hybride,L5,classique,none,500,500,0,100.0,4,4,10.661,1.058,10.141,11.536,bootstrap_blocs,10.568,10.754,10.35,12.572,13.564,9.18,16.8
