P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.92,1.84,10.72,2.21,2.01
1.58,1.53,6.88,1.82,1.59
1.61,1.54,6.9,1.88,1.54
2.33,1.58,7.22,2.13,2.1
1.65,1.56,7.2,1.89,1.6
1.71,1.55,7.12,1.97,1.58
2.21,1.49,7.19,2.94,2.33
1.61,1.69,7.03,1.86,1.62
1.67,1.57,7.03,1.86,1.85
1.97,1.56,6.96,2.43,1.79
1.66,1.64,7.04,1.9,1.63
1.64,1.6,7.04,1.92,1.71
1.68,1.56,6.95,2.38,1.66
1.65,1.56,7.04,1.86,1.61
1.65,1.82,7.88,1.91,1.62
1.9,1.52,7.34,2.34,2.04
1.67,1.57,7.84,1.91,1.58
1.65,1.64,8.08,1.89,1.63
1.95,1.53,8.18,2.09,2.34
1.64,1.7,8.07,2.66,1.58
1.66,1.62,8.31,1.89,1.55
2.52,1.56,8.81,1.93,2.08
1.65,1.54,7.66,2.7,1.6
1.68,2.03,8.64,1.88,1.61
1.83,1.52,7.36,1.88,1.94
1.66,1.57,7.68,2.41,1.61
1.63,1.81,8.38,1.92,1.65
1.68,1.54,7.25,1.96,1.85
2.25,1.58,7.16,2.06,1.67
1.6,1.63,7.12,1.85,1.62
1.73,1.55,7.06,1.88,1.89
2.41,1.59,7.1,2.06,1.74
1.72,1.56,7.03,1.85,1.59
1.78,1.65,7.3,1.89,1.68
1.99,1.54,6.93,2.0,1.65
1.67,1.65,7.03,1.77,1.61
1.94,1.56,7.05,1.82,2.28
2.38,1.79,7.31,2.28,1.54
1.58,1.53,7.05,1.83,1.56
1.73,1.5,6.99,1.92,1.7
2.24,2.02,7.01,2.07,1.67
1.66,1.48,7.06,1.92,1.61
1.89,1.65,7.02,1.89,1.68
1.82,2.3,6.92,1.91,1.73
1.68,1.63,6.85,2.07,1.61
1.68,1.53,6.86,1.89,1.6
1.94,2.77,7.19,1.93,2.48
1.62,1.53,8.22,2.3,1.63
1.65,1.66,7.4,1.92,1.6
2.3,1.68,8.48,1.94,2.34
1.66,1.6,8.39,2.55,1.63
1.82,1.56,8.14,1.92,1.61
1.82,1.87,8.27,1.83,2.49
1.63,1.55,8.83,2.44,1.63
1.67,1.56,7.75,1.84,1.62
1.97,1.54,7.64,1.89,2.4
1.7,1.5,8.34,2.69,1.59
1.68,1.53,7.86,1.85,1.61
2.31,1.78,9.07,1.9,2.0
1.76,1.67,9.09,2.26,1.68
1.61,1.51,7.18,1.89,1.59
1.8,1.59,6.91,1.89,1.96
1.66,1.51,7.03,2.02,1.57
1.62,1.57,6.97,2.25,1.62
1.83,1.72,7.09,1.89,1.92
1.65,1.53,6.87,1.95,1.63
1.62,1.55,6.88,1.85,1.62
1.88,1.97,6.81,1.96,1.71
1.71,1.55,7.2,1.89,1.6
1.62,1.56,6.75,2.57,1.6
1.67,1.68,6.69,1.85,1.83
2.29,1.6,6.98,1.94,1.65
1.69,1.55,7.01,2.63,1.59
1.64,1.64,7.07,1.9,1.78
1.92,1.55,6.85,1.9,1.7
1.62,1.51,6.91,2.31,1.74
1.68,1.62,7.24,1.93,1.65
2.24,2.32,6.94,1.9,2.14
1.66,1.48,6.95,2.16,1.54
1.68,1.55,6.97,1.91,1.62
2.23,2.01,6.94,1.93,2.09
1.71,1.53,7.03,1.95,1.62
1.71,1.55,7.05,1.96,1.69
1.71,2.05,6.93,1.88,1.77
1.73,1.54,6.95,2.0,2.01
1.72,1.57,6.84,1.84,1.53
1.81,2.24,7.21,1.89,1.96
1.73,1.54,7.89,1.87,2.6
1.67,1.68,9.17,2.1,1.54
2.45,1.64,7.63,1.83,1.66
1.61,1.53,7.52,1.88,2.37
1.66,1.57,7.57,2.75,1.59
2.43,2.12,7.41,1.88,1.6
1.72,1.47,8.75,1.92,2.12
1.67,1.58,7.69,2.95,1.66
2.33,1.91,8.13,1.88,1.6
1.66,1.6,8.12,1.89,1.81
1.63,1.54,8.6,2.55,1.58
2.57,1.84,7.5,1.89,1.59
1.65,1.55,8.33,1.92,2.02
1.67,1.59,7.99,2.13,1.54
2.13,2.25,7.96,1.84,1.6
1.6,1.56,8.19,1.89,1.94
1.64,1.57,8.29,2.1,1.61
2.5,2.11,8.77,1.91,1.58
1.67,1.62,8.14,1.91,1.9
1.6,1.51,7.8,1.93,1.62
2.48,1.85,7.68,2.23,1.61
1.63,1.53,7.92,1.87,2.27
1.66,1.64,8.09,1.9,1.62
2.17,2.09,7.88,2.05,1.61
1.74,1.55,7.93,1.92,2.87
1.67,1.55,7.8,1.94,1.6
2.48,1.55,7.85,1.93,1.58
1.69,1.5,7.99,2.09,2.64
1.66,1.57,7.08,1.9,1.62
1.68,1.81,7.03,1.93,1.62
1.85,1.57,7.03,2.18,2.63
1.63,1.58,6.98,1.99,1.62
1.67,1.77,6.95,1.91,1.57
1.6,1.55,6.96,1.95,2.41
1.65,1.76,6.92,1.89,1.6
2.03,1.97,8.71,1.97,1.67
1.65,1.49,7.24,2.14,2.0
1.61,1.56,6.77,2.87,1.56
1.75,1.98,7.11,1.88,1.65
1.71,1.54,7.73,1.89,2.52
1.66,1.58,7.78,2.63,1.59
1.68,1.59,7.58,1.84,1.58
1.62,1.53,8.64,1.92,2.43
1.64,1.59,8.28,2.13,1.6
1.75,1.64,8.53,1.86,1.61
2.42,1.54,8.38,1.93,2.41
1.76,1.65,8.17,3.51,1.62
1.67,1.61,8.01,1.89,1.63
2.19,1.52,7.87,1.89,2.46
1.63,1.57,8.02,2.08,1.57
1.67,1.91,8.46,1.86,1.64
2.23,1.46,7.79,1.84,2.4
1.72,1.61,8.72,2.01,1.53
1.72,1.49,8.04,1.92,1.62
2.31,1.54,9.5,1.87,2.34
1.65,1.75,6.92,1.95,1.58
1.67,1.6,7.15,2.28,1.62
2.45,1.51,6.97,1.9,2.2
1.68,1.64,6.96,1.9,1.61
1.65,1.49,7.01,2.02,1.63
2.44,1.58,7.63,1.92,2.34
1.59,1.84,7.03,2.22,1.52
1.86,1.52,7.03,2.94,1.68
2.24,1.54,10.72,1.86,1.9
1.66,2.5,9.49,1.82,1.62
1.68,1.56,10.27,2.81,1.6
2.38,1.52,10.32,1.86,2.46
1.64,2.06,7.08,2.04,1.57
1.62,1.54,7.04,2.71,1.57
2.09,1.62,7.67,1.89,2.38
1.72,1.84,7.54,1.81,1.55
2.0,1.55,7.3,2.12,1.59
1.97,1.53,7.7,1.95,2.32
1.65,1.76,7.36,1.81,1.65
1.67,1.63,7.88,2.04,1.64
2.33,1.56,7.51,1.98,1.87
1.63,1.68,7.8,1.9,1.63
1.66,1.5,8.21,1.98,1.55
1.89,1.55,8.68,2.34,1.88
1.7,1.82,7.11,1.85,1.61
1.63,1.58,8.79,1.93,1.54
1.67,1.57,6.8,2.71,2.37
1.89,2.27,6.8,1.82,1.55
1.65,1.52,7.35,1.79,1.65
1.68,1.53,7.51,2.42,2.62
2.23,1.75,8.1,1.83,1.61
1.67,1.65,8.13,1.82,1.67
1.68,1.6,7.84,2.09,2.38
2.06,1.87,8.56,2.09,1.64
1.65,1.53,8.27,1.79,1.61
1.66,1.55,7.87,2.27,2.5
2.31,1.89,7.41,1.8,1.61
1.6,1.52,7.57,1.86,1.6
1.67,1.54,7.71,2.2,1.76
2.01,2.06,7.34,1.89,1.6
1.63,1.55,7.53,1.85,1.57
1.65,1.63,6.98,2.03,2.12
2.6,2.68,7.1,1.91,1.89
1.65,1.56,7.17,1.85,1.63
1.65,1.6,7.56,1.9,1.97
2.35,2.25,7.09,1.88,1.68
1.65,1.62,7.86,1.91,1.62
1.63,1.54,7.72,1.91,2.4
2.63,2.37,7.19,1.98,1.56
1.63,1.55,7.33,1.87,1.64
1.67,1.56,7.62,1.94,2.49
1.72,2.08,7.24,2.07,1.62
1.58,1.6,7.3,1.87,1.61
1.66,1.56,7.15,1.91,2.09
1.65,1.89,6.76,1.95,1.58
2.66,1.58,7.06,1.91,1.64
1.61,1.55,6.94,1.89,2.43
1.68,1.77,6.92,1.93,1.59
2.19,1.54,6.7,2.63,1.62
1.69,1.55,6.82,1.89,1.96
2.03,1.99,6.88,1.95,1.61
2.61,1.57,7.91,2.93,1.56
1.67,1.53,6.76,1.9,2.31
1.64,2.91,6.71,1.92,1.61
1.79,1.56,6.76,2.41,1.61
1.6,1.5,6.77,1.81,2.49
1.61,1.69,6.74,1.86,1.57
1.81,1.53,6.88,2.31,1.63
1.62,1.56,6.78,2.64,2.17
1.69,1.8,6.77,1.9,1.57
1.82,1.54,6.78,1.99,1.71
1.66,1.56,6.87,2.04,1.7
1.65,2.41,6.98,1.82,1.54
1.98,1.56,6.88,1.86,1.64
1.61,1.56,7.29,2.72,1.64
1.66,2.29,9.44,1.91,1.53
1.68,1.53,7.61,1.88,1.73
1.64,1.54,7.29,3.62,3.9
1.66,2.27,7.96,1.83,1.64
1.68,1.55,8.22,1.88,1.62
1.7,1.59,8.22,3.04,1.91
1.82,1.57,8.14,1.86,1.6
1.67,1.6,7.96,1.92,1.71
1.73,1.53,7.85,2.14,1.79
1.64,1.77,8.12,1.91,1.58
1.7,1.55,8.03,1.82,1.61
2.17,1.54,8.49,1.94,1.62
1.74,1.95,7.88,1.94,1.59
1.69,1.52,8.17,1.83,1.72
2.7,1.52,9.42,1.93,1.63
1.68,1.95,7.39,1.81,1.52
1.67,1.57,7.88,1.84,1.79
2.05,1.49,7.67,2.13,1.64
1.64,1.61,8.31,1.75,1.58
1.61,1.53,7.28,1.83,1.88
2.02,1.51,6.98,2.29,1.54
1.69,1.67,6.79,2.09,1.51
1.65,1.51,7.14,1.91,1.89
1.71,1.52,10.48,2.01,1.65
1.67,1.57,7.29,1.96,1.65
1.69,1.56,7.74,1.85,2.03
1.74,1.56,7.67,1.92,1.64
1.63,2.07,7.92,1.99,1.61
1.66,1.52,8.06,1.89,2.0
1.93,1.55,8.38,1.93,1.59
1.61,2.22,8.26,2.85,1.64
1.64,1.54,7.89,1.88,1.65
2.51,1.55,7.77,1.92,1.95
1.65,1.73,7.84,2.53,1.58
1.71,1.5,8.09,1.9,1.63
1.77,1.55,10.29,1.92,2.02
1.7,1.64,8.59,3.14,1.59
1.75,1.52,9.51,1.85,1.76
2.17,1.56,7.04,1.9,2.12
2.15,1.7,7.71,3.13,1.55
1.65,1.53,7.42,1.95,1.59
1.66,1.49,7.75,1.87,2.19
1.86,1.63,10.34,2.1,1.58
1.65,1.52,8.56,1.94,1.58
1.72,1.56,7.48,1.91,1.55
1.64,1.87,7.28,1.92,1.54
1.95,1.52,8.3,2.93,2.01
1.59,1.54,6.82,1.84,2.02
1.65,1.56,6.91,1.91,1.59
1.59,1.51,6.81,2.26,1.68
1.62,1.47,6.99,1.88,1.61
1.83,1.56,221.36,1.9,1.83
1.67,1.56,14.58,1.94,1.61
1.62,1.56,226.18,1.98,1.79
1.61,1.74,7.52,1.88,1.59
1.59,1.71,7.37,1.91,1.56
1.61,1.54,8.38,2.58,1.82
1.77,1.67,8.14,1.9,1.83
1.56,1.53,7.99,1.92,1.56
1.59,1.55,8.0,3.23,1.58
1.91,2.06,224.41,1.86,2.44
2.23,1.83,9.97,1.83,1.55
1.61,1.49,11.7,2.07,1.72
1.81,1.57,10.36,1.91,1.86
1.59,2.38,10.48,1.9,1.64
1.7,1.74,10.81,2.06,1.74
1.95,1.57,11.08,1.86,1.87
2.35,2.01,10.67,1.88,1.61
1.65,1.54,9.95,1.86,1.65
1.69,1.54,8.84,1.82,1.78
1.74,1.72,8.04,1.82,1.61
1.73,1.54,9.36,1.89,1.57
1.7,1.53,8.51,1.89,2.12
2.03,1.82,7.75,1.88,1.61
1.93,1.51,8.53,1.93,1.68
1.68,1.58,7.87,1.99,1.62
2.28,1.82,7.34,1.84,2.22
1.64,1.98,1019.11,1.9,1.6
1.66,1.54,10.68,1.92,1.64
2.58,1.58,7.09,1.89,1.47
1.65,1.48,7.05,2.08,1.58
1.63,1.53,1020.86,1.98,2.32
2.0,2.15,7.6,2.26,1.66
1.56,2.18,1056.08,1.89,1.85
1.71,1.53,1073.55,1.94,1.55
2.37,1.52,7.53,2.06,1.55
1.58,2.92,6.99,1.91,2.02
1.64,1.5,8.01,1.91,1.56
1.57,1.57,8.64,2.73,1.71
1.63,2.48,11.45,1.88,1.66
1.97,1.5,7.59,1.98,1.63
1.77,1.49,7.55,2.03,1.63
1.66,2.0,1018.02,1.93,2.47
1.69,1.57,7.58,1.9,1.64
1.71,1.56,1058.95,1.95,1.65
1.67,2.37,8.43,2.3,2.33
1.69,1.49,7.33,1.82,1.64
1.7,1.57,226.15,1.82,1.68
1.66,1.95,7.46,2.49,1.75
1.67,1.53,1037.1,1.89,1.7
1.62,1.57,1078.79,2.56,1.56
