P-521,p521_mlkem1024,mlkem1024
18.19,28.01,7.93
18.1,24.14,7.56
17.69,24.73,8.74
17.4,26.05,8.1
17.76,24.85,7.91
17.16,24.87,7.92
17.33,24.86,7.98
18.48,24.64,7.97
18.14,24.79,8.0
17.01,25.17,8.49
17.64,24.99,8.79
16.79,25.2,9.23
18.48,25.04,8.79
17.95,25.11,9.15
17.7,24.94,9.2
17.72,25.24,9.21
17.7,25.83,8.53
17.68,25.1,10.78
17.79,24.79,8.24
17.82,25.07,9.26
17.89,25.45,9.47
17.69,25.25,9.32
17.62,26.76,8.83
16.98,26.08,8.61
17.33,24.73,8.58
17.11,27.84,7.98
17.82,25.27,9.09
17.68,24.81,7.89
17.64,26.05,7.86
17.99,25.46,7.92
18.53,24.2,7.95
17.73,24.24,7.89
17.61,25.75,8.79
17.52,24.33,8.3
17.36,24.84,8.09
16.68,24.67,8.48
16.62,25.49,8.65
16.69,24.75,8.21
16.44,24.84,8.41
17.49,24.01,8.15
16.63,24.9,8.88
17.3,25.16,8.13
16.6,25.02,8.75
16.7,24.96,8.83
16.04,25.28,11.47
16.56,25.15,8.35
16.12,24.45,8.04
16.4,24.14,7.92
16.97,23.93,8.1
17.21,24.18,8.29
16.72,25.52,7.98
16.9,26.67,7.94
16.56,25.64,7.96
18.08,25.35,7.97
16.5,24.68,7.96
16.95,24.02,8.01
16.57,24.87,7.97
16.73,26.13,8.05
16.75,25.46,8.89
17.86,26.35,8.29
16.55,24.94,8.58
16.87,24.99,8.15
16.52,25.72,8.29
16.84,25.58,8.0
16.64,26.06,8.23
16.87,25.5,8.19
16.66,25.68,9.45
17.15,25.61,8.36
16.75,24.9,9.06
17.86,25.19,8.02
16.54,25.02,8.49
17.23,25.41,8.48
17.75,27.34,8.3
17.43,25.56,8.84
17.2,27.55,7.82
17.31,27.12,8.07
17.34,26.71,8.05
16.99,26.57,8.3
17.59,26.59,8.66
17.38,27.07,8.49
16.92,26.78,9.2
16.39,28.0,8.2
16.74,26.55,8.58
16.77,24.56,8.33
17.0,25.39,8.72
16.55,25.74,8.07
16.47,24.77,8.69
16.56,25.5,8.41
17.17,26.27,8.49
17.09,27.1,8.68
16.8,25.63,8.51
16.86,24.7,8.38
16.73,25.06,8.72
17.08,26.17,8.65
16.51,23.64,8.39
16.79,23.82,8.24
16.37,24.53,8.81
17.06,24.3,8.37
17.28,25.6,8.1
16.5,25.42,8.75
17.46,24.84,9.0
17.28,24.12,7.98
17.07,23.96,8.57
16.73,23.33,8.06
16.18,23.67,8.19
16.16,27.45,7.93
16.49,25.01,8.6
16.5,24.28,8.04
16.85,24.68,9.31
16.82,24.93,8.29
16.77,25.81,8.06
17.06,24.33,8.01
16.44,26.58,8.02
16.95,24.09,8.67
17.26,23.98,8.29
18.13,24.74,8.11
16.27,23.84,8.01
18.82,23.89,8.02
16.68,23.85,7.71
17.0,24.13,7.87
16.32,24.29,8.75
17.05,24.12,8.01
17.82,24.21,8.67
16.93,24.44,7.79
16.38,24.32,7.76
16.42,24.78,8.07
17.07,24.14,8.55
17.1,24.1,8.3
16.47,25.18,8.29
16.04,25.46,9.07
16.98,24.23,8.58
16.36,23.94,8.04
18.05,23.66,7.87
16.24,23.56,8.16
17.97,24.06,8.38
16.94,23.97,8.03
16.92,24.02,8.01
16.41,35.6,7.77
17.75,32.02,8.87
16.48,24.8,8.08
17.0,25.43,8.7
16.15,24.77,8.21
16.88,26.28,8.19
16.81,25.16,8.72
16.15,24.76,8.64
17.27,26.18,7.96
16.64,23.69,8.43
19.19,25.31,7.98
16.92,26.3,9.36
16.86,26.83,8.1
16.68,29.29,8.9
16.0,26.74,8.34
16.17,27.6,8.72
16.35,26.75,8.8
16.14,27.79,8.55
16.28,26.02,8.47
16.19,24.89,8.66
16.2,24.27,8.06
16.63,29.86,8.7
17.32,24.86,8.02
16.69,24.87,8.38
16.82,24.4,8.22
17.06,24.74,8.51
17.16,24.67,8.54
16.2,24.12,7.97
16.86,1080.3,8.07
16.5,25.93,7.98
16.87,30.36,8.11
17.36,24.6,8.12
16.48,26.15,8.25
17.23,24.09,8.78
16.5,23.31,8.04
16.82,24.05,8.23
19.96,24.02,8.68
17.23,24.82,8.65
16.7,24.73,8.59
17.49,1055.93,8.55
17.5,26.05,9.52
16.77,25.99,8.8
17.05,24.82,8.2
17.4,24.16,8.8
17.14,24.29,9.77
17.18,23.95,8.36
16.05,24.04,8.06
16.37,23.38,8.15
16.09,25.01,7.98
16.49,24.75,7.7
16.22,24.78,7.78
19.16,25.25,7.99
16.75,25.12,7.94
16.96,23.5,8.09
16.43,23.58,8.72
16.35,24.36,9.06
16.19,26.41,8.51
16.92,26.29,8.48
19.31,25.33,8.78
20.4,24.01,9.03
16.86,25.17,8.88
16.28,25.03,9.14
