procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 16221176 196060 5451640    0    0   122   126 2937    4  5  1 93  1  0  0
 0  1      0 16218908 196096 5451672    0    0     0  1472 3699 7721  3  2 79 16  0  0
 4  1      0 16209608 196124 5449708    0    0     0   892 4784 8662  5  3 82 10  0  0
 2  1      0 16201572 196124 5451776    0    0     0  1296 5694 7897  7  5 77 11  0  0
 4  0      0 16214096 196152 5451764    0    0     0   504 8263 11713  5  5 83  7  0  0
 1  0      0 16164008 196152 5451772    0    0     0     0 19556 28468 11 10 79  0  0  0
 0  1      0 16181364 196172 5451780    0    0     0   956 5396 10075  4  3 79 14  0  0
 0  1      0 16187300 196224 5451908    0    0     0   756 5583 9084  7  4 79  9  0  0
 0  0      0 16193632 196232 5451916    0    0     0   252 2266 3304  2  2 93  3  0  0
 0  0      0 16197792 196232 5449880    0    0     0     0 1693 4003  1  1 97  0  0  0
 0  0      0 16222720 196232 5449884    0    0     0     0 1559 1890  1  1 98  0  0  0
 0  0      0 16231324 196232 5449892    0    0     0     0 1446 1582  2  2 97  0  0  0
 1  0      0 16230048 196232 5449904    0    0     0     0 1697 3671  2  2 96  0  0  0
 0  1      0 16238204 196236 5451960    0    0     0    48 1751 1829  2  2 96  0  0  0
 0  0      0 16238656 196240 5451972    0    0     0     4 1044 1284  1  1 97  1  0  0
 0  2      0 16225048 196264 5451968    0    0     0  1384 4055 9329  3  3 83 11  0  0
 0  1      0 16224984 196300 5451972    0    0     0   988 2816 4594  3  2 83 12  0  0
 2  1      0 16231864 196320 5452116    0    0     0   660 6762 12818  8  5 79  9  0  0
 7  2      0 16221316 196340 5450012    0    0     0  1392 6053 8405 13  3 62 23  0  0
 1  1      0 16202284 196392 5452176    0    0     0   796 7951 10534 15  4 71 10  0  0
 1  2      0 16194696 196424 5452180    0    0     0  1484 6880 9563 19  4 60 18  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 16199412 196452 5452304    0    0     0   824 7863 10006 20  4 65 11  0  0
 1  5      0 16199656 196504 5452284    0    0     0  1584 7651 10611 19  4 58 19  0  0
 2  1      0 16190148 196532 5450240    0    0     0   932 7264 9099 19  4 64 13  0  0
 1  1      0 16180052 196556 5452312    0    0     0   828 9429 16143 20  5 65  9  0  0
 1  1      0 16172772 196580 5450284    0    0     0  1396 6311 5813 18  4 65 14  0  0
 1  1      0 16180080 196636 5452460    0    0     0   820 8236 10757 20  5 64 11  0  0
 1  1      0 16178316 196664 5450436    0    0     0  1480 7301 9824 19  3 63 15  0  0
 1  1      0 16158764 196696 5452600    0    0     0   816 9213 15756 21  5 65  9  0  0
 1  2      0 16145852 196712 5452624    0    0     0  1512 7844 11655 19  4 55 22  0  0
 6  2      0 16147552 196732 5452716    0    0     0   996 6620 6860 18  3 66 12  0  0
 4  1      0 16139088 196764 5452840    0    0     0   792 8960 14698 21  4 66  9  0  0
 1  1      0 16145752 196776 5450748    0    0     0  1224 7871 10806 19  3 58 19  0  0
 2  1      0 16131192 196800 5452860    0    0     0   900 8242 11211 21  5 63 11  0  0
 3  2      0 16117352 196828 5452968    0    0     0  1448 7794 11742 19  4 63 15  0  0
 4  1      0 16132088 196856 5453028    0    0     0   976 6745 6591 19  4 66 11  0  0
 4  5      0 16133616 196876 5453152    0    0     0  1580 9118 13956 20  5 61 14  0  0
 4  1      0 16113256 196904 5453176    0    0     0   788 7545 12064 19  4 62 15  0  0
 4  1      0 16115288 196936 5453336    0    0     0  1336 10022 17554 22  5 64  9  0  0
 5  1      0 16111372 196960 5451292    0    0     0  1028 6609 6873 18  4 62 17  0  0
 5  1      0 16115044 197008 5453512    0    0     0   840 9578 15524 21  5 65 10  0  0
 4  1      0 16107768 197032 5451496    0    0     0  1484 6431 5664 18  4 58 20  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 16090520 197076 5453680    0    0     0  1008 9348 17259 22  5 64  9  0  0
 5  2      0 16088000 197112 5453740    0    0     0  1480 8092 12950 19  4 60 16  0  0
 7  0      0 16074820 197160 5453808    0    0     0  1004 7210 9423 19  4 66 11  0  0
 4  4      0 16076612 197196 5453968    0    0     0  1648 8973 13635 21  5 56 18  0  0
 4  1      0 16075768 197220 5451944    0    0     0  1016 7947 13524 20  4 63 13  0  0
 4  2      0 16068396 197272 5454140    0    0     0  1580 10461 18638 22  5 63 10  0  0
 4  1      0 16062420 197292 5452128    0    0     0   932 6694 7372 19  3 62 16  0  0
 4  1      0 16065924 197316 5454324    0    0     0   600 9387 15405 21  5 66  8  0  0
 5  1      0 16065924 197332 5452328    0    0     0  1492 7838 11858 20  4 52 24  0  0
 5  1      0 16060072 197380 5454424    0    0     0   980 7221 8759 19  4 64 13  0  0
 5  2      0 16054888 197396 5454560    0    0     0   996 9605 17501 21  5 64  9  0  0
 4  2      0 16048708 197424 5452712    0    0     0  1424 6231 5114 18  3 53 26  0  0
 4  1      0 16037508 197444 5454676    0    0     0   996 7014 6460 18  4 63 15  0  0
 4  6      0 16051396 197468 5454828    0    0     0  1524 11200 23144 23  5 59 13  0  0
 7  1      0 16055956 197480 5452404    0    0     0   812 6824 7850 19  4 57 20  0  0
 4  1      0 16055828 197524 5454616    0    0     0   996 9635 15772 21  5 65 10  0  0
 8 10      0 16060120 197552 5452604    0    0     0  1584 7516 8958 19  4 61 16  0  0
 5  1      0 16068280 197616 5454768    0    0     0  1012 8151 10475 21  5 65  9  0  0
 4  1      0 16065056 197640 5454852    0    0     0  1400 7239 9433 19  4 58 19  0  0
 6  0      0 16045200 197680 5454848    0    0     0   952 10402 18593 24  5 62  9  0  0
 4  1      0 16041328 197728 5455036    0    0     0  1628 7795 13222 20  4 64 12  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 16029004 197752 5455144    0    0     0   996 8241 12215 20  4 67 10  0  0
 6  1      0 16037196 197796 5455244    0    0     0  1676 8521 12307 21  5 63 10  0  0
10  0      0 16031620 197820 5453236    0    0     0   980 6154 4994 19  4 66 11  0  0
 4  1      0 16025276 197868 5455452    0    0     0   720 11802 24753 23  6 62  9  0  0
 5  1      0 16018868 197896 5453468    0    0     0  1472 7424 8981 19  4 60 17  0  0
 4  1      0 16043916 197932 5455672    0    0     0  1028 8831 14074 22  5 65  8  0  0
 5  3      0 16033992 197948 5455732    0    0     0  1520 7388 10034 19  4 61 16  0  0
 4  1      0 16019344 197972 5453724    0    0     0   868 8745 14166 21  4 61 14  0  0
 6  2      0 16004144 198020 5455928    0    0     0  1788 10702 20250 22  5 62 10  0  0
 4  1      0 16000704 198024 5453904    0    0     0   492 6900 9304 18  3 61 17  0  0
 5  2      0 16011792 198068 5456044    0    0     0  1088 8686 11033 21  6 62 11  0  0
 4  2      0 16005220 198108 5456244    0    0     0  1500 7789 10615 19  4 54 23  0  0
 5  1      0 15998788 198140 5454220    0    0     0  1036 8580 14993 21  4 63 11  0  0
 4  1      0 15992996 198168 5456372    0    0     0   632 9749 18860 21  5 65  9  0  0
 4  1      0 15986952 198196 5454364    0    0     0  1384 7162 10036 19  4 61 17  0  0
 5  1      0 16004512 198236 5456444    0    0     0  1076 6782 6735 19  4 66 12  0  0
 5  6      0 16002032 198268 5456604    0    0     0  1656 9290 14300 21  5 63 11  0  0
 5  1      0 15985364 198272 5454580    0    0     0   352 8244 14031 20  4 53 24  0  0
 5  1      0 15979360 198308 5456844    0    0     0  1004 8868 14339 22  6 63 10  0  0
 4  2      0 15984484 198340 5456968    0    0     0  1596 8582 15633 20  4 60 17  0  0
 5  1      0 15984132 198388 5457004    0    0     0  1052 6629 6115 19  4 66 11  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  1      0 15970028 198420 5457220    0    0     0   732 9657 15389 21  5 65  9  0  0
 5  1      0 15915628 198444 5457652    0    0     0  1380 10014 18604 22  6 54 18  0  0
 5  0      0 15906440 198464 5457644    0    0     0  1020 7975 12999 20  4 63 12  0  0
 5  1      0 15884912 198492 5457868    0    0     0  1336 9342 17786 22  6 63 10  0  0
 4  1      0 15896704 198508 5455864    0    0     0   740 6299 4636 17  3 54 26  0  0
 4  2      0 15913276 198520 5455916    0    0     0   848 6516 5013 18  4 65 13  0  0
