Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	04/06/2026 	_x86_64_	(8 CPU)

05:50:38     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:50:39     all    2,66    0,13    2,16   16,50    0,00    0,00    0,00    0,00    0,00   78,55
05:50:40     all    4,68    0,00    3,54    9,87    0,00    0,00    0,00    0,00    0,00   81,90
05:50:41     all    7,21    0,25    4,42   10,75    0,00    0,13    0,00    0,00    0,00   77,24
05:50:42     all    5,03    0,00    5,15    7,29    0,00    0,13    0,00    0,00    0,00   82,41
05:50:43     all   10,88    0,00    9,86    0,00    0,00    0,00    0,00    0,00    0,00   79,26
05:50:44     all    3,88    0,13    3,13   14,27    0,00    0,00    0,00    0,00    0,00   78,60
05:50:45     all    6,87    0,00    4,20    8,91    0,00    0,13    0,00    0,00    0,00   79,90
05:50:46     all    2,26    0,00    2,01    3,13    0,00    0,00    0,00    0,00    0,00   92,61
05:50:47     all    1,14    0,00    1,14    0,00    0,00    0,00    0,00    0,00    0,00   97,73
05:50:48     all    1,00    0,00    1,75    0,00    0,00    0,00    0,00    0,00    0,00   97,25
05:50:49     all    1,76    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,73
05:50:50     all    2,01    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,49
05:50:51     all    1,50    0,13    2,38    0,00    0,00    0,00    0,00    0,00    0,00   95,99
05:50:52     all    1,00    0,00    1,51    0,50    0,00    0,00    0,00    0,00    0,00   96,99
05:50:53     all    3,67    0,00    3,03   10,62    0,00    0,00    0,00    0,00    0,00   82,68
05:50:54     all    2,39    0,25    1,63   12,56    0,00    0,00    0,00    0,00    0,00   83,17
05:50:55     all    7,11    0,00    4,82    8,50    0,00    0,00    0,00    0,00    0,00   79,57
05:50:56     all   13,11    0,00    2,50   23,10    0,00    0,00    0,00    0,00    0,00   61,30
05:50:57     all   15,15    0,00    3,91   10,35    0,00    0,00    0,00    0,00    0,00   70,58
05:50:58     all   18,64    0,00    3,78   18,01    0,00    0,00    0,00    0,00    0,00   59,57
05:50:59     all   20,18    0,00    4,14   10,78    0,00    0,25    0,00    0,00    0,00   64,66
05:51:00     all   19,04    0,00    3,78   18,28    0,00    0,13    0,00    0,00    0,00   58,76
05:51:01     all   18,64    0,00    3,78   13,73    0,00    0,00    0,00    0,00    0,00   63,85
05:51:02     all   20,53    0,00    5,29    9,32    0,00    0,00    0,00    0,00    0,00   64,86
05:51:03     all   18,09    0,13    3,27   13,82    0,00    0,00    0,00    0,00    0,00   64,70
05:51:04     all   19,67    0,13    4,76   11,28    0,00    0,13    0,00    0,00    0,00   64,04
05:51:05     all   19,22    0,00    2,78   14,54    0,00    0,00    0,00    0,00    0,00   63,46
05:51:06     all   20,91    0,00    5,16    9,07    0,00    0,00    0,00    0,00    0,00   64,86
05:51:07     all   18,81    0,00    3,79   22,22    0,00    0,00    0,00    0,00    0,00   55,18
