protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,ed25519,P-256,classique,L1,classique,unstable,500,500,0,100.0,4,4,1434.175,5908.863,950.638,2253.327,bootstrap_blocs,916.24,1952.11,213.15,4112.15,14239.683,1.58,104433.32
tls,single,ed25519,hqc128,pq_pur,L1,classique,unstable,500,498,2,99.6,4,4,2816.424,9717.153,2438.083,3194.765,bootstrap_blocs,1962.969,3669.878,649.8,9508.295,30118.186,16.67,108785.25
tls,single,ed25519,mlkem512,pq_pur,L1,classique,unstable,500,499,1,99.8,4,4,1175.313,3774.554,1042.014,1269.444,bootstrap_blocs,844.128,1506.499,212.12,4081.834,13067.074,1.63,53605.88
tls,single,ed25519,p256_hqc128,hybride,L1,classique,unstable,500,499,1,99.8,4,4,2276.591,7056.984,1630.456,3129.306,bootstrap_blocs,1657.4,2895.783,695.0,7378.322,30910.875,20.78,106089.85
tls,single,ed25519,p256_mlkem512,hybride,L1,classique,unstable,500,497,3,99.4,4,4,1632.656,6591.177,1165.39,2101.805,bootstrap_blocs,1053.173,2212.139,229.35,4762.046,26465.467,7.11,106520.16
tls,single,ed25519,x25519_hqc128,hybride,L1,classique,unstable,500,499,1,99.8,4,4,2938.892,10945.197,2505.003,3599.014,bootstrap_blocs,1978.542,3899.241,676.9,7829.904,53264.231,16.48,111003.43
tls,single,ed25519,x25519_mlkem512,hybride,L1,classique,unstable,500,500,0,100.0,4,4,1152.857,3202.03,846.307,1601.916,bootstrap_blocs,872.187,1433.527,415.42,4118.958,8693.171,1.9,52511.69
tls,single,ed25519,x25519,classique,L1,classique,unstable,500,500,0,100.0,4,4,1251.877,3225.8,1073.837,1506.623,bootstrap_blocs,969.124,1534.631,419.85,4362.119,13247.206,1.54,55741.71
tls,single,mldsa44,P-256,classique,L1,pq,unstable,500,498,2,99.6,4,4,2469.791,6188.342,2028.952,2871.123,bootstrap_blocs,1926.271,3013.311,1012.775,8027.104,27940.663,1.44,56930.21
tls,single,mldsa44,hqc128,pq_pur,L1,pq,unstable,500,499,1,99.8,4,4,3617.063,8606.669,3468.941,3764.593,bootstrap_blocs,2861.9,4372.227,1083.01,14399.847,41574.937,15.8,108545.6
tls,single,mldsa44,mlkem512,pq_pur,L1,pq,unstable,500,498,2,99.6,4,4,3171.0,10837.602,2631.145,3735.543,bootstrap_blocs,2219.136,4122.863,621.065,9729.401,53900.661,1.42,122041.73
tls,single,mldsa44,p256_hqc128,hybride,L1,pq,unstable,500,500,0,100.0,4,4,4499.221,13741.978,3655.106,5598.778,bootstrap_blocs,3294.684,5703.759,1108.495,19307.499,106372.157,20.45,112240.06
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,unstable,500,497,3,99.4,4,4,3014.573,9317.611,2555.667,3570.124,bootstrap_blocs,2195.387,3833.759,829.59,11718.552,52688.004,6.86,108503.15
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,unstable,500,499,1,99.8,4,4,5244.554,30382.688,3619.265,8093.197,bootstrap_blocs,2578.727,7910.381,1073.41,13141.787,63140.255,16.74,628375.13
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,unstable,500,498,2,99.6,4,4,2505.464,8360.743,2034.772,3008.679,bootstrap_blocs,1771.142,3239.786,826.925,8417.576,29174.417,1.78,108428.79
tls,single,mldsa44,x25519,classique,L1,pq,unstable,500,500,0,100.0,4,4,2802.074,8385.72,2077.477,3526.671,bootstrap_blocs,2067.034,3537.115,617.485,13268.69,53487.245,1.43,105401.28
tls,single,mldsa65,P-384,classique,L3,pq,unstable,500,498,2,99.6,4,4,9255.454,140565.435,2501.709,21775.557,bootstrap_blocs,-3090.365,21601.274,1036.065,9324.396,53532.926,2.75,3134035.12
tls,single,mldsa65,hqc192,pq_pur,L3,pq,unstable,500,495,5,99.0,4,4,4786.747,12433.456,4012.956,5569.974,bootstrap_blocs,3691.416,5882.078,1529.12,16405.396,59596.017,43.76,110412.41
tls,single,mldsa65,mlkem768,pq_pur,L3,pq,unstable,500,500,0,100.0,4,4,4745.582,25684.831,2923.185,7201.173,bootstrap_blocs,2494.207,6996.956,1051.63,14876.864,57626.271,1.54,513386.76
tls,single,mldsa65,p384_hqc192,hybride,L3,pq,unstable,500,496,4,99.2,4,4,6319.634,16379.522,5430.696,7020.473,bootstrap_blocs,4878.128,7761.14,1873.36,28419.217,105504.192,49.9,141037.66
tls,single,mldsa65,p384_mlkem768,hybride,L3,pq,unstable,500,499,1,99.8,4,4,3647.981,10903.436,3065.324,4614.391,bootstrap_blocs,2691.295,4604.666,1049.48,13254.422,52671.773,8.31,114451.86
tls,single,mldsa65,x448_hqc192,hybride,L3,pq,unstable,500,497,3,99.4,4,4,5262.529,13665.037,4326.29,6142.241,bootstrap_blocs,4061.126,6463.932,1545.05,19571.5,106474.177,45.4,114935.7
tls,single,mldsa65,x448_mlkem768,hybride,L3,pq,unstable,500,500,0,100.0,4,4,3665.98,10288.95,2777.013,4660.056,bootstrap_blocs,2764.114,4567.846,1019.7,14835.24,53479.589,2.98,106185.21
tls,single,mldsa65,x448,classique,L3,pq,unstable,500,498,2,99.6,4,4,2586.181,6957.296,1767.226,3189.282,bootstrap_blocs,1975.124,3197.238,1009.92,8274.31,29565.077,2.25,105970.06
tls,single,mldsa87,P-521,classique,L5,pq,unstable,500,499,1,99.8,4,4,3563.268,9803.476,2632.985,4489.828,bootstrap_blocs,2703.094,4423.441,1031.26,13973.498,52930.239,2.73,110114.27
tls,single,mldsa87,hqc256,pq_pur,L5,pq,unstable,500,491,9,98.2,4,4,7713.212,15316.533,6753.92,8830.875,bootstrap_blocs,6358.41,9068.014,2549.24,30432.765,68023.178,78.61,122686.57
tls,single,mldsa87,mlkem1024,pq_pur,L5,pq,unstable,500,497,3,99.4,4,4,3964.394,9989.384,2901.929,4902.414,bootstrap_blocs,3086.147,4842.641,1470.18,14634.712,42205.628,1.67,134250.12
tls,single,mldsa87,p521_hqc256,hybride,L5,pq,unstable,500,495,5,99.0,4,4,7150.632,15971.665,5127.27,9680.643,bootstrap_blocs,5743.601,8557.663,2316.47,28919.503,106734.413,85.14,119397.88
tls,single,mldsa87,p521_mlkem1024,hybride,L5,pq,unstable,500,497,3,99.4,4,4,3461.567,6207.04,3136.987,3784.844,bootstrap_blocs,2915.856,4007.278,1432.27,15280.012,29274.912,8.88,64093.47
tls,single,secp384r1,P-384,classique,L3,classique,unstable,500,497,3,99.4,4,4,1159.395,3345.747,1022.632,1312.957,bootstrap_blocs,865.244,1453.547,226.17,4115.022,11326.418,3.7,52881.98
tls,single,secp384r1,hqc192,pq_pur,L3,classique,unstable,500,498,2,99.6,4,4,3502.631,10515.823,2980.582,3868.236,bootstrap_blocs,2579.03,4426.233,1107.63,13424.161,54273.011,44.13,111926.31
tls,single,secp384r1,mlkem768,pq_pur,L3,classique,unstable,500,498,2,99.6,4,4,1561.271,5936.237,1257.856,1867.134,bootstrap_blocs,1039.894,2082.649,219.425,5355.851,12943.74,2.81,107556.0
tls,single,secp384r1,p384_hqc192,hybride,L3,classique,unstable,500,494,6,98.8,4,4,3737.721,10714.798,2545.736,4752.953,bootstrap_blocs,2792.841,4682.601,1120.335,13372.318,54049.277,50.61,106685.0
tls,single,secp384r1,p384_mlkem768,hybride,L3,classique,unstable,500,500,0,100.0,4,4,1957.043,7129.614,1546.244,2531.345,bootstrap_blocs,1332.105,2581.981,248.28,5604.381,27916.731,9.47,106755.65
tls,single,secp384r1,x448_hqc192,hybride,L3,classique,unstable,500,499,1,99.8,4,4,3175.736,9467.242,2383.256,3977.011,bootstrap_blocs,2345.065,4006.407,1093.99,9418.43,52510.382,45.7,108372.44
tls,single,secp384r1,x448_mlkem768,hybride,L3,classique,unstable,500,500,0,100.0,4,4,2114.894,9083.426,1361.327,3466.958,bootstrap_blocs,1318.696,2911.091,224.22,5866.0,28496.677,4.31,110041.51
tls,single,secp384r1,x448,classique,L3,classique,unstable,500,500,0,100.0,4,4,1476.609,6032.244,1048.466,1894.161,bootstrap_blocs,947.86,2005.359,218.03,4526.555,19979.42,3.48,105436.52
tls,single,secp521r1,P-521,classique,L5,classique,unstable,500,499,1,99.8,4,4,1111.261,2444.052,908.757,1311.46,bootstrap_blocs,896.816,1325.706,420.38,4339.984,13056.618,4.05,27815.48
tls,single,secp521r1,hqc256,pq_pur,L5,classique,unstable,500,496,4,99.2,4,4,5541.366,15179.416,4616.128,6093.805,bootstrap_blocs,4205.478,6877.255,1546.88,27743.237,106433.646,79.4,114423.8
tls,single,secp521r1,mlkem1024,pq_pur,L5,classique,unstable,500,499,1,99.8,4,4,2300.169,9579.205,2118.638,2561.378,bootstrap_blocs,1459.674,3140.664,226.59,6423.182,52295.511,3.09,110286.37
tls,single,secp521r1,p521_hqc256,hybride,L5,classique,unstable,500,500,0,100.0,4,4,4611.059,11805.73,4114.497,5314.104,bootstrap_blocs,3576.241,5645.876,1386.995,17812.848,54555.341,85.44,148306.77
tls,single,secp521r1,p521_mlkem1024,hybride,L5,classique,unstable,500,499,1,99.8,4,4,1727.63,4404.638,1432.355,1939.31,bootstrap_blocs,1341.16,2114.1,628.81,6414.02,26367.682,9.85,52306.07
