procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 15230776 147144 5463440    0    0   653  1444 6886    7 12  4 81  3  0  0
 0  1      0 15218176 147172 5463464    0    0     0  2428 5044 9139  8  5 76 11  0  0
 1  0      0 15217672 147220 5463564    0    0     0   924 4975 8305  7  4 79 10  0  0
 0  1      0 15208804 147244 5463572    0    0     0   492 7172 10205 12  7 74  7  0  0
 1  0      0 15221744 147292 5463704    0    0     0  1704 4151 4947  6  5 78 11  0  0
 0  2      0 15233640 147320 5463704    0    0     0  1080 9000 12411  9  9 76  6  0  0
 0  1      0 15233640 147364 5463716    0    0     0   968 2722 2990  7  6 73 14  0  0
 0  0      0 15238116 147396 5463824    0    0     0   492 7997 11798 10  8 76  6  0  0
 0  0      0 15239228 147396 5463840    0    0     0     4 1012 1300  1  2 96  1  0  0
 0  0      0 15230596 147396 5463844    0    0     0     0 2438 4854  2  3 95  0  0  0
 5  0      0 15233768 147396 5463852    0    0     0     0 1835 2012  2  2 96  0  0  0
 1  0      0 15234256 147396 5463856    0    0     0     0  901  983  1  2 97  0  0  0
 0  0      0 15224396 147400 5463856    0    0     0    92 4000 7441  4  4 91  1  0  0
 0  0      0 15232460 147400 5463864    0    0     0     0 1095 1335  1  2 97  0  0  0
 0  1      0 15232460 147420 5463868    0    0     0  1760 4210 8242  5  4 83  8  0  0
 1  0      0 15224684 147472 5463900    0    0     0  1068 5014 9141  7  5 78 11  0  0
 1  2      0 15224084 147504 5459644    0    0     0  1628 8047 14039 10  7 75  8  0  0
 3  1      0 15221072 147528 5459940    0    0     0   896 2640 3004  4  4 71 21  0  0
 2  1      0 15197460 147560 5464144    0    0     0   496 8589 14998 11  9 73  7  0  0
 0  1      0 15184228 147592 5464168    0    0     0  1752 8039 11904 13  9 64 13  0  0
 1  0      0 15193260 147628 5464212    0    0     0  1308 7004 7970 11  9 69 11  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  3      0 15193376 147648 5464336    0    0     0  1524 8597 14248 13  9 70  7  0  0
 1  1      0 15182144 147684 5464352    0    0     0  1416 7794 10043 14 10 63 14  0  0
 1  1      0 15167804 147704 5464480    0    0     0   588 8752 12202 13  9 71  6  0  0
 1  1      0 15156876 147724 5464496    0    0     0  1708 9082 12171 16 13 58 13  0  0
 1  0      0 15163116 147752 5464536    0    0     0  1160 7193 7144 13 10 67 10  0  0
 2  1      0 15165732 147780 5464640    0    0     0   588 11933 17530 24 18 54  5  0  0
 3  1      0 15161432 147812 5464688    0    0     0  1724 8850 12457 18 14 48 20  0  0
 5  1      0 15154152 147840 5464840    0    0     0  1108 9728 10744 25 17 52  6  0  0
 1  2      0 15160824 147888 5464924    0    0     0  1592 10277 14037 20 15 56  9  0  0
 1  1      0 15153188 147924 5464956    0    0     0  1080 5786 6055 10  8 66 16  0  0
 1  0      0 15170336 147940 5465140    0    0     0   576 9340 12548 17 13 65  6  0  0
 3  1      0 15164792 147964 5465196    0    0     0  1840 8196 9784 15 12 59 14  0  0
 3  0      0 15143960 148016 5465264    0    0     0  1256 10253 14005 22 14 56  8  0  0
 1  1      0 15131616 148036 5465512    0    0     0   532 11151 17283 20 15 60  5  0  0
11 10      0 15132988 148064 5465556    0    0     0  1796 8003 7229 17 13 54 16  0  0
 4  1      0 15160848 148100 5465356    0    0     0  1000 9789 10893 24 17 53  7  0  0
 1  2      0 15172244 148132 5465496    0    0     0  1656 9633 12631 17 14 59  9  0  0
 1  1      0 15169104 148172 5465540    0    0     0  1184 8733 13221 19 12 59 10  0  0
 1  0      0 15152680 148192 5465824    0    0     0   500 10080 14074 21 15 58  6  0  0
 1  0      0 15149916 148204 5465896    0    0     0   128 7359 7258 13 11 75  1  0  0
 1  0      0 15169324 148204 5465920    0    0     0     4 6457 3846 11 11 78  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 15165792 148204 5465924    0    0     0     0 4583 2759  8  8 84  0  0  0
 1  0      0 15161996 148204 5465940    0    0     0     0 7618 12979 13 10 78  0  0  0
