--- 2026-06-03_09:03:04 ---
--- 2026-06-03_09:03:06 ---
--- 2026-06-03_09:03:08 ---
--- 2026-06-03_09:03:10 ---
--- 2026-06-03_09:03:12 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.00%     2.836MiB / 23.32GiB   0.01%
--- 2026-06-03_09:03:15 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.00%     3.922MiB / 23.32GiB   0.02%
--- 2026-06-03_09:03:18 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.00%     2.812MiB / 23.32GiB   0.01%
--- 2026-06-03_09:03:22 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente1   42.65%    3.629MiB / 23.32GiB   0.02%
servidor   3.39%     3.582MiB / 23.32GiB   0.02%
cliente2   38.75%    4.113MiB / 23.32GiB   0.02%
--- 2026-06-03_09:03:26 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente3   26.35%    1.195MiB / 23.32GiB   0.01%
cliente2   33.94%    3.18MiB / 23.32GiB    0.01%
cliente1   21.90%    3.016MiB / 23.32GiB   0.01%
servidor   2.86%     3.566MiB / 23.32GiB   0.01%
cliente4   33.19%    3.723MiB / 23.32GiB   0.02%
--- 2026-06-03_09:03:31 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente5   30.04%    2.711MiB / 23.32GiB   0.01%
cliente4   29.59%    3.789MiB / 23.32GiB   0.02%
cliente3   24.78%    3.297MiB / 23.32GiB   0.01%
cliente2   24.63%    3.344MiB / 23.32GiB   0.01%
cliente1   25.71%    3.637MiB / 23.32GiB   0.02%
servidor   6.91%     3.309MiB / 23.32GiB   0.01%
cliente6   13.67%    2.488MiB / 23.32GiB   0.01%
--- 2026-06-03_09:03:36 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente7   15.73%    3.227MiB / 23.32GiB   0.01%
cliente6   16.35%    3.043MiB / 23.32GiB   0.01%
cliente5   17.96%    3.426MiB / 23.32GiB   0.01%
cliente4   16.67%    3.34MiB / 23.32GiB    0.01%
cliente3   16.88%    2.938MiB / 23.32GiB   0.01%
cliente2   17.71%    2.98MiB / 23.32GiB    0.01%
cliente1   18.84%    2.703MiB / 23.32GiB   0.01%
servidor   5.81%     3.078MiB / 23.32GiB   0.01%
cliente8   22.08%    2.52MiB / 23.32GiB    0.01%
--- 2026-06-03_09:03:41 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente9    11.16%    2.887MiB / 23.32GiB   0.01%
cliente8    10.63%    2.844MiB / 23.32GiB   0.01%
cliente7    10.55%    3.242MiB / 23.32GiB   0.01%
cliente6    10.79%    3.211MiB / 23.32GiB   0.01%
cliente5    16.07%    2.801MiB / 23.32GiB   0.01%
cliente4    14.79%    3.227MiB / 23.32GiB   0.01%
cliente3    9.95%     2.922MiB / 23.32GiB   0.01%
cliente2    9.75%     3.293MiB / 23.32GiB   0.01%
cliente1    11.42%    1.582MiB / 23.32GiB   0.01%
servidor    5.62%     3.91MiB / 23.32GiB    0.02%
cliente10   15.46%    3.395MiB / 23.32GiB   0.01%
--- 2026-06-03_09:03:47 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   10.93%    2.98MiB / 23.32GiB    0.01%
cliente9    10.39%    3.152MiB / 23.32GiB   0.01%
cliente8    11.55%    2.867MiB / 23.32GiB   0.01%
cliente7    9.99%     3.469MiB / 23.32GiB   0.01%
cliente6    5.11%     2.992MiB / 23.32GiB   0.01%
cliente5    13.97%    3.465MiB / 23.32GiB   0.01%
cliente4    10.19%    3.203MiB / 23.32GiB   0.01%
cliente3    11.63%    3.027MiB / 23.32GiB   0.01%
cliente2    10.58%    3.012MiB / 23.32GiB   0.01%
cliente1    12.39%    2.469MiB / 23.32GiB   0.01%
servidor    3.94%     3.793MiB / 23.32GiB   0.02%
--- 2026-06-03_09:03:51 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   10.37%    3.492MiB / 23.32GiB   0.01%
cliente9    10.39%    2.844MiB / 23.32GiB   0.01%
cliente8    10.47%    3.77MiB / 23.32GiB    0.02%
cliente7    11.00%    2.836MiB / 23.32GiB   0.01%
cliente6    10.05%    3.141MiB / 23.32GiB   0.01%
cliente5    11.18%    3.305MiB / 23.32GiB   0.01%
cliente4    11.28%    3.012MiB / 23.32GiB   0.01%
cliente3    10.38%    3.5MiB / 23.32GiB     0.01%
cliente2    0.28%     2.945MiB / 23.32GiB   0.01%
cliente1    10.18%    3.277MiB / 23.32GiB   0.01%
servidor    4.99%     3.441MiB / 23.32GiB   0.01%
--- 2026-06-03_09:03:55 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   10.47%    3.188MiB / 23.32GiB   0.01%
cliente9    5.68%     2.879MiB / 23.32GiB   0.01%
cliente8    14.32%    3.297MiB / 23.32GiB   0.01%
cliente7    10.28%    3.531MiB / 23.32GiB   0.01%
cliente6    12.53%    3.586MiB / 23.32GiB   0.02%
cliente5    10.65%    3.547MiB / 23.32GiB   0.01%
cliente4    10.19%    3.148MiB / 23.32GiB   0.01%
cliente3    10.42%    2.852MiB / 23.32GiB   0.01%
cliente2    10.75%    3MiB / 23.32GiB       0.01%
cliente1    12.45%    2.953MiB / 23.32GiB   0.01%
servidor    5.16%     3.418MiB / 23.32GiB   0.01%
--- 2026-06-03_09:04:00 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   10.60%    3.34MiB / 23.32GiB    0.01%
cliente9    10.55%    3.512MiB / 23.32GiB   0.01%
cliente8    10.39%    2.996MiB / 23.32GiB   0.01%
cliente7    16.52%    3.477MiB / 23.32GiB   0.01%
cliente6    10.80%    2.848MiB / 23.32GiB   0.01%
cliente5    14.75%    2.895MiB / 23.32GiB   0.01%
cliente4    15.45%    3.043MiB / 23.32GiB   0.01%
cliente3    10.19%    3.434MiB / 23.32GiB   0.01%
cliente2    10.32%    2.848MiB / 23.32GiB   0.01%
cliente1    15.22%    3.656MiB / 23.32GiB   0.02%
servidor    7.28%     3.664MiB / 23.32GiB   0.02%
--- 2026-06-03_09:04:04 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   10.99%    3.594MiB / 23.32GiB   0.02%
cliente9    9.60%     2.668MiB / 23.32GiB   0.01%
cliente8    15.61%    3.445MiB / 23.32GiB   0.01%
cliente7    10.12%    3.043MiB / 23.32GiB   0.01%
cliente6    10.11%    2.844MiB / 23.32GiB   0.01%
cliente5    10.30%    3.105MiB / 23.32GiB   0.01%
cliente4    10.00%    3.164MiB / 23.32GiB   0.01%
cliente3    15.77%    3.352MiB / 23.32GiB   0.01%
cliente2    11.49%    3.164MiB / 23.32GiB   0.01%
cliente1    10.69%    3.32MiB / 23.32GiB    0.01%
servidor    5.96%     3.715MiB / 23.32GiB   0.02%
--- 2026-06-03_09:04:08 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   7.36%     3.16MiB / 23.32GiB    0.01%
cliente9    10.70%    3.203MiB / 23.32GiB   0.01%
cliente8    13.34%    3.285MiB / 23.32GiB   0.01%
cliente7    15.38%    3MiB / 23.32GiB       0.01%
cliente6    14.80%    3.105MiB / 23.32GiB   0.01%
cliente5    10.24%    2.977MiB / 23.32GiB   0.01%
cliente4    7.69%     3.398MiB / 23.32GiB   0.01%
cliente3    13.27%    3.02MiB / 23.32GiB    0.01%
cliente2    13.50%    3.059MiB / 23.32GiB   0.01%
cliente1    0.02%     2.852MiB / 23.32GiB   0.01%
servidor    5.24%     3.324MiB / 23.32GiB   0.01%
--- 2026-06-03_09:04:13 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   15.22%    3.113MiB / 23.32GiB   0.01%
cliente9    11.03%    3.191MiB / 23.32GiB   0.01%
cliente8    10.19%    3.133MiB / 23.32GiB   0.01%
cliente7    10.10%    2.879MiB / 23.32GiB   0.01%
cliente6    10.28%    3.18MiB / 23.32GiB    0.01%
cliente5    10.77%    3.117MiB / 23.32GiB   0.01%
cliente4    15.20%    3.434MiB / 23.32GiB   0.01%
cliente3    10.32%    3.301MiB / 23.32GiB   0.01%
cliente2    15.12%    3.359MiB / 23.32GiB   0.01%
cliente1    15.26%    3.574MiB / 23.32GiB   0.01%
servidor    6.65%     4.117MiB / 23.32GiB   0.02%
--- 2026-06-03_09:04:17 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   11.89%    1.957MiB / 23.32GiB   0.01%
cliente9    8.60%     1.887MiB / 23.32GiB   0.01%
cliente8    4.89%     3.086MiB / 23.32GiB   0.01%
cliente7    11.69%    2.969MiB / 23.32GiB   0.01%
cliente6    5.18%     3.184MiB / 23.32GiB   0.01%
cliente5    10.91%    3.309MiB / 23.32GiB   0.01%
cliente4    10.83%    3.422MiB / 23.32GiB   0.01%
cliente3    5.05%     2.957MiB / 23.32GiB   0.01%
cliente2    11.05%    2.922MiB / 23.32GiB   0.01%
cliente1    11.26%    3.613MiB / 23.32GiB   0.02%
servidor    4.13%     4.043MiB / 23.32GiB   0.02%
--- 2026-06-03_09:04:21 ---
NAME        CPU %     MEM USAGE / LIMIT     MEM %
cliente10   15.15%    3.328MiB / 23.32GiB   0.01%
cliente9    11.78%    3.273MiB / 23.32GiB   0.01%
cliente8    11.65%    3.281MiB / 23.32GiB   0.01%
cliente7    10.15%    3.379MiB / 23.32GiB   0.01%
cliente6    10.29%    3.453MiB / 23.32GiB   0.01%
cliente5    10.67%    2.93MiB / 23.32GiB    0.01%
cliente4    11.12%    3.117MiB / 23.32GiB   0.01%
cliente3    15.36%    3.453MiB / 23.32GiB   0.01%
