procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 16067288 210088 5500508    0    0   114   137 3292    5  6  2 91  1  0  0
 0  1      0 16078156 210104 5500472    0    0     0  1644 12183 10007  8  4 73 14  0  0
 2  1      0 16077556 210148 5500644    0    0     0   872 12044 10108  9  5 76 10  0  0
 2  2      0 16074776 210180 5500736    0    0     0  1340 8209 8798  8  5 75 13  0  0
 2  0      0 16048960 210204 5500784    0    0     0   492 17226 14656  9  6 76  9  0  0
 1  0      0 16022300 210204 5500728    0    0     0     0 28758 29280 11 10 79  0  0  0
 0  1      0 16009352 210212 5500700    0    0     0   912 11756 11837  4  4 79 13  0  0
 1  0      0 16015764 210240 5500752    0    0     0   772 11610 9995  8  6 77  9  0  0
 0  0      0 16038992 210260 5500768    0    0     0   388 2886 3772  4  2 89  5  0  0
 0  0      0 16043184 210260 5500780    0    0     0     0 2298 4379  3  2 95  0  0  0
 1  0      0 16056128 210260 5500784    0    0     0     0 6977 3557  4  2 94  0  0  0
 1  0      0 16078656 210260 5500860    0    0     0     0 9768 3923  7  3 90  0  0  0
 1  0      0 16082548 210276 5500916    0    0     0   336 10854 6825 10  3 85  2  0  0
 1  0      0 16097420 210276 5500920    0    0     0     0 6212 2945  5  3 92  0  0  0
 0  0      0 16102600 210280 5500860    0    0     0   124 8444 3305  5  2 90  2  0  0
 1  3      0 16104988 210304 5500932    0    0     0  1512 12084 11918  8  4 78 10  0  0
 2  1      0 16114252 210332 5500928    0    0     0   852 8417 4721  5  3 77 15  0  0
 4  0      0 16112928 210352 5501048    0    0     0   572 16703 16632 13  6 72  8  0  0
 1  1      0 16089920 210380 5501000    0    0     0  1572 13414 9413 13  3 72 12  0  0
 5  0      0 16078896 210412 5499004    0    0     0   888 10247 10871 15  4 70 10  0  0
 3  1      0 16069088 210436 5499088    0    0     0  1576 16963 13352 21  4 57 18  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 16055028 210460 5499124    0    0     0  1016 15503 9163 25  5 60 10  0  0
 3  1      0 16027680 210488 5499228    0    0     0  1556 19287 15691 36  7 48  9  0  0
 1  1      0 16053016 210504 5499188    0    0     0  1048 17621 10952 27  8 56  9  0  0
 1  1      0 16033720 210528 5499336    0    0     0   652 19126 19009 23  5 62  9  0  0
 1  1      0 16028792 210548 5499360    0    0     0  1576 10943 6532 19  4 63 14  0  0
 2  2      0 16029112 210556 5499484    0    0     0   708 7650 9541 20  5 61 14  0  0
 4  2      0 16039524 210588 5499536    0    0     0  1680 7543 10725 20  4 63 13  0  0
 2  1      0 16027280 210620 5499552    0    0     0   948 7453 11000 20  4 62 13  0  0
 2  1      0 16022996 210640 5497560    0    0     0   648 9237 16089 21  5 66  9  0  0
 2  2      0 16018556 210664 5497584    0    0     0  1652 6404 5750 18  4 55 23  0  0
 2  0      0 16028352 210704 5497624    0    0     0  1028 7112 8043 19  4 66 12  0  0
 2  2      0 16025060 210728 5497680    0    0     0  1564 8315 12345 21  5 65 10  0  0
 1  1      0 16028216 210748 5497704    0    0     0   904 7408 10472 19  4 62 16  0  0
 1  1      0 16019356 210780 5497828    0    0     0   764 9389 16650 21  5 66  8  0  0
 2  1      0 16024156 210800 5496096    0    0     0  1640 6696 6432 19  4 57 20  0  0
 7  0      0 16030812 210820 5497948    0    0     0   968 8016 9810 20  4 66 10  0  0
 1  1      0 16026784 210840 5498172    0    0     0  1580 12696 12177 20  5 64 11  0  0
 3  1      0 16006572 210872 5497912    0    0     0  1096 13771 13302 20  4 66  9  0  0
 2  1      0 15994392 210912 5498380    0    0     0  1304 10301 16438 22  5 64 10  0  0
 1  1      0 15980680 210928 5498404    0    0     0  1000 6544 7053 18  3 63 15  0  0
 1  1      0 15999368 210960 5498428    0    0     0   844 10331 15629 20  5 65 10  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
