run_id,duration_ms,success
1,2740.56,1
2,2830.61,1
3,2930.03,1
4,2887.46,1
5,3028.92,1
6,2996.96,1
7,3043.85,1
8,3072.42,1
9,3117.77,1
10,3202.98,1
11,3156.61,1
12,3286.22,1
13,3310.21,1
14,3288.74,1
15,3383.07,1
16,3430.90,1
17,3433.10,1
18,3494.06,1
19,3573.01,1
20,3603.72,1
21,3677.57,1
22,3676.37,1
23,3751.27,1
24,3857.83,1
25,3824.50,1
26,3875.93,1
27,3914.98,1
28,3840.22,1
29,3888.51,1
30,3883.85,1
31,3847.55,1
32,3876.40,1
33,3858.01,1
34,3866.01,1
35,3825.22,1
36,3887.59,1
37,3902.82,1
38,3880.84,1
39,3862.58,1
40,3943.06,1
41,3865.05,1
42,3910.97,1
43,3796.75,1
44,3889.52,1
45,3868.06,1
46,3895.38,1
47,3848.42,1
48,3877.80,1
49,3886.91,1
50,3866.07,1
51,3838.91,1
52,3878.65,1
53,3876.29,1
54,3873.58,1
55,3873.17,1
56,3873.65,1
57,3861.85,1
58,3870.47,1
59,3819.63,1
60,3916.28,1
61,3869.62,1
62,3846.90,1
63,3863.02,1
64,3868.19,1
65,3890.72,1
66,3846.53,1
67,3834.51,1
68,3872.56,1
69,3895.55,1
70,3851.48,1
71,3895.21,1
72,3831.32,1
73,3870.97,1
74,3827.42,1
75,3903.55,1
76,3885.35,1
77,3878.69,1
78,3854.89,1
79,3866.12,1
80,3850.69,1
81,3879.38,1
82,3810.91,1
83,3890.26,1
84,3901.89,1
85,3846.91,1
86,3862.63,1
87,3877.57,1
88,3853.33,1
89,3881.30,1
90,3863.67,1
91,3898.55,1
92,3867.27,1
93,3843.81,1
94,3889.30,1
95,3854.04,1
96,3893.30,1
97,3859.26,1
98,3887.34,1
99,3908.79,1
100,3869.68,1
101,3895.45,1
102,3867.53,1
103,3865.40,1
104,3875.54,1
105,3824.91,1
106,3886.15,1
107,3893.76,1
108,3850.38,1
109,3849.33,1
110,3898.98,1
111,3865.14,1
112,3875.39,1
113,3799.41,1
114,3853.43,1
115,3873.46,1
116,3897.43,1
117,3863.26,1
118,3941.83,1
119,3941.75,1
120,4008.76,1
121,3901.59,1
