timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-22T14:29:23+01:00,quic,single,ed25519,hqc128,simple,server,125,63575220,508601.760,9498624,1,4,3003
2026-08-22T14:29:23+01:00,quic,single,ed25519,hqc128,simple,client,125,7200046,57600.368,5386240,1,4,3003
2026-08-22T14:30:43+01:00,quic,single,ed25519,mlkem512,simple,server,125,63720505,509764.040,9236480,1,4,3003
2026-08-22T14:30:43+01:00,quic,single,ed25519,mlkem512,simple,client,125,5208068,41664.544,5779456,1,4,3003
2026-08-22T14:32:21+01:00,quic,single,mldsa44,hqc128,simple,server,125,83487866,667902.928,10170368,1,4,3003
2026-08-22T14:32:21+01:00,quic,single,mldsa44,hqc128,simple,client,125,7213508,57708.064,5660672,1,4,3003
2026-08-22T14:33:59+01:00,quic,single,mldsa65,mlkem768,simple,server,125,81861946,654895.568,10215424,1,4,3003
2026-08-22T14:33:59+01:00,quic,single,mldsa65,mlkem768,simple,client,125,5259471,42075.768,5783552,1,4,3003
2026-08-22T14:35:41+01:00,quic,single,mldsa87,mlkem1024,simple,server,125,86695589,693564.712,10678272,1,4,3003
2026-08-22T14:35:41+01:00,quic,single,mldsa87,mlkem1024,simple,client,125,5325377,42603.016,5427200,1,4,3003
2026-08-22T14:37:31+01:00,quic,single,mldsa65,hqc192,simple,server,125,98141632,785133.056,10330112,1,4,3003
2026-08-22T14:37:31+01:00,quic,single,mldsa65,hqc192,simple,client,125,10963100,87704.800,5758976,1,4,3003
2026-08-22T14:39:13+01:00,quic,single,mldsa44,p256_hqc128,simple,server,125,87836613,702692.904,10612736,1,4,3003
2026-08-22T14:39:13+01:00,quic,single,mldsa44,p256_hqc128,simple,client,125,8655398,69243.184,5685248,1,4,3003
2026-08-22T14:40:33+01:00,quic,single,ed25519,p256_mlkem512,simple,server,125,63199080,505592.640,10371072,1,4,3003
2026-08-22T14:40:33+01:00,quic,single,ed25519,p256_mlkem512,simple,client,125,6728303,53826.424,5668864,1,4,3003
2026-08-22T14:41:52+01:00,quic,single,ed25519,x25519_mlkem512,simple,server,125,63776511,510212.088,9510912,1,4,3003
2026-08-22T14:41:52+01:00,quic,single,ed25519,x25519_mlkem512,simple,client,125,5515646,44125.168,5648384,1,4,3003
