P-521,p521_mlkem1024,mlkem1024
18.28,27.16,8.49
17.34,25.0,7.73
16.23,25.31,8.4
16.69,25.94,7.96
16.07,25.42,8.5
16.46,24.98,8.5
16.19,25.12,9.19
17.09,25.16,9.01
16.68,25.06,7.97
17.1,24.72,8.95
16.3,25.11,8.22
17.09,23.52,9.01
16.46,23.57,9.13
17.6,23.73,8.91
16.89,25.72,8.25
18.22,27.7,8.16
19.22,25.48,7.95
24.92,23.88,8.12
20.37,23.57,8.4
22.21,25.34,8.37
20.18,24.91,8.39
19.29,24.76,8.64
18.61,25.59,8.52
17.74,23.86,9.16
16.63,24.09,8.57
16.59,24.94,8.58
17.65,24.01,8.4
17.49,25.96,8.78
17.18,28.03,8.41
17.15,27.4,8.07
16.94,28.07,9.53
17.97,27.53,8.13
17.34,27.43,8.47
17.29,30.26,8.52
17.1,26.01,8.63
17.34,24.19,8.52
17.3,24.23,8.28
17.17,24.64,7.89
17.05,24.68,7.86
18.01,25.85,8.02
16.81,25.65,7.99
17.03,25.95,8.12
16.57,26.65,8.09
16.39,26.08,7.93
16.04,25.41,8.13
16.7,26.38,8.3
17.27,24.98,8.26
16.54,26.55,8.21
16.73,25.56,8.22
15.96,26.24,8.52
16.18,25.42,8.43
16.4,24.33,9.28
16.18,24.25,8.87
16.2,25.76,8.32
16.84,24.88,8.4
17.48,26.03,8.52
17.06,25.99,8.17
16.82,25.45,9.18
16.15,25.72,8.45
16.13,26.44,8.15
16.08,26.25,8.04
16.54,26.26,8.0
16.07,26.31,8.72
16.71,25.85,8.53
16.0,26.86,8.04
16.36,25.69,9.0
17.75,27.49,8.05
18.02,27.37,8.17
17.45,26.16,8.8
17.09,26.29,9.12
17.69,25.74,8.11
16.83,25.81,9.38
17.56,25.89,8.17
17.28,27.76,9.41
16.31,27.95,8.07
17.4,30.4,8.42
16.64,24.72,9.31
16.92,25.59,8.84
16.19,25.82,8.0
17.29,28.06,7.76
16.68,25.71,7.85
16.47,25.94,7.96
16.92,25.14,7.92
16.61,26.0,8.6
16.14,26.02,8.48
16.63,25.33,8.27
16.09,24.48,9.11
16.41,24.87,8.48
16.83,24.69,8.29
16.58,24.5,8.27
16.34,24.39,8.42
17.65,25.45,9.09
16.39,25.86,9.04
16.59,26.26,8.69
17.01,26.16,8.79
16.63,26.71,8.45
16.51,26.1,8.75
16.17,26.07,8.08
16.25,25.6,7.96
16.62,24.65,7.94
17.09,24.7,7.95
17.24,25.32,7.93
17.78,25.28,7.96
17.18,26.81,7.94
16.96,26.14,7.98
16.44,26.96,7.96
16.71,28.23,8.46
17.12,23.88,8.27
16.58,25.39,8.29
16.28,26.12,8.48
17.15,24.86,8.54
16.13,24.8,8.48
17.3,26.9,9.37
16.59,26.64,9.3
17.19,25.35,9.49
16.27,26.06,8.01
16.54,25.76,7.96
16.58,29.14,7.9
17.38,27.92,7.92
16.66,25.01,7.89
17.35,24.75,7.95
17.22,26.03,7.89
16.4,26.48,7.91
16.08,25.83,7.93
17.37,24.8,8.27
16.12,27.66,8.73
16.55,27.39,8.72
17.15,28.99,8.39
16.04,25.88,8.28
18.57,29.52,8.41
16.86,25.82,8.51
17.1,26.05,9.42
16.08,29.9,9.2
17.03,1085.28,8.93
16.97,1074.91,9.07
17.58,25.43,8.13
16.83,24.7,7.89
18.85,25.35,7.9
16.68,24.99,7.97
16.89,24.93,7.89
17.25,25.49,7.9
16.72,24.87,7.67
17.05,24.82,8.48
16.86,24.76,9.03
16.27,24.79,8.27
16.19,24.77,8.49
16.28,24.95,8.66
17.02,24.37,8.81
16.51,23.45,8.75
16.62,24.85,8.51
16.09,23.15,8.42
16.1,25.15,8.11
17.08,25.11,7.87
16.45,25.03,7.83
16.93,23.91,8.62
16.38,23.86,8.57
16.36,25.19,8.57
17.25,23.82,7.91
17.14,23.89,8.8
16.99,1256.07,8.12
16.88,26.99,8.76
17.28,24.45,8.84
16.73,24.57,8.01
16.58,23.72,8.62
16.72,23.09,9.42
18.39,23.86,8.56
17.05,26.83,7.97
16.17,24.26,8.19
17.11,24.2,8.55
16.34,24.97,7.87
16.33,25.47,8.06
17.02,25.55,7.85
17.62,29.03,8.09
22.53,24.6,8.63
16.67,24.36,8.06
16.32,25.94,8.61
16.05,26.7,11.43
16.08,26.31,8.26
16.59,25.92,8.47
16.33,26.42,7.85
16.64,1066.16,7.8
17.08,26.82,7.69
18.83,25.05,7.79
18.13,24.89,7.76
18.47,28.39,7.74
16.69,24.22,7.94
19.42,24.77,7.71
