P-384,x448,hqc192,p384_hqc192,x448_hqc192
216.21,214.36,1717.29,285.03,264.62
144.7,143.29,203.81,199.34,193.01
144.65,143.58,200.29,209.12,193.17
144.57,143.34,190.58,198.95,193.62
144.22,143.42,189.93,216.96,192.8
144.57,143.69,269.03,1160.14,192.53
144.83,143.3,189.49,246.9,192.14
144.54,143.42,200.51,227.11,192.71
144.4,3143.16,189.78,224.21,192.35
145.74,143.28,189.59,222.47,192.28
144.69,143.08,190.14,214.78,192.14
145.01,143.01,204.67,214.45,192.44
144.51,143.05,201.33,214.22,192.56
145.06,143.14,190.11,208.28,192.24
144.5,143.13,190.28,208.66,192.33
144.65,143.31,190.49,280.43,271.92
144.73,3142.84,198.11,277.52,270.51
144.61,143.11,270.69,199.32,192.33
144.96,143.06,191.83,198.7,192.26
145.78,143.25,192.06,205.1,196.69
145.04,142.81,190.82,199.08,192.7
145.33,3142.39,205.02,200.22,192.33
145.43,143.01,192.84,198.87,270.3
144.64,144.13,194.36,198.35,192.16
144.79,143.06,191.48,199.15,192.41
144.31,143.12,204.41,198.51,192.32
144.3,142.98,198.28,199.61,192.01
146.36,143.29,191.1,198.6,192.32
144.46,143.08,190.1,1079.28,192.39
144.67,143.16,206.47,200.3,193.13
144.18,143.08,261.05,198.32,192.29
144.43,143.57,189.56,198.72,192.43
144.44,143.08,189.36,198.43,192.25
144.64,3141.61,195.95,198.47,192.28
144.48,143.97,204.42,221.45,192.14
144.54,143.31,1133.36,198.69,192.09
146.14,143.14,189.5,206.33,270.23
144.5,143.25,189.5,217.42,192.18
144.49,143.08,189.58,198.43,192.17
144.8,143.03,189.4,210.0,207.91
145.03,143.46,194.16,272.78,192.66
144.58,142.8,211.63,198.88,192.88
144.34,143.1,190.54,198.77,348.2
144.4,143.05,190.5,281.44,270.51
144.91,143.1,191.23,198.71,192.83
3143.54,143.81,191.47,198.43,192.02
144.61,143.21,190.91,276.17,192.24
144.51,143.16,278.37,198.49,193.52
144.41,143.18,207.31,285.16,290.01
144.19,143.36,190.65,198.82,209.56
144.45,143.18,190.22,199.04,192.24
144.16,143.09,189.39,199.71,208.45
144.63,143.03,349.59,1140.31,192.25
144.38,143.19,193.78,199.88,192.53
145.73,144.0,190.28,216.63,209.43
144.42,143.17,209.6,198.65,192.06
145.57,142.99,278.3,198.66,208.44
144.98,143.02,195.65,199.17,203.39
146.57,143.06,195.29,200.8,192.13
145.68,3142.06,190.46,198.71,192.12
145.72,143.2,192.25,198.35,193.35
144.41,143.36,210.01,198.73,192.57
146.78,143.17,232.71,198.62,192.54
145.38,142.95,1140.41,202.3,192.79
146.58,143.79,189.68,198.88,192.85
144.36,143.81,189.34,198.76,192.06
144.45,142.92,273.37,198.59,271.32
144.38,143.02,216.18,199.11,192.83
146.6,142.98,189.6,198.93,287.44
146.5,143.05,192.31,198.42,192.43
145.48,143.12,189.37,205.81,192.26
144.41,143.81,189.54,199.05,271.4
144.54,143.08,189.69,198.52,191.98
144.46,143.58,337.84,198.7,192.37
144.45,143.06,219.97,1148.44,192.58
145.01,143.24,189.79,221.83,195.61
144.35,142.89,189.75,209.43,200.16
144.76,142.91,189.77,202.58,192.54
144.34,142.86,189.46,1140.35,193.12
144.39,143.11,189.6,199.72,286.37
144.75,143.04,204.41,198.52,192.51
146.46,143.03,189.28,198.56,192.95
