P-521,hqc256,p521_hqc256
1205.11,2316.62,2329.81
805.69,1923.68,3084.61
804.66,2316.44,2325.27
805.65,5405.58,1924.53
805.35,2316.51,1924.81
805.4,3685.89,1924.51
804.24,2338.06,2325.32
804.87,2316.25,1924.3
804.26,1915.97,2325.01
804.45,1915.56,1924.68
804.51,2327.11,2683.38
804.38,2676.89,3140.92
804.27,2315.88,1924.65
804.23,2318.18,1926.2
804.42,1915.74,1924.6
805.57,1915.86,1962.0
805.38,1915.69,2325.36
804.31,2334.47,2324.59
804.09,1916.95,1925.04
804.51,1915.83,1924.25
804.3,1915.82,1923.95
804.33,1934.53,7524.34
805.72,3077.4,1924.44
804.17,1915.66,5908.45
804.46,1915.56,1925.01
3805.47,1915.69,1924.98
804.51,1915.9,1924.47
805.58,1916.1,1948.72
804.35,1918.08,1924.6
804.15,3684.86,1924.17
804.41,1915.68,3693.46
804.33,1916.27,1933.84
804.34,2316.31,1924.66
804.2,1915.88,1740.98
805.46,1915.45,1924.22
804.37,1915.65,1924.35
804.46,1915.47,1924.03
804.3,4148.19,1946.22
804.22,1935.61,1924.29
804.44,2315.74,1924.43
804.56,2462.17,1924.14
806.72,1915.61,1924.25
804.43,1914.93,1925.8
804.27,2316.18,1950.49
804.41,2316.0,1934.31
804.31,2315.67,1758.71
804.29,1915.34,2324.38
804.16,1936.4,1924.38
804.3,1915.46,2469.43
804.19,1915.86,1924.32
804.13,1922.6,1925.59
3805.82,1915.59,1934.6
805.76,1915.57,2326.26
804.26,1916.08,2778.86
804.23,2761.38,2324.54
3805.81,1915.6,5839.62
804.33,1934.58,1924.14
804.25,3688.24,1924.19
804.12,1731.23,1923.91
805.17,1915.64,1946.64
804.39,1915.65,1924.27
804.27,1915.79,2336.3
804.3,1914.99,1926.32
4253.36,2315.8,2332.43
804.18,1915.09,1925.07
804.15,1915.69,1933.49
805.94,1917.89,1924.1
804.79,2676.42,2325.97
804.51,3120.0,2324.19
805.44,2315.41,1740.23
804.52,2315.66,1924.09
804.25,1915.5,1946.03
804.52,2334.58,1924.53
804.8,3132.61,1936.86
804.16,2315.93,2335.24
805.54,1933.88,2324.65
804.5,1915.73,2324.48
804.41,2316.17,1739.98
2233.24,1915.64,1924.58
2233.12,1918.04,1925.11
2233.26,2315.69,1942.53
804.52,1915.49,1743.91
804.41,2315.61,2469.07
804.19,2470.09,2324.75
804.37,2315.73,2335.44
804.24,1915.58,2325.43
804.45,1944.91,1931.16
804.67,2694.89,2347.38
805.32,2319.94,1929.98
804.43,2315.65,1924.23
804.22,2461.86,1924.34
804.11,2315.76,1924.09
806.52,1915.66,1924.53
804.39,2316.59,1924.3
804.17,2315.63,1935.03
804.25,2315.64,2326.19
806.34,1915.69,2325.11
804.46,1915.68,1926.43
804.38,2316.11,1924.58
804.23,1915.58,1924.49
804.14,2315.65,2683.44
2233.32,3685.02,1924.62
804.44,2318.61,2324.81
804.32,1915.56,2325.02
806.3,1915.69,1924.73
806.52,1915.62,2325.47
806.54,1916.12,1924.77
804.69,2334.38,1924.45
804.38,2319.49,1926.52
804.29,1916.07,1924.49
806.25,2677.26,2326.04
806.64,1916.8,1924.53
804.58,2320.72,3693.36
804.22,1915.8,1924.81
804.32,2315.8,1924.18
806.59,1934.81,2324.97
804.53,3731.9,2324.83
804.6,1934.04,2324.86
804.52,2336.67,2324.6
804.35,2316.09,1924.35
804.81,2315.64,2326.14
