P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
2.39,2.42,21.69,27.23,21.21
3.0,2.1,16.09,23.29,18.7
2.13,2.27,16.75,23.74,23.59
3.14,2.38,20.78,23.48,17.72
2.46,1.93,16.1,23.76,18.23
2.13,1.82,22.51,27.81,18.18
2.14,2.86,23.26,24.17,20.13
2.42,2.55,17.71,23.77,22.12
2.1,2.2,16.42,24.34,17.8
2.53,1.82,24.3,23.81,18.33
2.19,1.77,22.75,28.42,22.77
2.25,1.78,22.54,22.82,17.76
2.34,1.99,16.8,31.61,17.82
2.08,2.42,16.82,23.44,24.72
2.1,1.73,16.56,28.6,18.6
2.31,1.72,16.75,23.49,18.63
2.6,2.51,16.59,23.86,25.22
2.42,1.8,22.62,23.22,25.39
2.1,2.04,16.09,29.09,21.14
2.43,1.86,16.39,34.56,22.72
2.04,1.72,16.68,22.91,18.12
2.0,1.88,16.11,22.8,17.82
2.03,1.79,18.65,29.08,17.59
2.03,1.76,16.51,22.88,17.67
1.85,2.49,20.79,23.06,17.63
2.04,1.83,16.0,28.99,18.97
2.02,1.94,22.28,29.09,18.27
1.9,1.76,16.26,34.11,17.61
1.85,1.96,15.87,23.5,24.7
2.82,1.79,16.03,30.17,17.5
2.06,1.93,20.42,24.78,18.27
2.02,1.9,21.37,23.92,18.32
2.04,1.85,20.72,22.91,17.61
2.0,1.82,16.32,23.88,19.73
2.96,1.85,20.84,23.74,18.48
1.92,1.76,16.43,23.63,17.65
2.68,2.14,16.54,24.03,22.09
2.06,2.46,16.44,24.35,18.23
2.1,2.02,16.11,33.65,22.18
2.11,1.81,17.8,29.28,17.78
2.01,2.38,16.65,29.3,17.53
2.35,1.75,16.1,23.57,17.77
2.11,1.91,20.63,23.24,18.15
1.99,2.06,16.3,33.28,17.74
1.94,1.72,15.97,28.32,18.2
2.37,1.68,16.19,24.15,18.22
2.43,1.95,21.83,28.31,25.85
2.4,2.05,22.64,34.26,18.06
1.85,2.41,16.75,28.53,17.84
1.8,1.72,16.59,33.86,18.05
2.41,1.83,16.84,34.16,25.31
2.13,1.86,17.45,23.64,18.18
1.97,1.83,16.04,34.2,19.95
2.47,2.24,16.04,28.68,17.64
1.97,1.89,22.31,23.42,17.38
1.99,1.72,21.0,24.67,24.72
2.54,1.83,16.57,28.1,17.99
2.02,1.7,20.92,28.38,18.61
1.97,1.91,16.1,24.93,17.81
2.5,2.14,16.18,23.29,17.62
2.27,1.77,20.58,24.34,17.98
1.9,2.31,16.08,24.28,22.19
2.31,2.06,20.58,34.18,18.43
1.99,1.88,20.75,23.87,22.06
1.95,2.23,20.57,22.84,22.83
2.07,2.06,23.66,24.43,22.48
2.38,1.88,22.55,23.25,17.64
3.29,2.34,16.15,22.69,22.85
2.01,1.87,21.27,23.43,17.98
2.06,2.57,16.68,24.29,17.68
2.74,1.79,16.38,29.05,18.29
1.96,1.93,22.56,24.02,18.26
2.87,2.04,16.3,23.61,18.35
3.16,1.78,19.21,28.86,22.82
1.93,2.76,15.97,23.6,18.07
2.46,1.74,16.14,33.66,23.05
2.16,1.8,16.28,28.88,22.22
2.91,1.87,16.18,24.12,17.3
1.87,1.74,15.82,24.0,18.57
2.16,1.89,17.55,32.71,17.61
2.14,1.72,22.34,33.84,22.43
1.92,1.69,22.56,28.73,17.6
2.9,2.37,16.25,28.55,22.48
2.1,1.78,20.97,28.94,22.26
2.12,1.84,21.02,23.65,18.88
2.35,2.55,16.27,23.01,17.74
2.04,1.84,16.06,23.0,25.25
2.04,1.78,16.32,23.15,19.89
1.84,1.73,16.15,22.55,24.97
2.11,2.06,16.01,23.67,22.56
2.27,1.86,16.21,26.69,24.54
1.82,2.54,25.2,24.81,17.75
2.4,2.75,16.19,23.87,25.42
1.92,1.73,16.91,28.16,18.07
2.34,1.81,16.0,23.07,22.06
2.06,1.72,16.42,24.42,22.96
1.85,1.86,16.11,23.66,22.38
2.13,2.19,22.75,23.11,17.72
2.19,1.83,17.92,23.62,23.59
2.39,2.08,16.51,24.04,18.63
1.99,1.8,17.83,23.14,17.24
2.04,1.72,20.61,23.48,22.22
2.01,2.56,20.52,23.7,22.31
2.09,1.86,16.3,24.38,22.11
2.35,1.69,16.38,34.09,24.64
2.37,2.29,20.85,23.77,17.6
2.0,1.74,16.06,23.39,18.18
2.08,2.04,16.37,22.83,22.59
2.0,2.16,16.17,23.09,24.63
1.79,1.76,16.42,23.05,17.74
2.14,1.88,16.23,26.29,22.06
1.87,1.86,16.22,23.89,22.64
2.09,1.8,16.66,24.37,18.06
1.94,2.26,16.11,23.38,18.38
2.04,1.75,16.1,24.47,17.51
2.53,1.94,16.2,23.25,17.75
1.98,2.28,16.48,33.9,18.35
2.32,2.0,16.59,34.11,18.16
2.17,3.01,16.44,34.02,17.64
2.29,2.01,18.3,23.16,18.16
3.32,2.1,22.8,26.24,17.91
2.21,1.97,16.01,24.13,18.29
2.02,1.98,16.25,23.11,17.57
1.96,2.23,16.51,25.05,19.98
2.22,1.77,21.8,23.42,17.32
2.93,2.04,16.3,34.21,24.62
2.3,2.03,17.51,23.09,24.42
2.33,1.78,16.32,22.86,17.77
2.2,1.9,20.88,23.12,24.88
1.79,2.08,16.87,22.77,18.37
2.67,1.95,16.13,22.88,18.0
1.99,2.42,16.33,24.08,19.36
2.37,1.73,16.2,28.1,17.67
2.27,1.91,16.09,24.7,18.32
2.33,1.81,16.17,23.58,17.5
2.95,1.96,16.18,23.21,20.09
2.42,2.05,17.09,24.72,17.57
2.32,2.03,25.1,33.88,18.04
2.26,2.04,20.8,23.63,25.34
1.85,2.05,16.13,23.24,20.65
2.34,2.03,16.22,23.17,18.03
2.08,2.26,16.23,24.31,25.04
2.32,1.93,16.16,28.07,22.74
2.01,2.1,16.65,34.38,17.64
2.28,2.81,16.55,23.52,17.62
2.19,1.77,17.74,34.26,17.87
2.51,2.04,16.03,23.36,17.77
2.27,1.93,21.37,27.84,17.94
2.26,1.99,16.09,33.9,17.43
2.56,2.6,20.81,34.1,17.69
2.27,1.71,16.35,23.51,17.6
2.12,1.79,16.05,23.75,24.41
2.2,2.13,16.43,34.41,17.31
1.82,2.41,16.26,22.92,17.86
2.98,1.72,16.04,23.99,17.88
