P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
51.8,2.25,23.2,27.95,19.25
2.08,2.25,17.96,23.96,17.72
2.1,2.04,16.61,23.27,24.86
1.91,2.17,16.26,23.51,22.59
2.33,1.77,20.57,23.63,18.36
1.98,2.42,20.91,23.92,18.11
1.9,2.1,16.41,24.31,18.07
2.35,1.69,16.55,22.95,18.42
1.9,1.67,16.29,24.39,25.04
2.65,1.67,16.38,24.41,19.92
2.25,2.26,22.53,24.92,18.37
2.09,1.67,22.66,23.84,17.63
1.92,1.58,16.62,23.61,17.8
2.5,2.08,16.49,23.21,17.89
2.22,1.65,22.48,28.45,18.2
1.86,1.72,17.14,24.26,18.17
2.01,1.66,16.09,25.5,24.68
1.95,1.67,22.56,24.35,24.85
1.87,1.77,16.12,23.84,18.26
2.5,2.12,16.09,23.11,24.66
1.89,2.11,15.85,23.61,18.15
1.86,1.81,22.59,23.08,17.62
2.57,1.72,15.94,23.63,19.83
1.92,2.09,18.12,22.98,18.65
2.1,1.78,23.37,22.55,19.45
1.99,2.08,17.98,23.47,17.39
1.95,2.07,16.41,24.31,18.11
2.0,2.01,16.3,24.08,18.2
1.88,1.68,22.56,23.46,17.64
1.98,1.62,16.29,23.96,18.22
2.39,1.99,16.24,24.75,17.71
2.67,1.9,17.93,23.91,17.93
1.89,2.31,16.54,34.26,18.51
2.11,2.09,16.34,24.14,17.78
1.82,2.13,16.68,34.45,17.57
2.88,1.66,16.34,24.11,25.6
1.84,1.64,21.41,24.01,25.17
1.9,2.14,16.72,23.89,23.3
2.26,1.65,16.57,23.92,25.25
1.9,2.1,16.97,24.07,17.66
2.21,1.88,16.54,24.13,17.84
2.41,1.66,16.61,23.35,25.09
2.36,2.02,16.81,23.53,17.93
2.16,2.37,16.52,23.58,18.16
1.89,2.07,21.04,24.66,17.93
1.86,1.71,16.37,24.0,17.92
2.01,1.7,17.37,23.69,17.91
1.8,1.92,16.29,23.0,17.55
1.79,2.26,15.88,23.21,17.43
2.13,1.93,16.65,23.89,17.75
1.84,1.89,16.5,33.91,22.07
2.31,2.49,16.39,24.13,24.51
1.93,2.09,16.23,23.37,22.08
2.41,2.0,16.54,29.55,24.43
2.07,1.67,16.37,23.02,20.4
1.86,2.11,16.36,23.76,22.14
1.93,1.75,16.19,34.6,22.95
2.39,1.64,16.35,23.18,22.13
1.85,1.96,23.16,24.42,18.1
2.06,1.66,16.41,23.1,25.12
2.0,1.74,17.2,23.23,22.45
1.84,1.65,16.2,24.1,24.95
2.48,1.7,16.9,24.1,17.95
2.36,2.15,16.13,23.48,22.54
2.15,1.8,16.58,24.25,17.65
1.95,1.64,16.34,23.85,18.04
1.85,1.9,16.16,22.92,22.13
2.87,1.67,16.41,23.09,18.14
1.88,1.66,16.13,23.71,17.81
1.92,1.72,16.24,23.17,18.17
2.04,1.73,18.46,23.56,22.75
1.85,2.07,16.21,24.67,17.81
2.0,1.71,15.96,23.29,17.86
1.84,1.89,16.12,22.91,21.87
2.03,1.89,16.25,23.73,17.52
1.92,1.94,16.18,23.29,24.56
1.85,2.12,21.81,27.8,22.45
1.94,1.94,16.75,24.07,17.4
1.86,2.05,16.15,24.04,18.4
2.23,1.65,16.31,23.37,17.88
1.92,2.43,16.47,23.72,23.45
1.87,1.65,22.56,23.86,18.49
2.39,1.94,16.32,23.32,17.86
1.97,1.7,16.36,23.32,17.91
2.03,1.64,16.33,24.26,18.16
2.37,1.98,16.19,34.1,17.73
2.4,1.73,16.35,23.14,18.07
1.94,1.66,16.05,23.07,17.94
2.14,1.96,16.41,23.62,17.84
1.85,1.78,16.84,22.9,17.92
2.41,1.74,16.21,23.81,19.92
2.6,2.59,16.23,23.88,18.2
1.88,1.65,16.34,23.12,17.65
2.23,1.97,22.85,23.95,25.37
1.91,1.7,16.54,24.5,25.61
2.4,1.67,16.1,23.32,17.66
1.97,2.21,16.68,23.6,18.0
2.08,1.72,15.95,23.12,17.5
1.93,2.05,22.46,23.95,17.65
1.93,1.69,16.19,23.42,17.38
2.45,1.66,15.96,23.3,17.63
2.5,1.71,16.2,22.95,17.61
1.89,2.11,16.26,24.54,17.81
1.74,2.51,16.62,34.43,17.56
1.91,1.97,24.29,24.41,18.37
1.9,1.66,16.73,23.56,22.12
1.86,2.24,23.28,23.7,18.8
1.84,1.91,17.87,29.83,17.62
1.9,1.98,16.99,22.86,17.73
1.87,1.73,18.14,24.04,24.62
2.16,1.67,16.35,23.1,22.44
1.87,1.84,23.45,22.98,22.87
1.85,1.76,16.43,23.67,25.08
1.92,1.64,16.23,26.78,22.39
1.9,1.64,16.29,23.01,17.97
1.88,2.52,16.3,23.64,17.67
1.97,1.66,16.74,24.05,17.9
1.88,1.72,16.43,23.6,17.71
2.26,2.1,16.23,23.07,17.54
1.92,1.67,16.38,23.71,17.64
1.91,1.74,22.59,23.5,22.39
1.91,1.76,15.89,23.03,18.14
1.87,1.64,16.29,23.25,17.55
2.12,1.7,20.38,24.04,17.75
1.94,1.71,16.3,23.56,22.29
1.86,1.65,15.8,23.2,24.82
2.14,1.94,16.19,23.26,22.16
1.91,1.61,20.57,23.46,22.16
2.07,1.61,16.33,23.48,18.94
1.9,2.01,16.26,24.23,18.59
1.87,1.7,20.62,22.79,18.03
2.15,1.73,16.57,23.42,18.19
2.37,1.67,16.74,23.25,19.86
1.85,1.78,16.08,23.23,19.39
2.6,1.98,16.52,22.84,22.59
1.86,1.65,16.37,23.52,17.8
1.97,1.67,16.14,23.33,17.84
2.06,2.1,20.61,23.23,17.99
2.17,1.82,21.09,23.82,17.54
3.18,1.57,16.19,23.66,18.12
1.87,2.3,17.11,28.52,17.77
1.94,1.72,16.15,34.18,18.56
1.99,1.7,20.58,24.08,24.84
2.36,2.25,17.21,22.87,17.81
2.46,1.67,21.05,23.27,17.72
2.36,1.66,16.25,23.27,17.66
1.85,1.78,22.47,23.7,17.45
2.58,2.28,19.71,23.49,23.32
2.02,1.91,16.75,23.17,17.24
1.78,2.13,16.3,27.98,18.57
2.53,1.73,15.98,34.24,17.77
2.43,1.7,22.83,23.02,24.8
1.89,2.2,16.14,23.01,25.08
2.49,2.08,16.39,23.33,23.2
1.92,1.66,16.43,22.87,18.19
2.0,2.78,22.57,22.81,22.11
1.85,1.67,21.92,23.89,18.09
2.41,1.72,16.68,23.07,17.89
1.96,1.79,22.71,24.15,18.68
2.36,1.91,22.75,23.24,22.28
2.8,1.67,16.48,23.54,19.03
1.83,2.31,16.66,23.06,17.85
1.93,1.64,17.65,23.62,18.12
1.92,1.59,23.07,23.6,18.51
1.83,2.05,16.74,23.23,22.89
2.65,1.66,20.57,24.58,24.93
1.82,1.71,16.43,23.57,24.82
1.83,1.91,16.61,23.22,17.84
2.86,1.58,16.14,23.79,17.73
1.82,2.17,16.3,26.74,17.53
2.08,1.91,16.38,30.35,17.69
2.23,1.92,16.33,23.75,17.52
1.86,1.89,16.04,29.72,17.51
1.92,2.07,16.21,23.36,17.39
2.57,2.12,22.39,22.8,17.59
1.85,1.91,16.46,23.04,18.11
2.38,1.59,16.36,23.61,17.97
1.9,2.15,16.91,22.62,23.18
1.93,1.73,16.4,34.52,17.64
2.47,1.81,16.81,23.71,19.93
1.86,2.36,16.75,34.44,17.6
1.93,1.69,22.71,34.5,17.98
