P-384,x448,hqc192,p384_hqc192,x448_hqc192
1819.38,804.55,845.97,858.43,849.99
1404.76,404.16,3553.3,454.7,448.75
405.35,404.08,460.68,3015.61,3556.6
1406.68,404.15,446.67,454.52,448.29
405.35,404.06,445.28,472.34,448.34
405.56,404.02,445.5,454.62,2609.51
405.31,405.02,448.84,454.49,448.56
407.07,405.69,445.6,3810.57,447.97
405.33,404.93,445.19,472.73,448.02
405.61,403.99,456.91,454.41,448.11
407.54,404.08,456.71,454.41,447.86
405.54,403.83,445.21,454.04,6646.25
405.44,404.01,456.94,454.11,462.89
405.3,403.9,445.24,2624.18,447.94
405.23,404.03,445.31,2945.8,449.14
405.42,404.24,445.15,453.91,454.16
405.42,404.08,445.46,454.68,450.48
405.36,403.97,445.51,454.58,448.13
1404.73,404.34,445.12,454.64,453.23
405.28,403.96,445.25,463.67,448.37
405.27,1403.89,455.3,2605.91,463.71
405.37,404.04,449.5,454.21,463.41
407.49,403.98,445.16,454.18,447.93
405.3,404.1,445.14,454.2,447.99
405.31,403.98,450.25,456.79,450.16
1404.6,405.6,445.05,455.32,448.5
405.36,403.94,455.6,456.79,448.1
405.34,404.08,445.47,453.96,4644.38
405.31,403.88,445.22,455.88,448.11
405.41,1403.85,445.26,454.59,447.66
405.4,403.99,455.36,454.1,447.99
405.33,403.94,445.19,454.8,448.47
405.29,404.05,455.63,454.29,447.94
405.55,404.91,445.6,454.55,454.52
407.57,403.96,446.89,454.87,448.05
7402.71,403.96,445.29,454.15,447.9
1405.25,1404.16,445.28,472.9,449.2
405.64,404.01,445.31,454.56,449.83
405.35,404.06,445.14,454.19,448.17
405.3,403.94,460.52,507.97,453.24
405.89,404.0,445.36,454.75,447.94
407.72,1405.62,445.29,454.68,450.14
407.53,404.01,445.23,454.76,448.36
405.38,404.0,457.28,455.77,451.24
407.46,404.05,445.22,454.12,2941.44
405.2,403.99,3842.46,454.06,447.96
405.4,404.04,445.25,466.1,447.78
405.44,1403.13,445.32,454.57,447.93
405.29,403.93,445.42,454.22,447.85
405.29,403.97,2597.17,465.19,449.31
405.28,403.9,445.18,454.3,448.05
405.22,404.05,445.83,4326.4,451.8
405.5,403.92,460.12,454.25,2600.39
405.48,403.98,445.1,456.58,448.63
407.35,405.61,2997.11,454.11,447.98
405.41,403.99,450.17,2611.95,447.97
405.56,403.89,445.26,457.33,452.49
405.34,403.82,2938.45,456.68,3535.59
405.71,403.94,445.13,454.33,463.5
405.31,403.96,445.29,454.37,463.77
405.44,403.88,445.17,453.93,448.17
