P-384,x448,hqc192,p384_hqc192,x448_hqc192
5.94,4.08,51.69,62.32,61.19
5.14,3.9,46.9,56.49,49.16
5.71,4.02,46.62,56.31,48.6
5.3,3.68,46.43,55.91,49.64
5.44,4.06,46.42,56.16,69.82
5.57,3.94,45.51,58.68,49.79
5.21,3.84,48.42,56.55,49.2
5.55,3.93,46.77,55.79,48.76
5.27,5.5,46.61,55.47,48.34
5.52,5.75,47.34,55.05,48.3
5.62,3.7,46.32,55.06,65.06
5.41,4.16,46.15,56.16,49.01
7.36,4.69,59.8,56.7,65.26
5.14,4.41,45.97,55.54,49.34
5.81,3.73,51.24,56.7,50.05
5.14,4.16,62.44,56.73,49.6
5.71,3.69,46.54,55.64,49.16
7.17,4.56,46.23,57.85,50.07
5.05,3.67,45.73,55.26,49.97
8.02,3.66,45.34,56.19,49.34
5.79,5.43,45.44,54.62,60.21
5.08,4.82,57.3,56.05,61.91
7.8,3.67,46.13,54.75,48.26
5.07,4.2,46.62,55.82,60.33
5.29,3.74,53.43,67.53,48.76
5.61,4.13,47.66,55.4,49.13
5.05,3.73,46.53,56.75,49.25
5.61,4.04,46.98,55.28,62.02
6.42,3.77,46.55,74.14,49.32
5.17,3.68,65.96,56.1,48.7
5.58,5.28,47.01,55.2,48.93
5.01,3.85,46.38,63.22,62.1
5.87,3.71,45.74,55.35,49.62
5.23,3.74,56.64,55.74,49.28
7.72,3.97,46.26,55.45,51.25
5.7,3.85,45.79,55.9,48.37
5.67,4.06,46.19,56.43,48.37
5.82,3.75,46.19,56.46,48.2
6.39,3.95,46.14,56.12,49.32
5.04,3.65,65.67,55.69,48.44
6.11,3.93,46.53,55.84,49.35
5.09,3.75,46.66,55.52,61.33
6.82,4.05,47.17,78.02,49.59
5.12,3.77,47.18,55.56,49.59
5.44,5.49,46.97,56.09,54.61
6.36,3.73,46.65,54.89,49.38
5.19,5.29,48.84,55.71,49.34
5.14,3.88,45.81,55.29,51.19
7.39,3.81,46.37,54.76,48.64
5.47,3.95,45.28,54.99,49.94
5.02,3.72,46.35,56.24,48.0
5.32,3.81,46.52,56.22,48.07
5.24,4.1,51.14,55.17,48.24
5.86,3.73,46.25,64.3,49.42
5.06,4.38,46.35,55.29,60.82
7.72,3.7,46.92,56.87,48.94
5.35,4.11,58.35,61.79,48.98
5.04,3.67,46.38,57.73,49.34
5.66,3.81,47.54,54.53,49.95
5.21,3.84,46.48,54.58,49.35
5.64,3.69,46.97,55.06,48.83
5.25,3.76,45.76,67.28,48.78
5.99,3.81,45.7,55.89,49.77
6.92,3.76,45.4,56.32,48.35
5.2,3.86,46.09,56.24,48.07
5.52,3.82,46.51,57.27,48.55
5.08,4.05,46.54,55.78,48.35
7.24,3.74,46.36,55.71,49.2
6.32,3.71,58.17,56.25,49.42
5.78,3.75,46.48,73.93,49.98
7.3,4.68,46.12,55.44,48.77
5.03,3.69,61.05,55.6,61.05
5.9,5.36,46.83,62.66,49.47
5.07,3.7,46.42,54.76,49.34
6.38,4.37,55.15,69.62,49.87
5.96,3.68,46.45,58.48,49.04
6.3,6.14,45.7,56.58,51.55
5.79,3.78,48.08,55.41,63.01
5.19,4.18,45.46,64.11,48.73
5.49,3.67,45.9,62.87,48.3
5.22,4.53,47.02,70.45,48.8
5.04,3.69,51.8,56.52,50.03
