P-521,hqc256,p521_hqc256
4.01,81.11,88.77
5.12,81.62,89.52
4.8,81.15,88.79
4.99,81.05,90.81
5.43,81.79,90.03
3.95,80.92,98.78
5.53,80.75,89.99
3.92,79.99,90.32
4.92,80.36,91.1
4.09,79.99,88.25
5.68,81.75,88.72
4.1,81.86,91.69
4.41,81.02,90.43
3.93,80.56,90.37
4.43,81.09,91.54
3.85,95.68,90.59
5.53,81.24,89.73
3.9,79.89,90.36
4.56,79.5,99.35
3.85,80.37,89.05
4.72,81.07,89.33
3.89,102.39,91.25
5.28,82.06,90.33
5.3,89.36,90.62
4.34,81.28,89.16
5.05,80.28,90.44
4.74,98.83,90.04
3.95,80.41,89.15
5.56,81.08,88.6
3.98,81.5,89.75
4.75,81.22,90.74
4.03,82.28,89.69
4.1,81.83,90.03
3.88,80.47,90.78
4.51,81.05,101.02
3.96,81.01,123.83
4.75,80.0,88.75
3.94,79.6,92.14
4.51,80.18,92.16
3.98,81.43,91.69
5.77,80.51,129.03
4.95,92.6,91.73
4.46,80.81,89.85
3.88,82.64,100.5
4.7,89.05,89.57
3.79,81.36,107.43
4.0,79.75,100.31
3.91,79.48,91.05
4.12,80.53,90.69
5.27,80.71,90.41
4.1,81.16,89.45
3.88,89.09,90.52
4.0,81.92,90.53
4.94,81.57,91.34
3.99,80.67,90.25
3.95,82.12,89.95
5.17,79.93,90.21
3.92,79.68,91.45
5.17,80.41,95.38
3.91,81.44,90.56
5.56,81.27,90.49
3.93,80.46,89.31
3.96,81.47,89.9
3.88,80.52,99.43
3.89,80.76,90.7
3.99,81.14,90.99
3.96,80.61,89.79
6.34,80.42,92.2
5.27,81.48,91.16
4.0,80.85,89.44
5.49,80.68,90.41
3.98,81.56,102.75
4.01,81.06,105.1
3.96,80.65,91.42
4.03,80.87,101.44
4.73,80.46,91.56
3.85,90.33,89.41
4.59,80.59,89.87
3.99,81.59,91.27
4.61,92.77,89.32
3.98,80.32,88.9
5.5,81.77,90.85
3.88,81.83,91.72
4.33,92.65,90.25
3.83,81.07,90.21
4.63,79.88,90.87
4.99,84.1,90.22
4.43,81.56,90.09
3.93,81.51,89.0
4.38,81.01,88.78
4.05,94.48,90.37
4.34,82.24,95.85
3.98,81.72,90.89
4.56,80.98,91.55
3.88,80.74,89.4
3.87,80.11,91.14
3.84,80.23,91.04
5.45,91.28,89.5
3.78,81.47,89.01
4.68,91.85,90.3
3.9,80.68,111.61
4.7,81.19,107.86
3.95,81.61,90.15
4.52,80.78,97.33
3.93,80.03,90.16
4.78,79.81,103.73
3.88,80.47,89.1
3.93,80.67,89.92
3.9,82.06,90.57
5.1,82.24,89.78
3.83,80.53,90.52
4.03,80.75,90.72
3.99,100.34,91.23
4.28,90.5,91.13
3.96,79.59,89.53
4.48,79.6,89.94
3.94,80.52,90.33
4.36,81.65,90.67
3.86,87.81,101.52
4.48,81.88,103.89
3.84,81.92,89.16
4.81,80.94,90.34
3.98,80.61,89.44
4.53,80.14,100.88
3.92,97.77,104.59
4.38,80.98,113.26
3.96,81.53,88.99
3.88,91.64,91.16
4.02,82.23,89.94
4.09,89.11,101.99
5.32,81.53,90.03
3.89,81.51,102.46
4.2,82.89,88.88
3.9,79.77,90.16
4.01,79.82,90.65
3.91,80.05,90.48
4.78,80.81,100.24
3.8,91.02,90.55
4.6,81.92,90.44
3.94,81.4,90.87
4.83,81.06,90.15
3.97,80.55,89.75
4.8,81.25,89.9
4.15,79.62,90.69
5.94,79.66,90.36
3.96,92.17,90.99
4.61,82.77,89.96
4.95,88.75,89.35
4.32,81.04,90.76
4.16,81.67,89.76
4.3,81.77,89.04
5.19,81.8,89.84
5.1,81.4,101.9
4.32,80.28,90.87
3.88,81.64,105.34
4.89,81.8,90.56
5.03,82.09,90.9
4.64,82.51,90.29
3.77,80.63,88.98
4.72,82.56,88.95
4.05,81.65,90.26
6.19,81.0,90.83
3.97,79.8,91.55
4.07,80.5,90.45
4.61,80.91,92.61
3.71,81.84,96.79
4.43,81.9,90.59
4.08,102.77,89.23
3.97,81.61,99.99
3.94,81.95,91.09
3.95,82.06,98.8
4.14,89.17,92.22
5.04,79.75,90.33
4.11,80.78,91.14
3.96,82.53,97.42
4.47,89.2,90.35
3.95,89.53,93.97
5.35,81.09,104.65
3.94,82.44,89.95
4.05,80.87,90.8
4.05,80.62,91.23
3.98,80.09,89.6
4.16,79.51,104.81
4.09,81.05,91.34
4.33,81.79,89.26
3.93,80.36,88.32
4.79,80.2,90.5
3.81,80.67,90.28
4.87,81.31,101.46
3.94,88.35,107.72
4.97,80.26,91.51
4.09,79.87,103.92
4.81,92.2,90.2
5.03,81.2,88.66
4.46,90.47,88.86
3.79,81.3,89.92
4.59,81.13,90.28
3.85,81.43,91.05
4.36,80.87,90.77
3.82,88.31,90.1
4.75,80.25,113.22
4.96,80.12,91.98
4.98,80.24,89.2
5.08,82.04,120.77
4.22,81.51,90.25
3.97,93.48,108.07
5.6,81.59,99.82
4.07,82.05,91.43
5.23,81.29,102.87
4.04,81.08,89.09
5.12,83.42,89.67
5.08,80.1,89.77
4.99,81.72,90.8
4.61,80.96,90.81
5.22,81.47,90.19
4.98,81.91,90.53
3.86,81.83,109.65
4.88,89.08,100.23
4.95,80.72,90.29
4.97,81.44,88.49
4.97,79.87,89.34
4.84,80.54,90.55
3.9,80.75,90.1
4.98,81.77,90.57
4.25,81.48,91.07
4.0,81.63,90.2
3.84,80.69,90.2
4.35,81.73,90.66
3.85,82.39,117.48
4.63,80.24,91.08
3.87,92.55,89.11
4.4,91.41,103.06
5.0,81.59,100.81
4.64,81.44,90.16
4.09,81.77,90.45
4.63,81.0,89.58
5.03,81.67,88.65
4.67,90.33,88.74
3.9,80.98,100.68
4.61,79.87,91.3
3.86,79.72,88.82
4.65,81.17,120.4
4.96,81.04,90.04
4.53,82.22,90.89
3.95,87.77,90.39
4.53,89.33,92.31
3.98,81.16,101.32
5.28,81.38,90.07
3.9,88.46,89.61
4.38,80.63,89.72
4.04,80.52,106.56
4.44,82.39,91.42
3.89,81.58,90.86
4.08,82.15,102.58
4.04,82.69,89.57
5.32,81.44,89.64
3.75,81.93,91.66
4.74,97.42,91.45
4.87,88.51,89.44
4.52,79.89,100.84
3.92,80.86,90.41
4.39,81.94,89.85
3.74,93.01,90.92
5.56,81.03,92.06
3.99,81.89,91.13
5.5,80.87,92.06
3.98,81.84,101.57
4.51,80.83,97.44
5.02,79.92,90.58
5.3,79.81,98.97
3.98,80.28,99.28
4.16,81.32,99.96
4.97,89.31,89.57
3.87,82.46,90.76
5.04,81.42,91.95
4.98,81.75,90.04
5.81,80.62,89.15
3.92,80.51,90.95
5.44,80.1,91.58
4.04,81.11,89.25
4.38,89.53,89.18
4.04,80.63,89.26
4.04,81.76,102.1
4.85,81.2,91.41
4.16,80.94,90.79
3.79,81.83,90.45
4.25,80.59,90.61
3.9,80.23,90.58
4.66,80.47,88.96
4.93,81.64,90.1
4.26,80.93,90.04
5.06,81.53,90.3
4.46,82.05,101.04
4.98,81.78,89.72
5.18,80.8,97.6
4.08,81.15,97.69
4.04,88.87,89.52
3.79,80.11,97.61
3.97,79.59,89.13
4.75,81.52,89.8
3.94,80.77,90.05
4.5,81.79,89.49
3.86,89.39,91.54
4.64,80.62,90.58
3.86,82.01,102.09
5.18,81.58,90.51
3.77,81.08,100.68
5.42,88.14,89.0
3.87,80.45,90.13
4.57,82.06,89.82
3.95,82.17,90.55
4.52,81.33,90.51
4.05,81.08,90.46
6.16,80.59,91.3
3.95,81.58,90.55
4.58,82.3,100.54
3.87,80.08,88.41
4.53,79.94,90.28
3.94,80.53,101.11
4.29,92.59,89.51
3.87,81.46,91.11
4.61,81.13,90.51
4.98,102.28,89.52
5.03,81.35,91.03
5.06,92.48,98.5
3.98,89.0,98.95
4.93,79.73,91.58
4.18,100.61,90.27
4.07,81.05,89.8
3.98,81.03,89.34
5.07,81.19,90.23
3.93,85.47,90.16
3.96,102.09,90.11
3.76,80.75,97.67
3.95,87.47,90.45
5.3,80.08,91.19
4.8,79.81,90.17
5.01,81.38,90.04
4.54,81.56,98.87
3.95,80.56,89.96
4.54,81.16,111.32
4.07,81.26,88.82
4.48,80.87,89.0
4.85,98.28,90.56
4.22,79.94,90.08
3.9,79.9,100.73
4.85,80.49,102.61
3.91,81.2,90.69
4.34,91.63,89.83
7.69,92.62,102.23
4.03,81.24,88.9
5.08,81.73,89.11
4.04,84.31,89.72
4.21,80.86,90.33
3.9,80.03,91.27
4.22,79.52,90.82
5.01,80.6,117.59
4.41,80.33,114.7
3.89,81.44,89.24
5.22,80.67,89.71
3.94,81.65,92.39
4.01,80.56,90.22
3.94,81.44,103.07
5.34,81.17,93.28
5.38,79.72,90.69
5.47,79.72,90.9
3.91,81.56,116.16
4.69,80.94,88.96
3.92,81.14,106.03
8.18,80.79,102.25
3.84,83.88,89.5
4.45,85.08,100.4
4.34,98.08,102.94
3.7,89.06,99.48
4.12,80.3,91.62
4.15,93.02,105.81
3.88,81.96,89.12
3.88,81.01,103.86
5.18,81.39,91.96
5.72,81.22,101.36
3.96,81.31,89.82
5.52,82.07,90.24
3.95,96.73,101.75
5.84,102.71,114.88
4.0,79.61,89.08
4.15,80.07,89.26
