P-521,hqc256,p521_hqc256
5.21,80.96,94.89
3.89,82.27,88.44
4.68,81.54,101.71
4.22,81.98,111.73
4.64,82.17,109.68
3.89,81.73,90.0
5.89,81.74,91.91
3.91,81.16,91.04
5.58,80.82,89.29
4.95,80.17,92.34
5.52,79.9,94.41
4.4,84.54,92.26
5.38,82.88,91.33
5.13,81.07,109.85
5.09,81.71,90.92
4.66,83.37,90.46
4.82,81.34,90.25
5.15,83.83,90.1
4.93,98.18,110.62
4.81,81.99,91.08
5.33,82.18,91.19
4.62,94.57,120.14
3.98,98.32,91.23
4.68,82.95,90.77
3.93,82.89,90.17
5.58,95.21,98.79
3.85,80.31,89.14
4.72,80.11,88.86
4.09,81.14,89.9
4.74,88.25,91.56
4.12,82.17,90.95
4.27,82.05,94.75
3.94,81.99,91.54
4.59,81.59,111.73
4.96,81.46,89.91
4.06,82.13,112.12
3.98,81.42,89.26
4.26,81.93,111.26
3.97,80.57,90.5
5.69,81.87,90.08
6.11,81.67,113.97
3.9,82.68,90.24
4.65,91.19,92.3
3.89,82.09,89.01
4.51,80.73,88.64
5.18,87.79,90.18
4.28,80.14,92.29
3.98,100.86,91.11
4.35,91.89,90.03
4.04,83.45,91.18
4.32,83.08,90.79
3.83,84.38,90.06
4.18,84.13,88.56
3.94,92.0,89.37
4.02,83.0,89.94
4.02,96.22,90.05
4.79,80.04,111.8
3.97,80.62,90.59
4.51,82.27,90.36
5.08,80.71,103.51
6.7,81.26,89.76
3.98,90.55,88.69
5.5,105.49,89.57
4.12,93.15,100.64
5.29,80.26,91.95
4.61,79.66,100.12
3.97,81.44,90.3
5.03,81.75,90.79
5.14,80.4,89.52
4.21,96.28,90.87
5.81,82.04,88.89
3.9,82.18,90.38
6.46,82.7,103.66
3.96,88.69,100.41
4.33,80.36,90.35
4.03,88.08,100.94
4.48,81.19,89.73
3.9,98.64,90.53
4.09,86.39,90.31
6.29,82.18,89.31
3.91,89.16,89.17
4.06,81.18,90.72
4.21,81.58,90.81
3.88,80.23,88.88
4.37,79.39,91.31
6.6,80.08,89.58
4.39,81.66,89.83
5.27,81.97,89.72
5.51,81.27,89.02
3.94,87.44,90.69
5.44,82.05,103.59
4.2,81.51,89.67
4.0,89.09,92.83
7.1,91.85,90.37
3.82,79.56,90.67
4.62,102.14,89.17
3.85,80.91,89.15
4.71,82.42,88.43
3.95,81.11,90.06
5.66,98.63,91.97
3.96,99.05,90.57
4.92,89.44,101.48
3.87,79.82,90.38
5.22,79.42,91.01
4.98,93.13,96.9
3.9,81.7,88.8
3.96,97.75,89.0
4.09,80.69,89.16
4.06,81.07,90.83
3.94,80.95,90.07
3.94,81.32,89.95
3.91,81.46,91.04
4.2,80.53,89.85
4.13,79.89,90.41
