P-521,hqc256,p521_hqc256
147.1,901.28,511.11
75.35,424.14,432.92
77.53,425.72,760.68
76.73,784.24,433.54
76.43,423.63,446.47
75.23,427.84,455.33
75.15,423.96,434.13
75.66,425.62,434.71
75.39,430.76,432.97
76.56,426.15,444.39
76.46,424.13,439.13
76.66,539.58,433.49
77.31,434.48,433.07
76.44,424.79,433.73
77.38,432.41,437.04
76.45,423.95,433.84
76.36,432.11,434.87
75.17,456.45,434.89
75.36,431.82,433.71
75.39,425.94,433.61
75.16,429.94,436.77
1074.6,425.74,436.97
75.13,424.31,440.09
75.18,424.76,432.56
75.23,423.96,433.84
75.15,424.68,442.85
75.68,425.4,432.69
75.46,425.53,436.94
75.07,423.82,433.51
76.44,423.95,441.75
77.3,423.59,436.07
77.14,426.8,432.72
75.26,425.2,434.98
75.48,429.88,433.85
77.19,449.77,433.65
75.45,425.14,434.64
76.48,438.61,454.97
75.28,444.77,433.53
77.19,424.13,435.06
75.21,427.66,435.5
76.41,431.14,789.91
75.12,444.77,432.94
76.33,423.76,433.73
75.28,434.79,417.17
75.5,423.98,433.9
77.27,425.0,433.83
75.11,435.72,433.91
76.38,431.74,432.75
75.41,424.61,442.49
75.16,446.12,432.87
75.1,425.41,434.01
75.22,424.31,453.03
75.84,424.22,437.44
75.18,532.05,434.07
75.01,789.42,435.67
75.17,442.46,440.02
75.26,532.79,434.07
77.49,424.01,434.37
77.39,443.83,433.2
75.09,427.04,443.83
75.2,424.4,433.65
77.17,423.31,446.5
77.27,396.01,444.39
75.57,423.57,460.29
77.13,424.1,434.03
75.25,784.51,441.33
75.5,424.94,435.25
75.03,424.13,454.65
75.12,426.32,433.86
75.38,423.82,434.27
77.09,423.8,433.96
76.38,423.97,436.72
75.08,431.54,433.97
75.11,424.51,433.69
76.32,424.19,433.59
75.17,424.5,447.68
75.09,424.6,432.65
75.12,424.65,440.42
75.25,423.82,432.86
75.07,425.05,440.97
75.16,425.16,434.39
75.22,423.88,434.17
75.13,424.29,439.44
75.17,450.3,442.62
75.36,424.14,432.3
77.41,425.09,432.66
75.15,406.34,435.83
77.35,444.98,440.28
75.03,424.09,443.09
75.03,423.92,434.94
75.18,424.9,433.7
76.49,425.0,446.14
75.13,431.28,432.95
75.12,427.18,434.06
75.15,425.1,442.06
75.53,436.16,432.68
75.16,424.65,433.98
75.24,441.6,433.8
75.27,425.01,445.51
75.15,425.43,436.12
75.16,424.74,432.35
75.22,424.49,438.36
75.23,424.73,434.4
75.31,431.83,435.22
75.04,424.6,432.91
75.18,426.45,435.98
75.11,555.39,433.95
75.31,427.25,433.99
75.2,427.51,439.47
75.11,424.65,432.57
77.28,426.0,436.43
75.15,423.5,433.89
75.76,425.0,433.12
75.15,424.89,432.43
75.08,423.97,434.12
75.17,424.98,440.09
75.25,434.1,433.71
77.81,423.78,432.72
76.79,435.42,434.54
77.47,425.16,433.35
75.13,423.82,433.3
75.12,425.39,433.6
77.26,443.63,436.12
77.19,431.59,445.79
77.22,428.64,435.16
75.26,423.71,434.42
75.09,425.21,434.14
75.47,424.9,440.17
75.08,424.83,434.18
78.77,425.95,436.68
75.19,443.65,432.68
75.23,452.88,433.84
75.04,426.63,432.7
75.31,423.8,414.78
75.24,425.27,438.73
75.18,423.57,433.05
75.29,423.68,433.65
75.07,425.25,433.05
77.35,430.75,432.58
75.36,424.97,432.51
75.08,423.37,433.76
75.2,424.17,432.56
75.23,423.13,433.91
75.12,425.08,539.33
75.0,424.75,438.92
75.41,424.02,441.25
75.14,424.99,443.07
77.43,425.11,433.86
75.46,424.62,433.69
75.2,432.82,443.8
77.19,443.81,433.42
77.37,428.43,433.28
75.23,790.9,433.65
75.16,433.9,433.96
75.19,425.23,433.75
75.2,424.9,538.85
77.19,424.32,415.59
75.6,446.99,433.71
75.19,455.06,432.81
75.57,433.85,449.83
75.26,425.47,436.8
75.17,424.89,434.82
75.78,425.15,433.29
75.18,424.66,432.78
75.16,423.37,439.54
75.34,423.69,469.67
75.33,425.12,432.48
74.99,425.35,806.64
1074.7,447.11,433.79
75.06,440.93,445.25
75.16,427.31,432.64
75.29,435.23,432.63
75.23,425.46,433.05
75.06,442.76,434.16
77.23,449.62,432.39
75.01,423.58,433.3
75.14,431.67,434.25
75.19,444.93,433.12
75.32,423.62,432.6
75.25,424.16,432.62
75.11,530.03,433.0
75.05,423.38,444.85
77.34,424.99,437.2
75.18,423.88,432.63
75.12,425.38,433.95
75.2,424.02,434.17
75.12,424.94,439.29
75.2,424.87,433.25
75.02,424.04,443.26
75.41,424.83,434.92
75.24,425.49,432.93
75.23,424.77,432.85
75.09,423.4,432.46
75.11,425.19,443.92
75.02,440.04,456.93
75.19,428.73,434.3
75.7,424.98,433.56
77.11,425.36,444.34
75.14,538.13,434.26
75.11,425.32,432.44
75.13,425.24,437.34
75.28,425.02,432.85
75.16,431.72,433.6
75.15,424.82,433.25
77.3,424.74,432.78
75.1,432.81,539.04
75.02,425.37,435.08
75.39,424.16,432.63
75.12,424.5,440.31
75.06,425.58,433.1
75.24,423.54,963.3
75.1,429.59,436.61
75.15,424.25,434.22
75.33,438.31,436.86
75.15,423.99,446.42
74.98,786.51,432.57
75.14,425.07,433.29
75.11,424.02,441.2
77.18,425.69,452.0
75.33,424.88,539.28
75.19,424.1,434.12
78.24,425.06,433.88
75.16,431.41,437.68
75.04,425.51,433.59
75.86,424.92,433.71
75.38,434.17,433.5
75.12,425.68,434.81
1074.88,424.39,450.81
77.25,425.21,432.47
75.07,425.19,434.54
75.16,424.1,433.43
75.47,787.99,433.55
75.11,424.65,432.63
75.14,445.08,791.14
75.09,424.29,440.3
75.06,423.51,435.61
75.17,423.62,790.46
75.58,423.97,434.71
75.31,442.34,432.54
75.08,423.36,435.86
75.08,436.86,433.6
75.13,425.16,439.55
1074.69,428.3,434.13
75.2,424.39,434.31
75.03,429.77,433.91
77.29,426.5,433.75
75.22,424.74,440.66
77.26,533.93,434.65
76.4,424.77,437.73
77.34,429.54,433.58
76.39,423.45,433.28
75.1,426.37,435.06
76.52,425.97,539.37
75.19,431.99,432.69
76.73,425.05,433.11
79.5,423.82,763.0
1076.24,462.72,436.36
75.22,423.63,789.8
75.11,427.69,434.6
75.08,423.85,433.5
75.26,424.68,433.75
75.31,531.9,437.07
75.03,445.54,432.85
75.13,432.82,442.5
77.29,423.87,435.66
75.22,431.89,434.52
75.01,423.9,433.27
75.37,424.85,432.98
75.2,424.94,435.39
75.14,427.1,434.76
77.17,423.76,433.87
75.07,440.14,432.51
78.49,426.04,434.06
76.41,425.96,438.74
76.37,424.85,435.47
75.15,435.72,467.0
75.38,423.82,435.57
75.07,425.29,433.66
75.36,432.89,443.06
78.82,425.21,435.37
75.07,425.43,433.58
75.17,443.28,434.23
75.42,424.23,436.29
75.4,431.12,433.58
75.04,425.32,432.88
75.11,428.65,433.11
78.33,443.14,538.61
78.47,425.28,434.31
75.22,449.45,438.71
75.04,424.33,434.16
75.2,426.58,438.88
76.61,423.92,432.44
1076.16,423.89,442.78
75.06,424.76,438.18
75.2,423.55,438.07
75.18,764.11,434.4
75.06,424.34,433.81
75.26,424.8,433.59
75.02,423.73,436.24
75.03,429.46,434.74
75.23,425.3,432.75
75.05,424.78,455.85
75.27,441.98,433.67
75.43,424.23,433.55
75.06,434.42,433.57
75.07,424.29,439.37
75.2,425.22,433.95
75.03,423.59,454.38
75.11,395.91,433.58
75.17,424.01,432.83
75.04,424.35,440.35
75.0,424.9,432.61
75.22,426.51,762.22
75.17,444.56,433.96
75.03,423.78,433.65
75.14,423.62,432.96
75.08,423.91,432.72
76.62,425.28,439.51
1078.11,424.17,432.68
75.14,424.93,433.85
75.05,425.74,435.58
75.34,425.08,432.81
75.01,424.26,741.97
75.34,429.95,433.78
75.09,424.89,433.92
75.25,423.34,434.73
75.03,424.53,432.88
75.18,424.67,449.28
75.0,425.06,435.24
78.38,425.82,433.74
75.25,424.33,432.43
74.96,423.65,435.89
75.28,423.74,433.14
75.22,423.91,447.39
78.39,425.66,432.7
75.08,423.84,434.22
75.29,426.45,438.66
75.29,423.7,432.94
75.15,432.11,438.93
75.36,425.29,445.5
75.17,441.4,433.94
75.06,427.17,433.95
78.36,442.38,434.07
75.19,444.69,433.1
75.32,425.26,434.29
75.33,428.36,442.46
75.25,425.0,432.82
75.36,532.07,432.93
78.39,436.79,432.43
75.14,430.09,436.37
76.0,423.4,448.61
78.5,425.89,433.64
75.14,430.98,791.14
75.17,431.41,432.74
75.18,423.68,433.57
75.14,440.63,437.24
75.08,424.65,436.46
78.57,758.79,434.35
75.19,555.77,433.98
75.2,424.69,434.0
75.28,442.71,404.9
79.17,425.13,435.39
75.24,423.55,439.84
75.07,423.62,404.63
75.26,443.6,440.08
75.27,441.8,444.06
75.15,424.91,433.5
75.06,436.24,404.37
75.19,424.29,444.07
75.15,425.02,432.56
75.12,423.78,433.54
78.58,431.84,465.64
75.03,423.73,433.55
78.32,423.93,432.78
75.14,395.69,433.59
77.52,424.59,442.97
75.13,425.29,453.29
75.15,446.33,433.08
75.03,430.26,439.66
75.12,424.81,435.8
75.19,396.66,445.17
75.39,425.21,438.98
75.16,424.17,435.24
75.28,425.07,791.76
78.36,423.89,434.9
78.65,437.2,433.74
75.16,425.18,440.73
75.15,430.3,433.62
75.02,424.63,433.98
