P-521,hqc256,p521_hqc256
75.32,423.6,434.09
78.48,426.76,433.25
75.08,424.94,441.72
75.16,396.19,433.71
78.91,425.1,433.77
75.02,424.69,433.23
78.63,425.74,433.55
75.17,434.23,434.38
75.03,424.99,436.46
75.19,431.58,437.24
75.05,539.24,445.35
1074.54,423.89,457.63
75.31,424.78,434.51
75.29,427.28,434.49
75.02,424.76,439.38
75.13,424.74,448.86
75.26,784.24,442.62
75.08,428.97,434.15
75.25,426.92,433.9
78.48,423.72,434.12
75.15,424.66,432.69
81.2,800.78,434.18
75.22,423.3,436.12
75.07,449.83,438.61
75.43,425.9,434.28
75.25,424.12,434.21
75.16,424.18,434.85
75.24,425.11,433.03
75.13,423.74,440.1
75.06,423.77,433.94
75.29,429.72,435.08
75.23,424.21,435.52
78.56,425.14,444.59
75.12,443.12,434.03
76.75,423.76,436.38
75.09,443.28,432.03
76.51,424.08,433.4
75.17,423.79,436.49
78.61,423.74,542.82
75.14,425.24,433.5
75.11,425.55,540.67
75.3,428.57,445.38
75.3,424.74,432.86
75.24,430.68,432.87
78.49,424.71,435.89
76.59,443.33,434.57
76.36,424.88,438.58
75.03,423.67,791.95
75.3,424.42,434.83
75.75,431.79,432.6
75.14,431.27,433.73
75.38,427.03,433.69
75.6,424.37,433.1
75.34,425.3,439.52
75.2,542.93,434.98
75.11,424.76,432.3
75.21,426.85,432.73
75.34,423.94,434.11
75.11,426.02,438.36
75.32,424.58,581.35
75.15,427.2,432.51
75.04,424.84,433.56
74.99,427.6,433.24
75.18,427.11,434.01
75.07,433.91,433.69
78.35,424.21,433.68
78.53,427.06,458.86
75.29,423.68,445.17
75.06,431.8,791.1
75.29,435.89,432.55
75.11,424.23,432.6
75.19,429.05,437.84
75.19,425.55,434.3
75.16,423.83,432.79
78.54,428.98,433.7
75.05,395.9,433.76
78.38,424.11,433.42
75.2,424.72,432.61
75.05,532.73,437.5
75.02,424.83,434.95
75.19,424.1,433.47
75.07,424.17,432.96
75.28,425.35,433.72
75.06,424.41,432.7
75.14,432.8,434.82
79.59,425.2,438.96
75.01,532.33,432.67
75.19,424.15,434.24
75.14,424.78,432.84
75.1,423.7,432.72
75.37,428.43,441.28
1074.73,455.07,433.88
75.19,439.7,435.93
75.16,425.21,433.7
75.17,425.4,432.99
75.04,423.96,432.5
75.21,424.16,433.34
78.48,424.95,455.47
1074.78,423.84,432.94
75.13,432.93,455.88
75.36,424.33,433.06
75.27,423.53,444.98
75.13,423.92,439.46
75.18,749.46,434.67
75.3,423.81,406.13
75.18,427.66,434.58
75.27,424.89,432.78
75.04,436.06,433.95
75.31,424.77,432.58
75.15,423.94,438.4
75.1,425.73,433.61
