P-521,hqc256,p521_hqc256
216.23,570.7,512.25
144.81,520.59,437.53
144.82,431.43,439.81
144.94,432.23,510.58
144.63,442.73,509.88
144.78,431.61,442.13
144.94,432.18,440.11
145.29,910.77,441.74
144.57,431.15,451.77
146.45,499.72,438.06
145.81,502.42,403.82
144.43,430.64,436.78
144.53,430.12,608.53
145.93,430.32,437.0
144.5,500.52,437.27
146.01,431.59,437.13
144.28,500.4,437.89
144.69,441.16,438.49
145.05,432.84,438.2
144.5,431.15,453.43
144.66,432.06,438.28
145.16,431.64,458.73
145.0,432.14,444.35
145.63,430.82,507.39
144.43,430.73,438.32
144.52,432.04,439.48
144.56,430.73,507.45
144.72,431.43,446.85
144.72,430.11,438.31
144.62,434.92,508.24
144.71,438.76,436.38
145.34,712.81,453.75
145.67,432.17,438.69
146.28,431.26,438.09
144.73,431.17,439.0
144.41,429.75,440.64
145.81,430.19,440.71
144.46,513.29,436.84
144.79,431.65,437.83
144.72,431.47,517.8
144.77,430.94,446.67
145.19,451.75,436.77
144.8,431.7,436.69
144.6,431.44,527.32
144.53,431.23,437.9
145.7,430.32,448.24
147.87,432.5,437.66
144.91,500.91,508.13
144.62,441.24,686.7
146.59,430.13,438.33
144.57,430.61,437.91
144.79,502.61,438.12
144.69,431.5,438.63
144.32,439.35,438.48
144.74,502.54,508.24
145.79,430.95,440.21
144.47,452.4,943.03
144.41,431.83,437.79
144.48,437.69,438.09
144.51,431.06,448.81
144.5,430.58,437.97
144.45,433.71,473.33
144.44,499.36,1237.63
144.79,430.49,436.81
144.8,430.9,440.14
144.44,452.48,508.38
144.36,429.16,450.04
144.63,500.44,438.2
145.26,531.98,531.98
144.53,503.1,437.28
144.42,429.83,438.0
145.59,431.65,438.56
144.61,449.86,438.07
144.42,438.67,445.29
145.48,502.75,437.0
145.89,572.97,513.9
144.54,432.45,444.43
144.46,929.79,438.41
144.61,430.78,437.13
569.57,429.88,540.55
144.64,430.53,437.04
145.77,430.76,449.51
144.34,431.55,447.53
145.13,449.58,507.39
146.87,429.37,439.42
144.43,430.59,403.46
144.69,441.7,507.52
144.55,430.51,438.54
144.58,501.84,508.45
146.58,450.29,508.47
144.73,429.5,445.67
145.74,429.44,438.28
144.38,428.86,437.22
144.37,431.44,515.8
144.25,430.61,524.6
144.66,430.69,439.12
144.86,430.96,437.95
144.57,501.77,530.52
3146.68,928.57,448.89
144.42,432.24,438.7
144.46,429.56,509.17
145.75,500.38,438.16
144.49,501.62,508.32
145.22,430.53,438.43
144.53,500.64,439.04
144.62,430.02,438.89
144.31,431.21,438.35
145.32,500.58,437.53
145.57,430.85,446.19
144.42,448.48,543.67
144.46,430.7,437.14
144.38,430.31,437.81
144.38,431.01,436.96
144.61,430.64,437.67
144.47,438.0,438.56
144.79,452.95,437.78
3146.2,429.0,509.16
144.87,501.32,437.99
145.77,440.09,684.62
144.62,498.97,438.31
144.94,519.86,436.92
144.51,501.43,448.35
145.57,429.73,437.35
144.54,516.04,438.32
144.65,431.05,440.47
144.59,431.11,437.06
146.87,433.15,583.0
145.02,499.62,445.17
145.88,430.17,436.95
146.01,450.64,439.23
144.55,431.15,508.46
144.66,430.77,519.37
144.82,501.73,438.27
144.32,429.3,513.94
144.44,430.95,444.53
144.4,438.45,507.69
146.7,468.27,441.99
145.56,434.95,438.1
144.49,414.63,438.36
145.79,431.62,403.46
145.93,433.51,437.2
144.89,441.67,440.52
146.02,431.21,450.11
144.74,431.18,440.35
145.77,439.03,438.17
144.57,519.09,437.55
144.26,431.13,444.35
144.44,918.87,439.13
144.51,442.52,440.36
144.43,431.0,466.74
144.35,439.38,438.67
144.47,431.47,438.95
144.96,437.13,449.48
145.62,446.33,439.63
144.62,431.09,440.31
145.8,430.51,934.97
144.9,938.45,935.96
144.66,430.28,440.71
144.92,522.7,508.57
144.78,433.69,438.55
144.36,445.67,437.16
144.58,430.86,452.24
144.4,432.42,438.35
145.61,430.19,508.06
144.51,429.52,439.47
144.81,500.5,459.9
145.71,453.08,450.61
144.38,500.82,586.82
144.3,433.77,507.7
144.52,430.98,436.71
145.82,437.91,436.81
144.39,431.19,436.81
144.72,444.65,438.58
144.41,429.09,437.33
144.72,437.47,438.21
145.12,430.56,530.46
144.49,431.36,438.2
144.65,430.52,437.55
144.73,430.5,452.4
144.43,448.49,438.06
144.65,438.12,448.57
144.57,431.43,446.51
144.84,431.97,508.24
144.51,431.0,438.33
144.56,500.03,518.37
3146.66,430.31,437.57
144.53,500.86,439.13
144.68,430.11,509.26
145.97,437.69,449.37
144.72,395.71,436.98
144.55,440.42,515.08
144.64,410.73,436.5
144.44,500.87,576.89
144.55,502.14,438.98
144.75,502.25,439.59
145.11,501.44,437.94
145.1,430.39,440.9
144.9,430.21,544.59
144.71,532.76,438.93
144.59,429.4,418.63
145.71,430.24,438.21
144.6,431.49,439.29
144.73,449.21,437.7
144.72,430.36,438.07
144.77,429.72,438.15
144.59,429.53,437.9
144.62,500.35,449.09
144.51,431.78,517.66
145.65,500.61,935.04
144.79,502.9,438.23
144.61,431.93,438.09
145.11,430.5,935.75
144.65,465.95,441.44
144.74,1083.86,438.46
144.87,440.62,619.47
144.46,518.47,508.19
144.96,501.05,508.35
144.49,429.23,443.78
144.5,430.15,436.81
145.56,502.06,443.73
144.58,430.7,438.48
146.9,432.84,436.76
144.47,464.08,436.76
146.98,446.87,447.93
146.87,430.11,438.39
144.38,431.82,438.2
145.13,430.89,449.86
144.6,501.07,448.71
144.53,432.01,438.43
144.6,431.14,440.15
144.39,502.34,437.81
144.35,502.23,507.85
144.49,542.52,438.97
144.59,501.28,737.6
144.5,430.77,443.17
144.95,432.42,437.73
144.74,429.92,448.7
144.55,512.29,445.41
144.58,432.41,438.25
145.84,429.93,437.81
146.55,432.77,438.13
144.21,431.44,446.4
144.48,439.15,518.93
3147.09,455.46,439.39
146.04,438.07,509.21
144.92,429.89,444.51
144.94,428.96,437.83
