P-384,x448,hqc192,p384_hqc192,x448_hqc192
6.57,2.95,61.46,58.15,50.09
4.4,2.84,45.48,56.11,51.26
5.11,2.84,56.01,78.6,47.76
4.47,3.47,45.26,58.52,47.28
5.64,3.57,46.35,62.17,48.9
4.99,3.54,46.67,55.03,48.58
4.6,2.74,46.21,55.7,48.62
4.05,3.31,47.09,71.23,49.18
4.82,2.89,46.95,54.07,47.88
4.03,2.58,57.27,61.82,48.25
5.58,2.48,44.72,70.88,48.27
4.26,3.99,49.86,55.79,49.48
4.54,3.29,45.83,55.16,74.94
4.62,2.7,63.41,55.28,54.91
6.0,2.92,46.52,61.45,48.74
4.04,2.61,46.15,54.93,48.06
5.07,4.05,62.16,78.73,58.86
4.02,2.6,46.39,56.14,47.64
4.78,2.55,45.24,55.35,57.24
5.3,3.33,45.8,73.03,48.05
4.51,3.52,50.53,62.69,50.1
3.83,2.75,46.38,53.9,65.5
4.61,2.61,46.07,76.31,48.35
4.55,2.67,46.51,70.34,49.64
5.05,3.6,45.64,56.47,49.64
5.35,2.82,45.95,60.69,48.88
5.55,4.34,45.96,70.11,53.83
4.12,2.73,46.01,55.39,48.49
4.71,3.7,44.81,55.67,48.73
4.01,3.27,46.19,55.33,49.35
4.67,4.66,54.19,55.57,49.16
4.03,3.19,50.98,65.13,47.59
5.58,4.63,45.51,53.93,47.17
5.14,2.79,44.73,72.41,48.95
4.5,4.42,45.82,64.95,66.21
4.04,3.15,50.55,55.34,48.13
5.29,3.74,46.56,55.5,49.66
5.18,2.6,46.68,54.93,49.81
4.39,4.19,46.45,63.44,48.58
4.07,2.89,46.16,54.37,49.77
4.68,2.64,56.21,55.62,48.96
3.99,3.29,44.43,54.95,48.74
4.49,3.28,44.8,76.86,47.97
4.0,2.7,44.85,73.31,59.52
4.8,3.37,65.59,55.66,46.97
4.08,2.72,45.99,53.72,47.81
4.44,3.25,62.09,54.8,48.26
4.23,3.5,45.18,55.14,48.41
4.58,2.91,46.15,54.68,57.39
5.21,2.59,46.03,55.12,49.03
4.3,3.47,45.52,68.82,48.48
4.2,3.02,60.1,55.6,47.9
4.04,2.98,45.07,55.54,47.72
4.29,2.98,62.76,56.14,47.84
4.18,3.2,46.97,55.68,47.63
4.1,2.78,44.56,55.91,48.94
5.67,2.69,46.31,73.2,49.27
5.13,2.71,46.14,55.67,49.57
4.41,3.46,45.04,55.28,47.48
5.43,3.35,46.48,54.56,60.82
5.4,2.63,46.45,55.77,48.39
4.64,3.78,63.56,55.74,47.81
4.02,3.21,45.28,55.33,60.27
4.85,2.67,46.59,78.51,48.95
4.12,2.68,45.28,57.16,59.7
4.73,3.25,46.55,54.7,47.6
5.37,3.42,45.25,76.58,58.33
4.6,2.62,45.92,77.03,49.91
4.05,2.72,45.86,55.73,48.74
4.54,3.59,60.96,54.63,49.84
4.06,2.65,44.6,57.02,48.58
4.91,2.68,46.47,55.61,47.87
5.16,3.59,45.74,54.36,47.8
4.47,3.24,45.18,57.09,61.09
4.14,3.2,61.87,54.59,46.98
4.62,3.32,45.56,54.07,47.8
4.14,3.36,45.37,55.93,49.87
4.53,3.23,51.3,54.54,48.78
4.0,3.68,45.76,63.78,47.93
5.79,3.17,46.53,58.24,48.85
4.04,3.98,57.43,55.62,48.07
4.27,3.41,45.08,77.36,49.66
5.39,2.87,44.56,55.04,48.87
4.62,4.1,44.77,55.02,47.62
3.84,3.51,44.83,54.87,47.73
5.98,3.28,44.62,55.57,49.01
3.86,3.94,46.23,54.33,64.58
4.93,2.7,46.66,54.42,47.17
4.01,3.77,66.83,55.0,60.97
5.69,2.74,51.12,74.97,63.13
