P-521,hqc256,p521_hqc256
1205.28,2725.32,3540.13
804.94,2316.45,1935.48
804.96,1916.21,2326.62
804.96,2316.46,2325.23
805.97,5409.75,1924.98
804.62,4505.65,1924.39
804.55,3683.47,4993.34
804.55,2316.56,2781.89
804.58,3685.59,2324.84
804.7,3085.07,2325.57
804.46,1731.5,3694.11
805.54,2461.97,1925.09
804.49,1917.96,3095.08
804.6,2315.71,1925.07
804.43,2316.16,4263.25
804.54,3687.13,2469.14
3806.39,6263.19,2469.13
804.56,1915.88,2327.21
805.83,1916.76,3130.37
804.62,2316.6,1931.37
804.4,2315.86,1924.93
804.53,2316.28,2326.54
804.71,2316.07,2324.25
804.66,4443.91,2324.7
804.54,1915.52,5877.32
804.43,1915.97,5647.22
804.55,1731.16,2324.97
805.59,3684.91,1745.96
804.63,2315.77,2324.43
804.59,3161.56,1928.8
2233.3,1916.04,2324.7
804.53,1915.63,1930.5
2234.43,2316.48,2330.34
805.62,5431.77,1924.72
804.47,1915.81,4147.48
805.56,2676.28,2324.61
804.37,1916.02,2325.1
805.07,4304.38,1924.59
804.59,2862.3,2766.38
805.61,4140.82,1924.37
804.24,3077.24,2325.83
805.58,2461.95,2324.54
804.5,2462.49,2325.39
804.77,2335.3,1741.51
806.84,1915.81,3525.35
804.55,2316.1,4379.47
804.61,3077.85,1930.74
804.57,2759.32,3526.05
805.57,2315.96,2327.3
804.35,1915.66,2324.57
805.94,4161.61,2327.34
805.86,5414.29,4425.74
804.5,1926.28,1740.38
2233.92,2326.53,2339.35
804.35,1916.72,2325.16
4571.72,5441.4,4740.06
804.68,3519.49,1926.15
804.38,1915.38,2325.24
4706.28,2316.11,1925.19
804.42,3137.69,1924.88
804.4,2317.85,1925.07
804.39,1916.25,1924.65
804.36,1933.93,5649.0
804.47,1915.89,2324.96
804.38,3550.43,2325.78
804.62,1733.9,1934.28
804.65,2477.49,2339.59
804.51,5684.51,3154.39
804.49,1915.77,2336.87
804.31,2760.44,2684.32
804.2,2770.31,2339.13
4254.74,2322.86,1745.46
804.42,2316.37,2339.15
4572.76,1915.74,1925.5
805.6,1918.78,2326.51
804.45,2316.62,2338.8
804.63,2316.34,1927.6
804.3,2325.36,2340.8
3806.0,1915.89,3547.88
804.59,2317.68,3535.29
3805.36,2315.74,8005.71
804.76,4937.91,2777.68
804.53,2316.18,2468.84
804.38,2318.45,4418.49
804.62,3127.15,3368.4
804.47,1915.21,2330.78
3805.79,5093.77,1925.95
804.46,1916.0,2328.8
4571.27,8458.56,2339.16
804.49,2316.34,1932.49
3805.04,3358.69,1925.73
4571.91,5546.53,3089.54
805.59,2320.28,3698.11
3045.55,2316.35,2468.93
2233.28,1916.39,3167.2
804.44,1915.89,5412.42
804.54,2316.18,2344.55
804.47,1918.04,2325.04
804.38,1916.15,2324.79
804.6,2324.64,2325.37
806.49,1916.18,5230.06
804.27,3236.04,2341.2
804.58,1933.92,2324.93
804.27,4556.72,3694.11
804.59,2316.21,2325.21
805.62,2316.16,3084.87
804.27,2316.78,2326.59
3806.62,2316.56,2327.46
804.57,3547.39,2327.69
804.35,3542.75,5256.83
2233.16,5902.49,3693.93
3806.58,1917.32,3106.38
804.52,4070.02,4725.08
804.5,1750.15,6496.89
2233.41,3393.57,1926.28
804.37,3688.32,2469.5
804.47,3544.9,1932.92
804.63,1926.4,1924.52
3516.85,3888.43,1924.54
804.61,4458.86,1926.36
804.41,1731.87,1925.03
804.66,2319.18,2329.96
804.25,3127.44,2324.86
804.54,1939.24,2334.19
4470.36,4514.64,1927.25
804.58,1915.67,2768.76
804.17,2316.01,2325.26
804.63,3119.42,2337.83
804.31,2758.84,3134.08
804.51,2316.19,3695.21
804.19,5381.54,3547.82
804.28,2317.12,1925.41
805.72,2316.21,3131.2
804.5,5946.99,2329.99
4254.3,2317.75,1924.25
804.37,1923.63,2325.11
804.2,2316.97,2325.08
805.53,3141.28,3548.79
805.51,1915.76,2325.03
804.34,2759.64,1939.01
804.38,2336.09,3137.04
804.39,3132.17,3084.95
804.48,2315.76,2327.59
3516.14,3120.24,1924.88
804.43,2759.34,2777.29
804.26,2316.95,1924.83
804.19,3684.66,2325.88
8205.97,2317.0,1924.92
804.33,2316.07,1925.45
806.54,2331.76,2325.32
804.65,3541.93,2766.36
804.56,2317.51,1936.45
804.42,2316.85,2337.14
804.59,2316.31,2767.18
804.56,1731.71,2471.05
805.68,2316.73,3095.02
804.54,3077.41,2327.71
804.39,2317.03,1927.23
804.5,1915.48,1933.25
804.51,2462.44,4411.21
806.51,3077.73,2325.59
804.46,1923.62,2531.88
4254.01,2316.97,1925.31
2233.04,2317.65,2333.72
805.7,3545.1,3548.07
3806.29,5344.64,1925.41
804.26,3096.84,3694.95
804.36,1926.33,1740.84
804.53,3120.74,2328.95
804.47,5406.6,1924.95
804.5,1915.7,2327.84
804.4,2323.5,2326.47
804.28,2316.08,1740.49
804.46,1931.9,3696.12
804.47,2318.11,2326.12
804.52,2316.2,1924.65
3805.9,3924.73,5415.78
804.44,2326.67,2683.61
804.45,2315.8,2490.25
3805.81,2315.94,2324.84
804.3,1732.93,3548.76
3806.8,2758.88,2326.42
804.56,2327.37,5421.82
804.5,2315.95,1925.84
7806.17,1925.85,2326.44
804.43,2759.6,2766.39
804.55,1915.65,2324.91
804.29,5146.93,1925.24
804.42,4515.29,3366.41
2233.1,2472.65,3155.23
804.28,5198.54,2766.81
804.54,4370.68,2325.38
804.43,1917.85,2469.77
806.47,3119.14,2325.03
2234.99,1926.16,3084.73
2233.1,2316.28,2331.11
804.45,3129.06,2766.64
804.52,1916.32,1926.27
804.41,1915.79,2767.52
804.36,2323.43,3693.87
804.62,1915.67,3547.85
805.37,1916.05,1928.85
804.45,4443.49,2468.86
804.3,2316.52,1925.18
804.45,1926.44,2468.74
804.35,2316.89,2330.83
806.44,4187.2,2330.24
805.82,2316.53,7470.33
804.38,2316.72,4271.04
3805.97,1933.87,1927.68
804.43,1915.55,5908.83
804.47,1915.72,2325.51
804.32,2316.05,2325.39
804.45,1915.71,1924.78
804.39,1915.93,1928.85
2233.43,2461.88,1939.78
804.36,2316.24,1925.69
804.38,5414.37,2325.9
804.43,2461.8,2325.55
804.32,1915.61,1943.13
804.56,2316.2,1935.34
804.31,1918.22,2869.54
4935.62,2317.04,2335.45
2233.48,2316.69,2330.59
804.42,3543.14,1924.47
804.4,2316.16,3084.52
804.22,1923.82,2328.63
7807.29,1916.27,4096.15
804.59,2316.36,1926.46
804.46,2679.27,2328.59
804.22,2315.94,2325.77
804.29,2316.4,2334.11
804.27,1916.12,1925.03
804.48,2324.27,2336.71
804.29,5464.33,1925.43
804.68,1916.22,2470.79
804.33,1915.58,1751.55
804.35,1915.54,2324.93
804.43,1916.08,2345.61
804.64,1915.94,2336.54
804.4,2461.38,2348.86
804.47,3077.96,2325.34
804.47,2467.42,1926.37
804.4,1915.71,2325.67
804.45,2316.23,1926.12
804.25,1916.6,2692.98
804.64,2318.39,2327.34
804.47,4138.72,2332.14
2234.73,2315.97,2768.98
3806.45,3551.16,1925.59
804.47,1916.32,5752.97
804.27,1915.64,2768.08
804.6,2695.77,3166.93
804.66,3126.61,2335.66
804.21,1915.74,2333.8
804.33,3119.21,2325.65
805.5,1916.07,2325.22
805.76,2316.41,1935.09
804.54,2316.05,2326.36
804.55,2316.79,2470.06
804.52,2316.01,2325.32
804.37,3076.67,1924.79
804.2,3127.53,3531.75
804.38,2315.59,2326.32
804.37,2316.29,1946.78
804.51,2341.45,2325.84
804.35,6051.71,2324.72
804.35,1916.26,3129.96
804.34,4421.85,2327.32
804.59,2464.45,1930.68
804.47,1915.81,2469.37
804.45,1915.82,3696.91
804.33,2315.89,2328.08
804.74,2316.58,9257.19
804.26,2316.22,3130.14
804.33,1916.08,3980.53
804.41,2316.55,2469.44
804.42,2317.93,2324.84
804.44,3118.99,2331.72
804.48,1916.58,2335.26
2233.37,1916.02,3777.91
805.7,1915.75,3549.52
804.35,4402.24,1929.87
804.25,1915.51,2324.93
805.46,1731.45,3693.94
3806.7,2881.11,1924.09
804.37,2316.14,2325.33
805.43,3120.14,4547.49
805.34,1750.58,1940.29
804.31,1916.05,2683.11
804.3,2315.9,7531.34
804.34,2862.7,2326.8
804.58,5106.26,4310.4
804.55,2315.94,2325.34
4256.56,2695.49,2324.9
804.65,7864.81,6040.92
4571.66,1915.86,2324.8
804.34,2316.57,2685.06
805.38,1934.23,2325.5
4255.34,3119.26,2325.35
804.27,3137.79,2328.39
2232.99,1918.68,8489.86
805.56,1915.73,7478.48
804.55,2315.95,3979.91
3806.63,2316.32,1935.19
804.49,2316.6,1924.39
804.25,2316.55,2342.29
4256.35,1915.52,1924.62
805.54,1732.07,6041.33
4253.88,7996.35,2326.82
804.82,2315.78,2326.55
804.51,2759.34,2336.95
804.54,4371.44,2326.46
805.7,2334.71,5411.98
805.58,2316.0,1925.61
804.26,1915.59,2325.18
804.59,3084.52,1924.73
804.63,2334.49,2324.69
804.24,2334.97,1934.15
804.45,1731.36,2335.04
804.37,3920.4,3696.16
804.67,1916.2,2342.86
804.46,2463.31,1929.37
804.45,4106.53,3366.67
804.52,1732.23,1926.05
804.27,1915.79,2335.98
804.56,2315.99,2325.46
4571.52,1731.67,2336.63
804.32,2317.96,5413.02
4204.94,1731.57,2329.42
804.46,1917.36,4151.91
3805.8,2334.52,4024.8
804.41,2315.87,4072.4
805.2,5833.39,2768.18
804.5,1923.84,2325.34
2235.01,5639.52,2329.05
805.55,4558.92,2329.37
804.44,2316.22,1930.8
804.51,2316.56,6684.07
804.4,3520.76,2326.47
804.48,2315.66,1927.78
804.55,2677.39,1740.75
804.52,8554.07,1926.95
804.52,1916.1,2330.26
804.41,1915.74,1741.85
