procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 11052052 302948 7272420    0    0   113   486 7229   17 10  5 83  2  0  0
 1  2      0 11048444 302956 7272712    0    0     0  2404 4701 8724  4  3 67 26  0  0
 1  1      0 11048844 302964 7272724    0    0     0   944 2298 3827  3  2 83 12  0  0
 0  1      0 11021372 302972 7272888    0    0     0   576 6625 10145  6  4 80  9  0  0
 1  2      0 11033532 302984 7272776    0    0     0  1568 4934 6840  6  5 72 17  0  0
 2  0      0 11005376 302996 7272724    0    0     0   560 8225 13192  4  5 75 15  0  0
 2  0      0 10971316 302996 7264544    0    0     0     0 19102 27681  9  9 82  0  0  0
 1  2      0 10962480 303008 7268640    0    0     0  1552 8300 13705  6  5 77 13  0  0
 1  1      0 10964564 303012 7268628    0    0     0   976 2095 3104  3  3 78 16  0  0
 2  0      0 10972404 303020 7268740    0    0     0   452 6481 9863  6  5 80  9  0  0
 1  0      0 10975360 303024 7268760    0    0     0   116 2782 2930 13  2 82  3  0  0
 1  0      0 10985504 303024 7264652    0    0     0     0 3216 6019 13  1 86  0  0  0
 1  0      0 10999084 303024 7264664    0    0     0     0 2376 1994 13  1 86  0  0  0
 1  0      0 10997380 303024 7268772    0    0     0     0 2300 2128 13  1 86  0  0  0
 1  0      0 11011884 303024 7264684    0    0     0     0 2428 3525 13  1 86  0  0  0
 2  2      0 11012536 303040 7268784    0    0     0  2136 4467 9430 14  1 66 18  0  0
 1  1      0 11014200 303052 7268748    0    0     0   952 3966 7022 18  1 69 12  0  0
 2  1      0 11017380 303084 7268848    0    0     0   772 6398 11499 17  3 64 16  0  0
 1  2      0 11004288 303100 7268844    0    0     0  1696 9800 15082 24  6 51 19  0  0
 2  1      0 11009124 303104 7264764    0    0     0  1064 9805 14628 23  6 60 11  0  0
 3  1      0 11004608 303108 7268980    0    0     0   632 12616 26648 31  8 54  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 10980268 303112 7264900    0    0     0  1724 11318 22334 34 10 45 12  0  0
 3  1      0 10976564 303132 7264908    0    0     0  1216 10151 17463 32  9 46 13  0  0
 4  1      0 10973404 303156 7269108    0    0     0   620 12821 27229 37 12 43  8  0  0
 5  1      0 10953008 303168 7269148    0    0     0  1648 11096 23466 43 13 32 12  0  0
 5  1      0 10937604 303168 7269064    0    0     0  1056 12164 26579 44 14 36  6  0  0
 7  1      0 10912632 303192 7269308    0    0     0  1072 13192 29231 49 15 29  7  0  0
 5  1      0 10924596 303200 7265232    0    0     0  1176 10752 22999 52 15 23 10  0  0
 9  1      0 10935252 303208 7269412    0    0     0  1364 10924 23606 54 15 25  6  0  0
 6  1      0 10916628 303208 7269576    0    0     0   560 14068 31670 56 17 23  3  0  0
 6  1      0 10888520 303216 7269552    0    0     0  1804 11290 24048 61 18 17  4  0  0
11  0      0 10890348 303216 7269564    0    0     0  1164 12361 26073 61 19 17  3  0  0
11  1      0 10885692 303228 7269704    0    0     0  1004 13820 28940 66 20 11  2  0  0
13  1      0 10868792 303232 7269740    0    0     0  1144 13839 28807 70 20 10  1  0  0
 6  2      0 10867000 303236 7265576    0    0     0  1572 10886 21472 52 15 20 13  0  0
 8  1      0 10845672 303244 7269696    0    0     0  1512 12842 26887 62 18 15  5  0  0
12 12      0 10861292 303260 7269808    0    0     0   836 14437 28809 65 19 12  4  0  0
11  1      0 10864244 303260 7269828    0    0     0  1352 14048 25407 69 20 10  2  0  0
 7  2      0 10897312 303284 7269548    0    0     0  1176 14624 25664 68 21 10  1  0  0
 6  2      0 10890904 303284 7269888    0    0     0  1628 14181 26915 63 19 14  4  0  0
13  1      0 10896760 303288 7269908    0    0     0   816 15716 30919 65 18 13  3  0  0
 9  1      0 10895540 303292 7265828    0    0     0  1244 13564 24237 69 21  8  2  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  1      0 10915616 303312 7265848    0    0     0  1332 13395 23388 69 21  8  2  0  0
 7  2      0 10918728 303312 7269912    0    0     0   300 11743 21733 64 19 12  6  0  0
 7  4      0 10896236 303312 7265912    0    0     0  1660 13671 26696 64 21 13  3  0  0
 8  1      0 10885648 303316 7265924    0    0     0   668 11245 21322 58 17 15 11  0  0
 9  3      0 10893472 303344 7265940    0    0     0  1668 12674 23898 69 21  8  2  0  0
 8  1      0 10918372 303360 7265948    0    0     0  1144 11616 19556 66 20  9  6  0  0
 6  2      0 10903220 303360 7270060    0    0     0  1256 13785 23346 69 23  6  2  0  0
 8  2      0 10876436 303364 7270084    0    0     0  1060 12253 24432 62 19 15  4  0  0
15  3      0 10885932 303372 7270108    0    0     0  1708 12590 24231 65 20 10  4  0  0
 8  2      0 10909456 303380 7270104    0    0     0  1320 11981 20981 69 21  9  1  0  0
 8  0      0 10913128 303384 7269840    0    0     0   488 11886 20707 69 20  8  2  0  0
 9  2      0 10893436 303388 7266088    0    0     0   524 13347 24925 65 21 12  3  0  0
 9  2      0 10891164 303388 7266120    0    0     0  1848 13953 27530 70 21  7  2  0  0
 7  1      0 10890740 303400 7266136    0    0     0  1460 12004 21097 68 21  9  2  0  0
 7  1      0 10924504 303416 7270244    0    0     0  1176 12956 22191 70 21  8  1  0  0
10  3      0 10909880 303416 7270296    0    0     0   520 12946 24919 64 20 13  3  0  0
13  1      0 10878940 303416 7270328    0    0     0  1632 12869 24529 68 20  9  4  0  0
 7  1      0 10896024 303428 7266240    0    0     0  1264 13422 24223 69 22  7  2  0  0
 7  1      0 10898228 303452 7270352    0    0     0  1188 12582 21702 69 21  7  2  0  0
 9  1      0 10875256 303452 7270480    0    0     0  1092 14306 26350 71 22  6  1  0  0
 7 14      0 10877500 303456 7266348    0    0     0  2740 14366 26777 70 22  5  3  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  3      0 10868296 303464 7266428    0    0     0  1148 11866 22034 69 21  7  4  0  0
11  2      0 10879512 303472 7270364    0    0     0  1668 12685 19877 72 21  2  5  0  0
 8  3      0 10887528 303484 7270372    0    0     0  1204 9844 15909 55 16  8 21  0  0
 8  1      0 10892360 303492 7270060    0    0     0   992 11389 20146 68 21  8  3  0  0
 8  2      0 10890524 303492 7270912    0    0     0   416 13585 25200 70 21  8  1  0  0
11  2      0 10888292 303496 7266820    0    0     0  1976 15145 28624 71 22  6  2  0  0
 8  1      0 10895152 303500 7266828    0    0     0  1460 11509 20006 69 21  7  4  0  0
 7  1      0 10906800 303520 7266796    0    0     0  1244 12281 21357 68 20  8  4  0  0
10  1      0 10901492 303528 7271096    0    0     0   340 13858 22592 75 22  2  0  0  0
 9  3      0 10882028 303528 7271164    0    0     0  2184 15157 26096 74 23  3  1  0  0
15  0      0 10880068 303532 7271100    0    0     0   724 13114 21092 74 22  3  1  0  0
21  1      0 10868240 303552 7271032    0    0     0  1132 13567 22893 72 23  4  1  0  0
 1  8      0 10869400 303568 7267052    0    0     0  1596 12899 22634 67 21  6  7  0  0
10  1      0 10897264 303572 7267060    0    0     0   420 9352 17526 47 13 14 26  0  0
 9  1      0 10894248 303584 7267108    0    0     0  1704 12551 19228 74 22  3  1  0  0
 9  2      0 10884244 303584 7267116    0    0     0  1272 12891 21699 64 19  9  8  0  0
 9  2      0 10870160 303604 7271328    0    0     0   544 15000 26063 73 24  3  1  0  0
12  2      0 10865276 303612 7271300    0    0     0  1504 13198 22692 75 20  4  1  0  0
 9  2      0 10871940 303624 7267212    0    0     0  1168 12387 22668 64 20  8  9  0  0
 9  1      0 10869160 303628 7267228    0    0     0  1320 13124 20996 74 22  3  1  0  0
 9  2      0 10851388 303636 7271316    0    0     0   944 13443 21744 73 22  4  1  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  2      0 10849820 303640 7271356    0    0     0  1520 12568 22281 64 20  8  8  0  0
13  1      0 10861216 303656 7267312    0    0     0   780 14133 25582 75 21  4  0  0  0
 9  2      0 10883100 303668 7267320    0    0     0  1536 13843 23121 74 23  3  1  0  0
 9  1      0 10879052 303684 7267364    0    0     0  1304 13200 20724 75 22  2  1  0  0
 7  2      0 10892712 303692 7271588    0    0     0   320 15047 26466 74 23  3  1  0  0
