sig_alg,kem_alg,num_clients,total_handshakes,success_rate,throughput_hs_s,total_time_ms,median_ms,mean_ms,p95_ms,p99_ms,min_ms,max_ms,std_ms,cpu_avg_pct,mem_avg_mib
mldsa65,mlkem768,100,50000,100.0,94.78,527526,3.56,3.89,6.34,11.62,1.68,68.43,1.97,91.69,5.1
