timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes
2026-08-05T21:33:21+01:00,tls,mutual,ed25519,P-256,simple,server,500,2550250,5100.500,6873088
2026-08-05T21:33:21+01:00,tls,mutual,ed25519,P-256,simple,client,500,27680912,55361.824,5652480
2026-08-05T21:36:24+01:00,tls,mutual,ed25519,x25519,simple,server,500,2605445,5210.890,6541312
2026-08-05T21:36:24+01:00,tls,mutual,ed25519,x25519,simple,client,500,30540924,61081.848,5644288
2026-08-05T21:39:37+01:00,tls,mutual,ed25519,p256_mlkem512,simple,server,500,4493124,8986.248,6803456
2026-08-05T21:39:37+01:00,tls,mutual,ed25519,p256_mlkem512,simple,client,500,39119219,78238.438,6049792
2026-08-05T21:42:43+01:00,tls,mutual,ed25519,x25519_mlkem512,simple,server,500,2820937,5641.874,6582272
2026-08-05T21:42:43+01:00,tls,mutual,ed25519,x25519_mlkem512,simple,client,500,30977497,61954.994,5849088
2026-08-05T21:45:46+01:00,tls,mutual,ed25519,mlkem512,simple,server,500,2536799,5073.598,6541312
2026-08-05T21:45:46+01:00,tls,mutual,ed25519,mlkem512,simple,client,500,30881602,61763.204,5558272
2026-08-05T21:49:14+01:00,tls,mutual,ed25519,hqc128,simple,server,500,14219400,28438.800,6717440
2026-08-05T21:49:14+01:00,tls,mutual,ed25519,hqc128,simple,client,500,44129854,88259.708,5611520
2026-08-05T21:52:54+01:00,tls,mutual,ed25519,p256_hqc128,simple,server,500,16098515,32197.030,6848512
2026-08-05T21:52:54+01:00,tls,mutual,ed25519,p256_hqc128,simple,client,500,51787067,103574.134,5844992
2026-08-05T21:56:23+01:00,tls,mutual,ed25519,x25519_hqc128,simple,server,500,14751382,29502.764,6549504
2026-08-05T21:56:23+01:00,tls,mutual,ed25519,x25519_hqc128,simple,client,500,44924329,89848.658,5812224
2026-08-05T21:59:31+01:00,tls,mutual,secp384r1,P-384,simple,server,500,5603187,11206.374,6664192
2026-08-05T21:59:31+01:00,tls,mutual,secp384r1,P-384,simple,client,500,31965898,63931.796,5787648
2026-08-05T22:02:34+01:00,tls,mutual,secp384r1,x448,simple,server,500,5174377,10348.754,6561792
2026-08-05T22:02:34+01:00,tls,mutual,secp384r1,x448,simple,client,500,30878700,61757.400,5603328
2026-08-05T22:05:47+01:00,tls,mutual,secp384r1,p384_mlkem768,simple,server,500,7659036,15318.072,6778880
2026-08-05T22:05:47+01:00,tls,mutual,secp384r1,p384_mlkem768,simple,client,500,38790490,77580.980,5193728
2026-08-05T22:08:56+01:00,tls,mutual,secp384r1,x448_mlkem768,simple,server,500,6094230,12188.460,6451200
2026-08-05T22:08:56+01:00,tls,mutual,secp384r1,x448_mlkem768,simple,client,500,34023818,68047.636,5541888
