run_id,duration_ms,success,compress_negotiated
1,56,1,0
2,56,1,0
3,54,1,0
4,54,1,0
5,55,1,0
6,54,1,0
7,56,1,0
8,54,1,0
9,55,1,0
10,53,1,0
11,54,1,0
12,56,1,0
13,57,1,0
14,57,1,0
15,55,1,0
16,55,1,0
17,56,1,0
18,56,1,0
19,57,1,0
20,54,1,0
21,54,1,0
22,54,1,0
23,55,1,0
24,56,1,0
25,53,1,0
26,55,1,0
27,54,1,0
28,54,1,0
29,56,1,0
30,53,1,0
31,54,1,0
32,55,1,0
33,54,1,0
34,54,1,0
35,56,1,0
36,54,1,0
37,54,1,0
38,53,1,0
39,54,1,0
40,54,1,0
41,54,1,0
42,53,1,0
43,54,1,0
44,54,1,0
45,56,1,0
46,53,1,0
47,54,1,0
48,54,1,0
49,53,1,0
50,54,1,0
51,54,1,0
52,55,1,0
53,55,1,0
54,55,1,0
55,54,1,0
56,57,1,0
57,54,1,0
58,55,1,0
59,55,1,0
60,55,1,0
61,55,1,0
62,55,1,0
63,55,1,0
64,56,1,0
65,60,1,0
66,58,1,0
67,55,1,0
68,56,1,0
69,55,1,0
70,54,1,0
71,58,1,0
72,54,1,0
73,55,1,0
74,54,1,0
75,57,1,0
76,58,1,0
77,57,1,0
78,55,1,0
79,55,1,0
80,55,1,0
81,55,1,0
82,57,1,0
83,57,1,0
84,55,1,0
85,57,1,0
86,56,1,0
87,55,1,0
88,56,1,0
89,53,1,0
90,56,1,0
91,54,1,0
92,53,1,0
93,54,1,0
94,54,1,0
95,55,1,0
96,54,1,0
97,56,1,0
98,55,1,0
99,54,1,0
100,54,1,0
101,54,1,0
102,54,1,0
103,55,1,0
104,54,1,0
105,55,1,0
106,53,1,0
107,55,1,0
108,54,1,0
109,54,1,0
110,54,1,0
111,54,1,0
112,54,1,0
113,54,1,0
114,54,1,0
115,54,1,0
116,54,1,0
117,55,1,0
118,54,1,0
119,54,1,0
120,53,1,0
121,54,1,0
122,54,1,0
123,56,1,0
124,54,1,0
125,54,1,0
126,54,1,0
127,54,1,0
128,54,1,0
129,54,1,0
130,54,1,0
131,54,1,0
132,55,1,0
133,56,1,0
134,57,1,0
135,54,1,0
136,57,1,0
137,54,1,0
138,54,1,0
139,55,1,0
140,55,1,0
141,53,1,0
142,54,1,0
143,54,1,0
144,53,1,0
145,54,1,0
146,54,1,0
147,53,1,0
148,54,1,0
149,54,1,0
150,54,1,0
151,54,1,0
152,54,1,0
153,55,1,0
154,54,1,0
155,54,1,0
156,53,1,0
