timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-21T09:57:24+01:00,quic,single,secp384r1,p384_mlkem768,none,server,125,11346823,90774.584,9998336,1,4,1003
2026-08-21T09:57:24+01:00,quic,single,secp384r1,p384_mlkem768,none,client,125,5316810,42534.480,5828608,1,4,1003
2026-08-21T09:57:59+01:00,quic,single,secp521r1,hqc256,none,server,125,24274883,194199.064,12566528,1,4,1003
2026-08-21T09:57:59+01:00,quic,single,secp521r1,hqc256,none,client,125,9959896,79679.168,5640192,1,4,1003
2026-08-21T09:58:23+01:00,quic,single,mldsa65,x448_mlkem768,none,server,125,8895363,71162.904,9650176,1,4,1003
2026-08-21T09:58:23+01:00,quic,single,mldsa65,x448_mlkem768,none,client,125,3733795,29870.360,5541888,1,4,1003
2026-08-21T09:58:48+01:00,quic,single,ed25519,x25519_mlkem512,none,server,125,9206846,73654.768,8769536,1,4,1003
2026-08-21T09:58:48+01:00,quic,single,ed25519,x25519_mlkem512,none,client,125,3809706,30477.648,5636096,1,4,1003
2026-08-21T09:59:13+01:00,quic,single,mldsa44,mlkem512,none,server,125,9184023,73472.184,9187328,1,4,1003
2026-08-21T09:59:13+01:00,quic,single,mldsa44,mlkem512,none,client,125,3797060,30376.480,5365760,1,4,1003
2026-08-21T09:59:41+01:00,quic,single,ed25519,p256_hqc128,none,server,125,13412054,107296.432,10211328,1,4,1003
2026-08-21T09:59:41+01:00,quic,single,ed25519,p256_hqc128,none,client,125,6285651,50285.208,5799936,1,4,1003
2026-08-21T10:00:07+01:00,quic,single,ed25519,x25519_hqc128,none,server,125,12294474,98355.792,9543680,1,4,1003
2026-08-21T10:00:07+01:00,quic,single,ed25519,x25519_hqc128,none,client,125,5496175,43969.400,5464064,1,4,1003
2026-08-21T10:00:38+01:00,quic,single,mldsa65,x448_hqc192,none,server,125,18560643,148485.144,10944512,1,4,1003
2026-08-21T10:00:38+01:00,quic,single,mldsa65,x448_hqc192,none,client,125,7579507,60636.056,5660672,1,4,1003
2026-08-21T10:01:03+01:00,quic,single,mldsa65,mlkem768,none,server,125,9230360,73842.880,8978432,1,4,1003
2026-08-21T10:01:03+01:00,quic,single,mldsa65,mlkem768,none,client,125,3653085,29224.680,5844992,1,4,1003
2026-08-21T10:01:26+01:00,quic,single,ed25519,P-256,none,server,125,7886834,63094.672,8810496,1,4,1003
2026-08-21T10:01:26+01:00,quic,single,ed25519,P-256,none,client,125,3324486,26595.888,5677056,1,4,1003
2026-08-21T10:01:51+01:00,quic,single,mldsa65,x448,none,server,125,8643797,69150.376,9351168,1,4,1003
2026-08-21T10:01:51+01:00,quic,single,mldsa65,x448,none,client,125,3594149,28753.192,5599232,1,4,1003
2026-08-21T10:02:17+01:00,quic,single,mldsa44,hqc128,none,server,125,11504988,92039.904,9830400,1,4,1003
2026-08-21T10:02:17+01:00,quic,single,mldsa44,hqc128,none,client,125,4535182,36281.456,5492736,1,4,1003
2026-08-21T10:02:50+01:00,quic,single,mldsa65,hqc192,none,server,125,18447279,147578.232,10481664,1,4,1003
2026-08-21T10:02:50+01:00,quic,single,mldsa65,hqc192,none,client,125,6633389,53067.112,5533696,1,4,1003
