timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes
2026-08-05T19:10:35+01:00,tls,single,secp384r1,x448,simple,server,500,2732545,5465.090,6344704
2026-08-05T19:10:35+01:00,tls,single,secp384r1,x448,simple,client,500,23746779,47493.558,5537792
2026-08-05T19:13:46+01:00,tls,single,secp384r1,p384_mlkem768,simple,server,500,5562093,11124.186,6766592
2026-08-05T19:13:46+01:00,tls,single,secp384r1,p384_mlkem768,simple,client,500,33468911,66937.822,5832704
2026-08-05T19:16:46+01:00,tls,single,secp384r1,x448_mlkem768,simple,server,500,3327555,6655.110,6922240
2026-08-05T19:16:46+01:00,tls,single,secp384r1,x448_mlkem768,simple,client,500,24667405,49334.810,5771264
2026-08-05T19:20:10+01:00,tls,single,secp384r1,mlkem768,simple,server,500,1832263,3664.526,6443008
2026-08-05T19:20:10+01:00,tls,single,secp384r1,mlkem768,simple,client,500,23313506,46627.012,5836800
2026-08-05T19:24:35+01:00,tls,single,secp384r1,hqc192,simple,server,500,40875674,81751.348,6582272
2026-08-05T19:24:35+01:00,tls,single,secp384r1,hqc192,simple,client,500,72940943,145881.886,5591040
2026-08-05T19:29:09+01:00,tls,single,secp384r1,p384_hqc192,simple,server,500,43786110,87572.220,7479296
2026-08-05T19:29:09+01:00,tls,single,secp384r1,p384_hqc192,simple,client,500,79546739,159093.478,5947392
2026-08-05T19:33:37+01:00,tls,single,secp384r1,x448_hqc192,simple,server,500,41981104,83962.208,6955008
2026-08-05T19:33:37+01:00,tls,single,secp384r1,x448_hqc192,simple,client,500,73421609,146843.218,5591040
2026-08-05T19:48:48+01:00,tls,single,secp521r1,P-521,simple,server,500,3289100,6578.200,6676480
2026-08-05T19:48:48+01:00,tls,single,secp521r1,P-521,simple,client,500,24522605,49045.210,5943296
2026-08-05T19:52:01+01:00,tls,single,secp521r1,p521_mlkem1024,simple,server,500,5769442,11538.884,7045120
2026-08-05T19:52:01+01:00,tls,single,secp521r1,p521_mlkem1024,simple,client,500,34152954,68305.908,5591040
2026-08-05T19:54:59+01:00,tls,single,secp521r1,mlkem1024,simple,server,500,2127145,4254.290,7012352
2026-08-05T19:54:59+01:00,tls,single,secp521r1,mlkem1024,simple,client,500,23904096,47808.192,5840896
2026-08-05T20:01:11+01:00,tls,single,secp521r1,hqc256,simple,server,500,66285097,132570.194,7168000
2026-08-05T20:01:11+01:00,tls,single,secp521r1,hqc256,simple,client,500,87207508,174415.016,5500928
2026-08-05T20:07:19+01:00,tls,single,secp521r1,p521_hqc256,simple,server,500,64906103,129812.206,7139328
2026-08-05T20:07:19+01:00,tls,single,secp521r1,p521_hqc256,simple,client,500,88181534,176363.068,5398528
2026-08-05T20:10:16+01:00,tls,single,mldsa44,P-256,simple,server,500,1618609,3237.218,6447104
2026-08-05T20:10:16+01:00,tls,single,mldsa44,P-256,simple,client,500,19075796,38151.592,5640192
2026-08-05T20:13:09+01:00,tls,single,mldsa44,x25519,simple,server,500,1561135,3122.270,6414336
2026-08-05T20:13:09+01:00,tls,single,mldsa44,x25519,simple,client,500,18789965,37579.930,5386240
2026-08-05T20:16:08+01:00,tls,single,mldsa44,p256_mlkem512,simple,server,500,3303415,6606.830,6828032
2026-08-05T20:16:08+01:00,tls,single,mldsa44,p256_mlkem512,simple,client,500,25754466,51508.932,5578752
2026-08-05T20:19:01+01:00,tls,single,mldsa44,x25519_mlkem512,simple,server,500,1682121,3364.242,6496256
2026-08-05T20:19:01+01:00,tls,single,mldsa44,x25519_mlkem512,simple,client,500,18506209,37012.418,5578752
2026-08-05T20:21:51+01:00,tls,single,mldsa44,mlkem512,simple,server,500,1476290,2952.580,6504448
2026-08-05T20:21:51+01:00,tls,single,mldsa44,mlkem512,simple,client,500,18328797,36657.594,5406720
2026-08-05T20:30:47+01:00,tls,single,mldsa44,hqc128,simple,server,500,12682027,25364.054,6717440
2026-08-05T20:30:47+01:00,tls,single,mldsa44,hqc128,simple,client,500,33658876,67317.752,5844992
2026-08-05T20:34:15+01:00,tls,single,mldsa44,p256_hqc128,simple,server,500,14576290,29152.580,6803456
2026-08-05T20:34:15+01:00,tls,single,mldsa44,p256_hqc128,simple,client,500,41727613,83455.226,5570560
2026-08-05T20:37:40+01:00,tls,single,mldsa44,x25519_hqc128,simple,server,500,13801175,27602.350,6496256
2026-08-05T20:37:40+01:00,tls,single,mldsa44,x25519_hqc128,simple,client,500,36882832,73765.664,5713920
2026-08-05T20:40:40+01:00,tls,single,mldsa65,P-384,simple,server,500,2932774,5865.548,6479872
2026-08-05T20:40:40+01:00,tls,single,mldsa65,P-384,simple,client,500,21870962,43741.924,5644288
2026-08-05T20:43:33+01:00,tls,single,mldsa65,x448,simple,server,500,2301951,4603.902,6524928
2026-08-05T20:43:33+01:00,tls,single,mldsa65,x448,simple,client,500,19605461,39210.922,5644288
2026-08-05T20:46:38+01:00,tls,single,mldsa65,p384_mlkem768,simple,server,500,5068759,10137.518,7041024
2026-08-05T20:46:38+01:00,tls,single,mldsa65,p384_mlkem768,simple,client,500,29572455,59144.910,5636096
2026-08-05T20:49:35+01:00,tls,single,mldsa65,x448_mlkem768,simple,server,500,3094309,6188.618,7028736
2026-08-05T20:49:35+01:00,tls,single,mldsa65,x448_mlkem768,simple,client,500,22312785,44625.570,5570560
2026-08-05T20:52:28+01:00,tls,single,mldsa65,mlkem768,simple,server,500,1696909,3393.818,6733824
2026-08-05T20:52:28+01:00,tls,single,mldsa65,mlkem768,simple,client,500,20635551,41271.102,5799936
2026-08-05T20:57:09+01:00,tls,single,mldsa65,hqc192,simple,server,500,35155430,70310.860,6557696
2026-08-05T20:57:09+01:00,tls,single,mldsa65,hqc192,simple,client,500,63660066,127320.132,5664768
2026-08-05T21:01:58+01:00,tls,single,mldsa65,p384_hqc192,simple,server,500,38196849,76393.698,7368704
2026-08-05T21:01:58+01:00,tls,single,mldsa65,p384_hqc192,simple,client,500,72229267,144458.534,5595136
2026-08-05T21:06:40+01:00,tls,single,mldsa65,x448_hqc192,simple,server,500,36331697,72663.394,6565888
2026-08-05T21:06:40+01:00,tls,single,mldsa65,x448_hqc192,simple,client,500,64500246,129000.492,5640192
2026-08-05T21:09:42+01:00,tls,single,mldsa87,P-521,simple,server,500,2685300,5370.600,7008256
2026-08-05T21:09:42+01:00,tls,single,mldsa87,P-521,simple,client,500,18684089,37368.178,5476352
2026-08-05T21:13:48+01:00,tls,single,mldsa87,p521_mlkem1024,simple,server,500,5041675,10083.350,7245824
2026-08-05T21:13:48+01:00,tls,single,mldsa87,p521_mlkem1024,simple,client,500,29692906,59385.812,5701632
2026-08-05T21:17:47+01:00,tls,single,mldsa87,mlkem1024,simple,server,500,1802683,3605.366,6909952
2026-08-05T21:17:47+01:00,tls,single,mldsa87,mlkem1024,simple,client,500,21153670,42307.340,6000640
2026-08-05T21:23:56+01:00,tls,single,mldsa87,hqc256,simple,server,500,63093549,126187.098,6930432
2026-08-05T21:23:56+01:00,tls,single,mldsa87,hqc256,simple,client,500,87029035,174058.070,5705728
2026-08-05T21:30:06+01:00,tls,single,mldsa87,p521_hqc256,simple,server,500,65338388,130676.776,6955008
2026-08-05T21:30:06+01:00,tls,single,mldsa87,p521_hqc256,simple,client,500,89339075,178678.150,5611520
