procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 16680688 158504 5049964    0    0   197   162 3759    4  6  2 91  1  0  0
 0  1      0 16688860 158528 5050004    0    0     0  1988 4157 8148  5  2 77 16  0  0
16  0      0 16687656 158560 5048000    0    0     0   716 5072 8788  6  4 80 10  0  0
 1  1      0 16679736 158592 5050056    0    0     0  1428 5470 7519  7  5 78 11  0  0
 4  0      0 16642856 158628 5050032    0    0     0   524 9598 13525  5  5 83  7  0  0
 1  0      0 16639340 158636 5050024    0    0     0   120 19554 27743 10  9 80  1  0  0
 0  1      0 16638104 158692 5050048    0    0     0  1000 4606 9060  3  2 77 17  0  0
 1  0      0 16640144 158732 5050164    0    0     0   784 5435 8815  6  4 80  9  0  0
 0  0      0 16646748 158752 5050176    0    0     0   264 2577 3536  2  3 92  3  0  0
 0  0      0 16645992 158752 5048136    0    0     0     0 1759 3681  3  2 95  0  0  0
 1  0      0 16665424 158752 5048144    0    0     0     0 1867 2077  2  2 97  0  0  0
 1  0      0 16680100 158752 5048156    0    0     0   468  853 1185  1  1 98  0  0  0
 0  0      0 16682908 158752 5048160    0    0     0    72 1268 3314  1  1 98  0  0  0
 0  0      0 16694300 158760 5050216    0    0     0    96 1523 1649  1  1 97  0  0  0
 1  0      0 16693796 158760 5050224    0    0     0     0  847 1138  1  1 98  0  0  0
 1  2      0 16687228 158784 5050224    0    0     0  1292 4389 9869  4  3 83 10  0  0
 1  1      0 16701828 158820 5049952    0    0     0   904 2921 4599  2  2 83 12  0  0
 1  1      0 16675808 158852 5050348    0    0     0  1036 7273 13634 10  5 77  8  0  0
 1  1      0 16669240 158888 5048320    0    0     0  1184 6234 8595 13  3 66 18  0  0
 2  1      0 16656100 158924 5050452    0    0     0   700 8742 15078 16  4 70 10  0  0
 8  1      0 16659668 158960 5048404    0    0     0  1516 6232 5374 18  3 66 13  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0 16653060 159020 5050692    0    0     0   848 8114 10748 21  4 64 11  0  0
