sig_alg,kem_alg,num_clients,total_handshakes,success_rate,throughput_hs_s,total_time_ms,median_ms,mean_ms,p95_ms,p99_ms,min_ms,max_ms,std_ms,cpu_avg_pct,mem_avg_mib
mldsa65,hqc192,100,50000,100.0,25.46,1963615,3794.53,3372.26,3893.39,3919.08,43.23,4163.02,849.01,1.72,3.0
