--- 2026-06-03_13:43:31 ---
--- 2026-06-03_13:43:34 ---
--- 2026-06-03_13:43:36 ---
--- 2026-06-03_13:43:38 ---
--- 2026-06-03_13:43:40 ---
--- 2026-06-03_13:43:42 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.00%     2.832MiB / 23.32GiB   0.01%
--- 2026-06-03_13:43:45 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.00%     3.227MiB / 23.32GiB   0.01%
--- 2026-06-03_13:43:48 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
servidor   0.49%     3.332MiB / 23.32GiB   0.01%
cliente1   38.91%    3.492MiB / 23.32GiB   0.01%
--- 2026-06-03_13:43:52 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente2   30.70%    3.598MiB / 23.32GiB   0.02%
cliente1   7.48%     2.945MiB / 23.32GiB   0.01%
servidor   1.89%     4MiB / 23.32GiB       0.02%
cliente3   26.85%    4.051MiB / 23.32GiB   0.02%
--- 2026-06-03_13:43:57 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente4   21.55%    3.559MiB / 23.32GiB   0.01%
cliente3   13.51%    3.887MiB / 23.32GiB   0.02%
cliente2   15.18%    3.605MiB / 23.32GiB   0.02%
cliente1   11.73%    3.18MiB / 23.32GiB    0.01%
servidor   2.94%     3.352MiB / 23.32GiB   0.01%
cliente5   0.09%     3.195MiB / 23.32GiB   0.01%
--- 2026-06-03_13:44:02 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente6   10.20%    3.031MiB / 23.32GiB   0.01%
cliente5   13.19%    3.59MiB / 23.32GiB    0.02%
cliente4   10.24%    3.168MiB / 23.32GiB   0.01%
cliente3   13.08%    3.461MiB / 23.32GiB   0.01%
cliente2   0.01%     3.094MiB / 23.32GiB   0.01%
cliente1   13.00%    3.047MiB / 23.32GiB   0.01%
servidor   2.71%     4.07MiB / 23.32GiB    0.02%
cliente7   10.60%    3.148MiB / 23.32GiB   0.01%
--- 2026-06-03_13:44:07 ---
NAME       CPU %     MEM USAGE / LIMIT     MEM %
cliente8   7.03%     3.074MiB / 23.32GiB   0.01%
cliente7   7.54%     3.34MiB / 23.32GiB    0.01%
cliente6   8.75%     3.008MiB / 23.32GiB   0.01%
cliente5   4.23%     2.848MiB / 23.32GiB   0.01%
cliente4   12.86%    3.16MiB / 23.32GiB    0.01%
cliente3   11.44%    3.387MiB / 23.32GiB   0.01%
cliente2   7.49%     1.766MiB / 23.32GiB   0.01%
cliente1   8.27%     2.855MiB / 23.32GiB   0.01%
servidor   3.64%     4.176MiB / 23.32GiB   0.02%
cliente9   9.40%     2.621MiB / 23.32GiB   0.01%
