run_id,duration_ms,success
1,832.13,1
2,768.15,1
3,1025.86,1
4,767.64,1
5,1047.09,1
6,967.44,1
7,917.12,1
8,889.36,1
9,804.90,1
10,1207.45,1
11,1140.02,1
12,1108.18,1
13,855.41,1
14,1036.04,1
15,843.58,1
16,1125.78,1
17,1093.39,1
18,958.00,1
19,1177.09,1
20,1416.95,1
21,1322.19,1
22,1063.50,1
23,1392.20,1
24,1113.76,1
25,1093.73,1
26,1515.93,1
27,1412.25,1
28,1751.82,1
29,1352.31,1
30,1437.52,1
31,1434.37,1
32,1330.14,1
33,1488.40,1
34,1314.37,1
35,1373.02,1
36,1495.53,1
37,1812.37,1
38,1311.29,1
39,1827.96,1
40,1388.92,1
41,1634.11,1
42,1517.34,1
43,1601.94,1
44,2057.59,1
45,1862.14,1
46,1770.90,1
47,1895.77,1
48,1919.87,1
49,1949.41,1
50,1771.30,1
51,2047.09,1
52,2617.84,1
53,2044.02,1
54,1868.42,1
55,2084.38,1
56,2053.91,1
57,2009.82,1
58,2633.15,1
59,2122.29,1
60,2163.53,1
61,2385.84,1
62,2077.75,1
63,2141.99,1
64,1962.86,1
65,2514.26,1
66,2238.39,1
67,2345.24,1
68,2157.53,1
69,2345.94,1
70,2578.13,1
71,3193.05,1
72,2697.95,1
73,2556.68,1
74,2448.13,1
75,2588.72,1
76,2461.78,1
77,2474.92,1
78,2628.72,1
79,2753.62,1
80,2680.64,1
81,3321.66,1
82,3019.10,1
83,3273.12,1
84,3191.70,1
85,2694.54,1
86,3041.54,1
87,3128.93,1
88,3187.51,1
89,3201.33,1
90,2995.50,1
91,2839.97,1
92,3036.26,1
93,3288.96,1
94,3237.02,1
95,3687.75,1
96,3544.62,1
97,4447.42,1
98,3715.97,1
99,3391.86,1
100,3743.83,1
101,4192.78,1
102,3993.84,1
103,3923.71,1
104,3948.12,1
105,4283.13,1
106,3923.56,1
107,3378.92,1
108,3958.76,1
109,4128.54,1
110,4666.43,1
111,4284.03,1
112,4178.24,1
113,4452.02,1
114,4433.07,1
115,3967.62,1
116,4449.30,1
117,5190.53,1
118,4220.05,1
119,4588.06,1
120,5076.03,1
121,3912.92,1
122,4986.69,1
123,4729.30,1
124,4282.57,1
125,4406.50,1
126,4562.03,1
127,4044.95,1
128,5184.50,1
129,4712.54,1
130,4206.44,1
131,4754.97,1
132,4754.16,1
133,5247.08,1
134,5303.28,1
135,4365.11,1
136,4521.33,1
137,4424.99,1
138,4737.32,1
139,4681.56,1
140,4390.48,1
141,4304.68,1
142,4574.78,1
143,4661.88,1
144,4980.41,1
145,4214.88,1
146,4902.69,1
147,4739.66,1
148,4425.17,1
149,4748.20,1
150,4191.47,1
151,4946.92,1
152,4579.95,1
153,4826.48,1
154,4566.61,1
155,5482.02,1
156,4346.13,1
157,4484.06,1
158,4916.66,1
159,4172.12,1
160,5128.53,1
161,4710.49,1
162,5078.48,1
163,4476.92,1
164,4583.63,1
165,4574.47,1
166,4250.64,1
167,4631.22,1
168,4651.77,1
169,4822.35,1
170,4252.87,1
171,4877.21,1
172,4853.05,1
173,4432.84,1
174,4624.20,1
175,4373.95,1
176,5924.58,1
177,4689.78,1
178,5809.07,1
179,4376.58,1
180,4406.80,1
181,4808.06,1
182,4350.31,1
183,4528.83,1
184,4347.11,1
185,4773.93,1
186,4460.54,1
187,4625.03,1
188,4936.60,1
189,4430.91,1
190,4891.09,1
