procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 10604028 296920 7267920    0    0   115   477 7124   17 10  5 84  2  0  0
 1  1      0 10586984 296920 7272056    0    0     0  1672 9205 22495 11  6 72 11  0  0
 0  1      0 10597488 296956 7268004    0    0     0  1660 5735 14360  8  6 74 12  0  0
 0  1      0 10591568 296956 7272128    0    0     0   648 8445 20811  7  6 77  9  0  0
 0  1      0 10588036 296968 7272164    0    0     0  1984 7292 20001 11  5 73 12  0  0
 1  0      0 10543960 296992 7272160    0    0     0   444 16162 34461 12  8 74  7  0  0
 0  2      0 10520320 297000 7272168    0    0     0   960 11076 24092  8  7 73 12  0  0
 0  1      0 10525232 297024 7272196    0    0     0   940 5758 14105  7  5 76 13  0  0
 1  0      0 10535432 297040 7272308    0    0     0   576 10299 23904 13  6 73  8  0  0
 1  0      0 10538960 297040 7272324    0    0     0   460 7172 21485 19  2 79  0  0  0
 1  1      0 10562924 297048 7268240    0    0     0   216 4432 11975 15  2 80  3  0  0
 1  0      0 10581312 297048 7272296    0    0     0     0 3927 8648 14  2 84  1  0  0
 1  0      0 10586436 297048 7272304    0    0     0     0 6348 15466 18  2 81  0  0  0
 1  1      0 10579204 297048 7272316    0    0     0    20 8006 26290 19  3 78  1  0  0
 1  1      0 10591460 297072 7272320    0    0     0  1916 5216 13218 16  3 60 21  0  0
 2  1      0 10610076 297084 7272348    0    0     0   924 4644 9013 16  3 68 13  0  0
 7  1      0 10577616 297116 7272464    0    0     0   724 9325 18157 21  5 65  9  0  0
 3  1      0 10559124 297136 7272644    0    0     0  1612 12003 20673 28  7 51 14  0  0
 3  1      0 10538504 297148 7272356    0    0     0  1196 15387 36429 33  9 51  8  0  0
 3  2      0 10530960 297148 7272776    0    0     0  1908 13294 30739 34 10 44 12  0  0
 3  1      0 10535272 297156 7268704    0    0     0  1012 10186 17664 33 10 42 15  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1      0 10526844 297180 7268700    0    0     0   996 13988 28993 38 11 42  9  0  0
 5  1      0 10505820 297184 7272900    0    0     0   688 14555 33059 42 13 38  6  0  0
 4  1      0 10484932 297196 7268892    0    0     0  1940 16829 39168 50 15 27  8  0  0
 9  0      0 10483476 297204 7272892    0    0     0   980 13355 29952 48 14 31  6  0  0
15  0      0 10462736 297212 7273120    0    0     0   812 15974 37498 52 17 26  5  0  0
 5  2      0 10465592 297228 7269056    0    0     0  1568 14958 34614 56 17 16 11  0  0
 7  1      0 10471312 297228 7269060    0    0     0  1000 13154 30251 54 17 23  6  0  0
 7  1      0 10477736 297244 7273216    0    0     0   732 14317 33078 57 18 22  4  0  0
12  2      0 10492040 297268 7273320    0    0     0  2024 16226 35361 68 19 10  3  0  0
 9  3      0 10501652 297268 7273356    0    0     0  1168 14290 29700 64 19 15  3  0  0
 8  0      0 10481232 297292 7273068    0    0     0   584 18023 40729 66 20 11  2  0  0
 8  2      0 10449540 297320 7273216    0    0     0  1812 17005 35022 67 22  9  1  0  0
 7  1      0 10452268 297332 7269480    0    0     0   528 15580 32891 68 21  9  2  0  0
10  2      0 10471024 297348 7273580    0    0     0  1760 14893 26889 63 20 11  6  0  0
 1  7      0 10458664 297352 7273656    0    0     0  1496 14043 23448 59 18 13 10  0  0
17  3      0 10448236 297368 7269580    0    0     0  2136 16301 32506 64 19 10  7  0  0
10  1      0 10468720 297372 7269620    0    0     0   908 15249 29006 72 21  6  1  0  0
 7  2      0 10445144 297380 7273756    0    0     0   524 16262 31142 70 23  5  1  0  0
 8  2      0 10442436 297396 7273824    0    0     0  1624 12948 22968 66 21  9  3  0  0
 7  2      0 10435888 297400 7269756    0    0     0   940 11262 20940 59 17  8 16  0  0
 8  1      0 10440232 297404 7269780    0    0     0  1176 15349 30058 69 23  7  2  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 10445752 297424 7273868    0    0     0   972 12913 21136 70 22  6  1  0  0
12  1      0 10467128 297436 7274000    0    0     0   632 15061 26476 71 24  3  1  0  0
17  2      0 10461260 297436 7270000    0    0     0  1548 12595 19121 74 23  2  1  0  0
17  1      0 10449140 297444 7269964    0    0     0  1088 17539 32805 74 22  2  1  0  0
 7  2      0 10459136 297448 7274072    0    0     0  1100 16890 31174 70 24  5  1  0  0
14  1      0 10451160 297468 7270036    0    0     0  1368 14307 28568 68 22  7  3  0  0
 9  6      0 10444840 297480 7270076    0    0     0  1308 17114 33687 73 23  3  1  0  0
10  1      0 10465996 297488 7270088    0    0     0   948 13047 20234 74 24  2  1  0  0
10  2      0 10478792 297504 7273916    0    0     0   676 14209 22999 73 25  2  0  0  0
23  0      0 10468172 297532 7274300    0    0     0   904 16618 28843 74 25  1  0  0  0
