procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 17127092  89520 4907472    0    0  1741   435 5533    6  8  2 85  5  0  0
 0  1      0 17111784  89552 4907720    0    0     0  1900 4062 8116  5  3 79 13  0  0
 2  1      0 17097496  89616 4905848    0    0     0  1180 4947 8239  6  5 80 10  0  0
 0  2      0 17084212  89664 4907928    0    0     0  1372 5685 7840  7  4 75 13  0  0
 1  1      0 17086140  89724 4907908    0    0     0   636 7010 12818  4  4 81 10  0  0
 2  1      0 17082360  89796 4907924    0    0     0  1076 2800 4095  3  2 79 15  0  0
 0  0      0 17093884  89820 4908004    0    0     0   428 5457 8847  5  4 85  7  0  0
 0  0      0 17095688  89820 4905976    0    0     0     4 1814 3750  2  2 96  1  0  0
 0  0      0 17098236  89820 4905980    0    0     0     0 1324 1540  1  1 98  0  0  0
 0  0      0 17099988  89820 4905980    0    0     0     0  710  976  1  1 98  0  0  0
 0  0      0 17102644  89820 4906264    0    0     0     0 7402 5905  3  2 94  0  0  0
 1  1      0 17106624  89828 4914644    0    0     0    60 8037 7186  9  3 88  0  0  0
 1  0      0 17105968  89828 4915208    0    0     0     0 8711 5030  5  3 91  0  0  0
 0  1      0 17093172  89828 4909052    0    0     0    44 6107 9116  3  3 94  1  0  0
 5  1      0 17103404  89876 4909192    0    0     0  1644 11606 9985 11  5 73 11  0  0
 2  1      0 17090220  89916 4909320    0    0     0   636 13083 11936  9  6 77  8  0  0
 4  1      0 17073872  89968 4909340    0    0     0  1364 15887 16527 15  4 65 15  0  0
 1  1      0 17060436  90020 4908912    0    0     0  1140 16275 13589 16  4 70  9  0  0
 2  1      0 17073428  90072 4909264    0    0     0  1364 17705 15858 20  5 65 11  0  0
 1  1      0 17076816  90132 4908776    0    0     0   992 14830 7047 19  4 67 11  0  0
 2  1      0 17058512  90180 4908876    0    0     0  1416 18633 20229 22  5 64  9  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 17051220  90236 4908912    0    0     0   800 12551 6118 18  3 66 13  0  0
 2  1      0 17053612  90280 4909060    0    0     0   636 17993 19541 22  5 63 10  0  0
 4  2      0 17061312  90332 4907152    0    0     0  1756 13772 8989 20  4 58 18  0  0
 1  1      0 17043040  90376 4909348    0    0     0   528 19304 22437 25  6 60  8  0  0
 1  1      0 17034628  90436 4907272    0    0     0  1516 12432 12812 20  4 66 10  0  0
 2  1      0 17032536  90488 4909464    0    0     0   880 17739 14849 22  5 63 10  0  0
 1  1      0 17037936  90536 4909520    0    0     0  2052 16572 12438 20  4 63 13  0  0
 2  1      0 17030248  90596 4909608    0    0     0   976 14242 16592 22  5 66  8  0  0
 6  2      0 17026772  90644 4905920    0    0     0  1508 20423 24949 27  7 57  9  0  0
 2  1      0 17017580  90684 4903860    0    0     0  1148 16755 11990 21  4 64 11  0  0
 4  0      0 17020268  90728 4905876    0    0     0   604 18965 19440 23  5 64  8  0  0
 1  1      0 17011760  90760 4906072    0    0     0  1300 15158 8208 20  4 62 15  0  0
 3  1      0 16996352  90804 4906360    0    0     0   832 13786 17228 22  5 63  9  0  0
 3  2      0 16999908  90868 4906408    0    0     0  1640 8744 12383 19  4 62 15  0  0
 2  1      0 17004180  90916 4906464    0    0     0   880 6118 6656 19  4 63 15  0  0
 1  0      0 16991728  90968 4906848    0    0     0   612 8181 11324 20  5 68  8  0  0
 2  0      0 16980520  90968 4906912    0    0     0     4 11315 13564 20  4 77  0  0  0
 1  0      0 16979992  90968 4906928    0    0     0     0 9350 6303 18  3 79  0  0  0
 3  0      0 16987720  90968 4905080    0    0     0     0 16330 9867 20  4 76  0  0  0
 2  0      0 16998440  90968 4905084    0    0     0     0 9863 5855 18  3 78  0  0  0
 1  0      0 16987716  90976 4919440    0    0     0   104 11649 15178 23  5 72  1  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 16976100  90976 4919612    0    0     0     0 11712 8021 19  3 78  0  0  0
 2  0      0 17009680  90976 4905196    0    0     0     0 6727 4548 17  3 80  0  0  0
 1  0      0 17000940  90976 4905208    0    0     0     0 5286 3649 18  2 80  0  0  0
 1  0      0 16994468  90976 4905216    0    0     0     0 6836 10466 19  3 78  0  0  0
 2  0      0 16981844  90984 4905196    0    0     0    28 5503 4924 17  3 80  0  0  0
 1  0      0 16989560  90984 4905212    0    0     0     0 5458 5015 17  3 79  0  0  0
 2  0      0 17000104  90984 4905144    0    0     0     0 5191 3320 17  3 80  0  0  0
 2  0      0 16984448  91016 4905156    0    0     0   116 6677 10183 19  3 76  2  0  0
 1  0      0 16976320  91016 4905164    0    0     0     0 5719 4925 17  3 80  0  0  0
 2  0      0 16986620  91032 4905184    0    0     0    84 5619 5300 17  3 79  1  0  0
 2  0      0 16997264  91032 4905188    0    0     0     0 5019 3187 17  3 80  0  0  0
 1  0      0 16992596  91048 4905192    0    0     0   564 7130 10331 18  3 78  1  0  0
 1  0      0 16989528  91048 4905200    0    0     0     0 5557 4917 17  3 79  0  0  0
 1  0      0 16988664  91048 4905208    0    0     0    44 5388 4644 17  3 80  0  0  0
 2  0      0 17000884  91048 4905216    0    0     0     0 5102 3223 17  3 80  0  0  0
 6  0      0 16994656  91048 4905220    0    0     0     0 6062 8251 18  3 79  0  0  0
 3  0      0 16996160  91056 4905228    0    0     0    80 5588 4213 17  3 80  0  0  0
 2  0      0 16998272  91056 4905240    0    0     0     0 5441 4800 18  3 80  0  0  0
 2  0      0 17005480  91056 4905244    0    0     0     0 5468 5108 18  3 80  0  0  0
 3  0      0 17000432  91056 4905272    0    0     0     0 4783 3019 17  3 80  0  0  0
 4  0      0 16989784  91056 4905280    0    0     0     0 6190 9162 18  3 78  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
