sig_alg,kem_alg,num_clients,total_handshakes,success_rate,throughput_hs_s,total_time_ms,median_ms,mean_ms,p95_ms,p99_ms,min_ms,max_ms,std_ms,cpu_avg_pct,mem_avg_mib
mldsa65,hqc192,10,5000,100.0,25.50,196033,364.40,332.96,376.41,383.13,43.30,427.24,72.77,14.98,3.4
