Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

22:07:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:07:10     all    5,41    0,00    3,02   12,58    0,00    0,13    0,00    0,00    0,00   78,87
22:07:11     all    5,82    0,13    4,55    9,48    0,00    0,00    0,00    0,00    0,00   80,03
22:07:12     all    7,08    0,13    4,17   13,27    0,00    0,00    0,00    0,00    0,00   75,35
22:07:13     all    4,42    0,13    3,92   10,37    0,00    0,00    0,00    0,00    0,00   81,16
22:07:14     all    2,77    0,00    2,52   15,35    0,00    0,13    0,00    0,00    0,00   79,25
22:07:15     all    4,83    0,00    3,56    6,99    0,00    0,00    0,00    0,00    0,00   84,63
22:07:16     all    1,63    0,00    1,76    0,75    0,00    0,00    0,00    0,00    0,00   95,86
22:07:17     all    0,63    0,00    1,26    0,00    0,00    0,00    0,00    0,00    0,00   98,12
22:07:18     all    0,62    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,38
22:07:19     all    3,31    0,00    2,17    0,00    0,00    0,00    0,00    0,00    0,00   94,52
22:07:20     all    8,63    0,00    3,43    0,13    0,00    0,00    0,00    0,00    0,00   87,82
22:07:21     all    5,76    0,00    3,20    0,26    0,00    0,00    0,00    0,00    0,00   90,78
22:07:22     all    2,78    0,00    2,66    0,51    0,00    0,00    0,00    0,00    0,00   94,05
22:07:23     all    9,95    0,00    4,59   11,86    0,00    0,13    0,00    0,00    0,00   73,47
22:07:24     all    9,74    0,26    6,28    8,21    0,00    0,00    0,00    0,00    0,00   75,51
22:07:25     all   15,29    0,00    4,08   15,03    0,00    0,00    0,00    0,00    0,00   65,61
22:07:26     all   15,92    0,00    3,95    9,43    0,00    0,13    0,00    0,00    0,00   70,57
22:07:27     all   19,60    0,00    5,06   10,75    0,00    0,13    0,00    0,00    0,00   64,48
22:07:28     all   18,61    0,00    3,42   10,76    0,00    0,25    0,00    0,00    0,00   66,96
22:07:29     all   21,70    0,00    5,08    9,01    0,00    0,13    0,00    0,00    0,00   64,09
22:07:30     all   17,99    0,00    3,40   12,70    0,00    0,13    0,00    0,00    0,00   65,79
22:07:31     all   22,12    0,00    5,18    9,99    0,00    0,00    0,00    0,00    0,00   62,71
22:07:32     all   19,95    0,00    3,81   17,53    0,00    0,00    0,00    0,00    0,00   58,70
22:07:33     all   25,57    0,00    6,23    8,27    0,00    0,13    0,00    0,00    0,00   59,80
22:07:34     all   19,62    0,00    4,15    9,81    0,00    0,00    0,00    0,00    0,00   66,42
22:07:35     all   22,00    0,00    5,18    9,73    0,00    0,13    0,00    0,00    0,00   62,96
22:07:36     all   19,82    0,00    4,19   12,83    0,00    0,00    0,00    0,00    0,00   63,15
22:07:37     all   21,49    0,13    4,30    8,09    0,00    0,00    0,00    0,00    0,00   65,99
22:07:38     all   27,03    0,25    6,85    8,50    0,00    0,13    0,00    0,00    0,00   57,23
22:07:39     all   20,96    0,00    4,17   11,62    0,00    0,38    0,00    0,00    0,00   62,88
22:07:40     all   22,52    0,00    4,71    8,14    0,00    0,00    0,00    0,00    0,00   64,63
22:07:41     all   19,70    0,13    3,54   14,52    0,00    0,25    0,00    0,00    0,00   61,87
22:07:42     all   22,36    0,00    5,53    9,55    0,00    0,00    0,00    0,00    0,00   62,56
22:07:43     all   19,04    0,00    4,41   14,25    0,00    0,00    0,00    0,00    0,00   62,30
22:07:44     all   18,77    0,00    3,15   14,74    0,00    0,00    0,00    0,00    0,00   63,35
22:07:45     all   19,57    0,13    4,80    7,95    0,00    0,00    0,00    0,00    0,00   67,55
22:07:46     all   19,85    0,00    3,39    0,25    0,00    0,13    0,00    0,00    0,00   76,38
22:07:47     all   18,01    0,00    3,15    0,00    0,00    0,00    0,00    0,00    0,00   78,84
22:07:48     all   19,95    0,00    3,79    0,00    0,00    0,00    0,00    0,00    0,00   76,26
22:07:49     all   18,19    0,00    3,64    0,00    0,00    0,25    0,00    0,00    0,00   77,92
22:07:50     all   22,78    0,00    4,43    1,01    0,00    0,00    0,00    0,00    0,00   71,77
22:07:51     all   18,77    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   77,96
22:07:52     all   17,31    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   79,80
22:07:53     all   17,65    0,00    2,27    0,00    0,00    0,00    0,00    0,00    0,00   80,08
22:07:54     all   18,79    0,00    2,77    0,00    0,00    0,00    0,00    0,00    0,00   78,44
22:07:55     all   17,65    0,00    2,88    0,38    0,00    0,13    0,00    0,00    0,00   78,97
22:07:56     all   17,00    0,00    3,50    0,00    0,00    0,12    0,00    0,00    0,00   79,38
22:07:57     all   17,52    0,00    2,50    0,00    0,00    0,00    0,00    0,00    0,00   79,97
22:07:58     all   18,58    0,00    3,16    2,15    0,00    0,00    0,00    0,00    0,00   76,11
22:07:59     all   17,23    0,00    3,12    0,00    0,00    0,25    0,00    0,00    0,00   79,40
22:08:00     all   17,30    0,00    2,90    0,63    0,00    0,00    0,00    0,00    0,00   79,17
22:08:01     all   17,31    0,00    2,63    0,00    0,00    0,00    0,00    0,00    0,00   80,05
22:08:02     all   18,65    0,00    3,38    0,38    0,00    0,13    0,00    0,00    0,00   77,47
22:08:03     all   17,23    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   79,75
22:08:04     all   17,36    0,00    2,64    0,00    0,00    0,00    0,00    0,00    0,00   80,00
22:08:05     all   17,06    0,00    3,01    0,00    0,00    0,00    0,00    0,00    0,00   79,92
22:08:06     all   17,06    0,00    3,01    0,00    0,00    0,00    0,00    0,00    0,00   79,92
22:08:07     all   18,24    0,00    2,89    0,25    0,00    0,00    0,00    0,00    0,00   78,62
22:08:08     all   17,69    0,00    2,76    0,13    0,00    0,00    0,00    0,00    0,00   79,42
22:08:09     all   17,25    0,00    3,00    0,00    0,00    0,12    0,00    0,00    0,00   79,62
22:08:10     all   17,11    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   80,00
22:08:11     all   18,34    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   78,64
22:08:12     all   18,47    0,00    3,77    0,00    0,00    0,00    0,00    0,00    0,00   77,76
22:08:13     all   17,73    0,00    2,87    0,25    0,00    0,00    0,00    0,00    0,00   79,15
22:08:14     all   16,96    0,00    2,89    0,75    0,00    0,00    0,00    0,00    0,00   79,40
22:08:15     all   18,26    0,00    3,15    4,91    0,00    0,00    0,00    0,00    0,00   73,68
22:08:16     all   17,29    0,00    3,38    0,00    0,00    0,00    0,00    0,00    0,00   79,32
22:08:17     all   17,48    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   79,62
22:08:18     all   16,96    0,00    2,64    0,00    0,00    0,00    0,00    0,00    0,00   80,40
22:08:19     all   18,82    0,00    3,26    0,38    0,00    0,00    0,00    0,00    0,00   77,54
22:08:20     all   17,21    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   79,77
22:08:21     all   17,31    0,00    3,14    0,00    0,00    0,13    0,00    0,00    0,00   79,42
22:08:22     all   17,19    0,00    2,51    0,00    0,00    0,00    0,00    0,00    0,00   80,30
22:08:23     all   18,72    0,00    3,14    0,00    0,00    0,00    0,00    0,00    0,00   78,14
22:08:24     all   17,36    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   79,62
22:08:25     all   17,19    0,00    2,89    0,25    0,00    0,00    0,00    0,00    0,00   79,67
22:08:26     all   17,36    0,00    2,64    0,00    0,00    0,00    0,00    0,00    0,00   80,00
22:08:27     all   18,59    0,00    3,14    0,00    0,00    0,00    0,00    0,00    0,00   78,27
22:08:28     all   17,42    0,00    2,88    0,00    0,00    0,00    0,00    0,00    0,00   79,70
22:08:29     all   17,34    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   79,40
22:08:30     all   17,44    0,00    2,76    0,25    0,00    0,13    0,00    0,00    0,00   79,42
22:08:31     all   18,22    0,00    3,27    0,88    0,00    0,13    0,00    0,00    0,00   77,51
22:08:32     all   17,48    0,00    3,00    0,00    0,00    0,12    0,00    0,00    0,00   79,40
22:08:33     all   17,23    0,00    3,02    0,88    0,00    0,00    0,00    0,00    0,00   78,87
22:08:34     all   17,04    0,00    3,01    0,00    0,00    0,13    0,00    0,00    0,00   79,82
22:08:35     all   18,42    0,00    3,26    0,00    0,00    0,13    0,00    0,00    0,00   78,20
22:08:36     all   16,96    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   80,15
22:08:37     all   17,44    0,00    2,89    1,63    0,00    0,00    0,00    0,00    0,00   78,04
22:08:38     all   17,27    0,00    2,88    0,00    0,00    0,00    0,00    0,00    0,00   79,85
22:08:39     all   18,18    0,00    3,03    0,00    0,00    0,13    0,00    0,00    0,00   78,66
22:08:40     all   17,23    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   79,75
22:08:41     all   17,77    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   79,22
22:08:42     all   17,21    0,00    2,64    0,50    0,00    0,00    0,00    0,00    0,00   79,65
22:08:43     all   17,99    0,00    3,52    0,00    0,00    0,00    0,00    0,00    0,00   78,49
22:08:44     all   17,31    0,00    2,76    0,00    0,00    0,00    0,00    0,00    0,00   79,92
22:08:45     all   17,31    0,00    2,76    1,25    0,00    0,13    0,00    0,00    0,00   78,54
22:08:46     all   17,29    0,00    2,51    0,00    0,00    0,00    0,00    0,00    0,00   80,20
22:08:47     all   18,34    0,00    3,39    0,00    0,00    0,13    0,00    0,00    0,00   78,14
22:08:48     all   17,25    0,00    2,77    0,00    0,00    0,00    0,00    0,00    0,00   79,97
22:08:49     all   19,38    0,00    3,75    0,00    0,00    0,00    0,00    0,00    0,00   76,88
22:08:50     all   17,69    0,00    3,01    0,25    0,00    0,00    0,00    0,00    0,00   79,05
22:08:51     all   18,32    0,00    3,26    0,00    0,00    0,25    0,00    0,00    0,00   78,17
22:08:52     all   17,29    0,00    2,88    0,00    0,00    0,00    0,00    0,00    0,00   79,82
22:08:53     all   17,36    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   79,75
22:08:54     all   17,19    0,00    2,63    0,00    0,00    0,00    0,00    0,00    0,00   80,18
22:08:55     all   18,49    0,00    3,14    0,00    0,00    0,00    0,00    0,00    0,00   78,36
22:08:56     all   17,25    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   79,75
22:08:57     all   17,38    0,00    2,77    0,00    0,00    0,13    0,00    0,00    0,00   79,72
22:08:58     all   17,21    0,00    2,64    0,00    0,00    0,00    0,00    0,00    0,00   80,15
22:08:59     all   17,29    0,00    2,51    0,00    0,00    0,00    0,00    0,00    0,00   80,20
22:09:00     all   18,39    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   78,34
22:09:01     all   17,06    0,00    3,01    0,75    0,00    0,00    0,00    0,00    0,00   79,17
22:09:02     all   17,42    0,00    3,13    0,00    0,00    0,00    0,00    0,00    0,00   79,45
22:09:03     all   17,31    0,00    2,63    1,13    0,00    0,13    0,00    0,00    0,00   78,80
22:09:04     all   18,30    0,00    3,26    0,00    0,00    0,13    0,00    0,00    0,00   78,32
22:09:05     all   17,44    0,00    3,01    0,00    0,00    0,00    0,00    0,00    0,00   79,55
22:09:06     all   17,27    0,00    3,13    0,00    0,00    0,00    0,00    0,00    0,00   79,60
22:09:07     all   16,88    0,00    2,77    0,00    0,00    0,00    0,00    0,00    0,00   80,35
22:09:08     all   18,44    0,00    3,14    0,13    0,00    0,00    0,00    0,00    0,00   78,29
22:09:09     all   17,54    0,00    3,13    0,00    0,00    0,00    0,00    0,00    0,00   79,32
22:09:10     all   17,57    0,00    2,76    0,00    0,00    0,00    0,00    0,00    0,00   79,67
22:09:11     all   17,31    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   79,80
22:09:12     all   18,62    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   78,49
22:09:13     all   19,15    0,00    4,01    0,25    0,00    0,00    0,00    0,00    0,00   76,60
